gene_id,seqid,region_claim,region_length_bp,taxon,isolate,mol_type,source,gff_gene_id,gene_biotype,Description,origin_evidence_class,origin_screen_priority,DEG_contexts,exact_deg_contrasts,GOs,KEGG_ko,KEGG_Pathway,PFAMs,start,end,strand
LOC126320554,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320554,protein_coding,COP9 signalosome complex subunit 6-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,79657,83452,-
LOC126320555,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320555,protein_coding,integrin beta-like protein B,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,83472,90278,-
LOC126320556,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320556,protein_coding,eukaryotic translation initiation factor 3 subunit B-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000003,GO:0002064,GO:0002065,GO:0002066,GO:0003006,GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0003743,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005852,GO:0006412,GO:0006413,GO:0006417,GO:0006446,GO:0006518,GO:0006807,GO:0007276,GO:0007281,GO:0007292,GO:0008135,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009888,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0010608,GO:0019222,GO:0019538,GO:0019953,GO:0022412,GO:0022414,GO:0030154,GO:0030707,GO:0030855,GO:0031323,GO:0031326,GO:0032268,GO:0032501,GO:0032502,GO:0032504,GO:0032991,GO:0034248,GO:0034641,GO:0034645,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0044703,GO:0048468,GO:0048477,GO:0048609,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0051171,GO:0051246,GO:0051704,GO:0060255,GO:0060429,GO:0065007,GO:0071704,GO:0080090,GO:0097159,GO:1901363,GO:1901564,GO:1901566,GO:1901576,GO:2000112",ko:K03253,"ko03013,map03013","RRM_1,eIF2A",94503,96871,-
LOC126320560,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320560,protein_coding,thioredoxin domain-containing protein-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,120248,121228,-
LOC126320563,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320563,protein_coding,saccharopine dehydrogenase-like oxidoreductase,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,170020,172140,-
LOC126320564,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320564,protein_coding,epidermal growth factor receptor substrate 15 homolog,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,103820,106274,-
LOC126320565,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320565,protein_coding,ras-like protein rasG,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,101011,102766,-
LOC126320566,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320566,protein_coding,guanine nucleotide exchange factor subunit Rich-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,28615,34387,+
LOC126320567,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320567,protein_coding,plancitoxin-1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,26153,28551,-
LOC126320584,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320584,protein_coding,probable threonine--tRNA ligase 1%2C cytoplasmic,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0003674,GO:0003824,GO:0004812,GO:0004829,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006082,GO:0006139,GO:0006399,GO:0006412,GO:0006418,GO:0006435,GO:0006518,GO:0006520,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016070,GO:0016874,GO:0016875,GO:0019538,GO:0019752,GO:0034641,GO:0034645,GO:0034660,GO:0043038,GO:0043039,GO:0043043,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043436,GO:0043603,GO:0043604,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044271,GO:0044281,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0071704,GO:0090304,GO:0140098,GO:0140101,GO:1901360,GO:1901564,GO:1901566,GO:1901576",ko:K01868,"ko00970,map00970","DUF4615,HGTP_anticodon,TGS,tRNA-synt_2b,tRNA_SAD",175461,178339,+
LOC126320585,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320585,protein_coding,probable dual specificity protein phosphatase DDB_G0281963,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,174067,175579,-
LOC126320587,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320587,protein_coding,chaperone protein ClpB-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,126451,130320,-
LOC126320590,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320590,protein_coding,kinase and exchange factor for Rac B-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000003,GO:0000075,GO:0000077,GO:0000278,GO:0003006,GO:0003674,GO:0003824,GO:0004672,GO:0004674,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0006282,GO:0006355,GO:0006357,GO:0006464,GO:0006468,GO:0006793,GO:0006796,GO:0006807,GO:0006915,GO:0006919,GO:0006950,GO:0006974,GO:0006996,GO:0007049,GO:0007093,GO:0007154,GO:0007165,GO:0007276,GO:0007281,GO:0007292,GO:0007346,GO:0008150,GO:0008152,GO:0008219,GO:0008630,GO:0009314,GO:0009628,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010212,GO:0010332,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010623,GO:0010628,GO:0010941,GO:0010942,GO:0010950,GO:0010952,GO:0012501,GO:0016043,GO:0016301,GO:0016310,GO:0016740,GO:0016772,GO:0016773,GO:0018105,GO:0018107,GO:0018193,GO:0018209,GO:0018210,GO:0019219,GO:0019222,GO:0019538,GO:0019953,GO:0022402,GO:0022412,GO:0022414,GO:0023052,GO:0030154,GO:0030162,GO:0030717,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031570,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032504,GO:0033554,GO:0035234,GO:0035556,GO:0036211,GO:0042770,GO:0042981,GO:0043065,GO:0043067,GO:0043068,GO:0043085,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043280,GO:0043281,GO:0043412,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0044703,GO:0044773,GO:0044774,GO:0045786,GO:0045862,GO:0045893,GO:0045930,GO:0045935,GO:0045944,GO:0048468,GO:0048477,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048583,GO:0048609,GO:0048856,GO:0048869,GO:0050321,GO:0050789,GO:0050790,GO:0050794,GO:0050896,GO:0051052,GO:0051090,GO:0051091,GO:0051171,GO:0051173,GO:0051246,GO:0051247,GO:0051252,GO:0051254,GO:0051276,GO:0051321,GO:0051336,GO:0051345,GO:0051704,GO:0051716,GO:0051726,GO:0052547,GO:0052548,GO:0060255,GO:0061982,GO:0061988,GO:0065007,GO:0065009,GO:0070192,GO:0071214,GO:0071478,GO:0071479,GO:0071480,GO:0071704,GO:0071840,GO:0072331,GO:0072332,GO:0080090,GO:0080134,GO:0080135,GO:0097190,GO:0097193,GO:0104004,GO:0140096,GO:1901564,GO:1902680,GO:1903046,GO:1903047,GO:1903506,GO:1903508,GO:2000112,GO:2000116,GO:2001020,GO:2001056,GO:2001141",ko:K06641,"ko04110,ko04111,ko04115,ko04218,ko05166,map04110,map04111,map04115,map04218,map05166","FHA,Pkinase",136701,138942,-
LOC126320592,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320592,protein_coding,negative elongation factor D-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,144829,147463,+
LOC126320598,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320598,protein_coding,chloride channel protein ClC-Kb-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,154792,157615,+
LOC126320599,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320599,protein_coding,presenilins-associated rhomboid-like protein%2C mitochondrial,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0003674,GO:0003824,GO:0004175,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0006508,GO:0006807,GO:0006996,GO:0007005,GO:0008053,GO:0008150,GO:0008152,GO:0008233,GO:0009987,GO:0010467,GO:0016043,GO:0016485,GO:0016787,GO:0019538,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044238,GO:0044424,GO:0044444,GO:0044464,GO:0048284,GO:0051604,GO:0061024,GO:0061025,GO:0070011,GO:0071704,GO:0071840,GO:0140096,GO:1901564",ko:K09650,,Rhomboid,149768,151803,+
LOC126320602,NW_026062105.1,RefSeq S. gregaria unplaced genomic region,222873,7010,iqSchGreg1,genomic DNA,Gnomon,126320602,protein_coding,serine/threonine-protein kinase 3-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,69161,73014,-
LOC126320751,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320751,protein_coding,rubrerythrin-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,2387,3190,+
LOC126320753,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320753,protein_coding,insulin-degrading enzyme-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,21873,25037,-
LOC126320754,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320754,protein_coding,GTPase-activating Rap/Ran-GAP domain-like protein 3,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,10670,13523,+
LOC126320755,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320755,protein_coding,acetyl-coenzyme A synthetase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,7667,10011,+
LOC126320760,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320760,protein_coding,regulator of chromosome condensation-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,28463,30534,+
LOC126320771,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320771,protein_coding,mucin-1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,43200,46551,-
LOC126320772,NW_026062120.1,RefSeq S. gregaria unplaced genomic region,51614,7010,iqSchGreg1,genomic DNA,Gnomon,126320772,protein_coding,DNA/RNA-binding protein KIN17-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,41679,43165,+
LOC126322236,NW_026062171.1,RefSeq S. gregaria unplaced genomic region,36907,7010,iqSchGreg1,genomic DNA,Gnomon,126322236,protein_coding,elongation factor Tu-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,14510,17060,+
LOC126322374,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322374,protein_coding,helicase domino-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,50084,56455,+
LOC126322380,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322380,protein_coding,40S ribosomal protein S18-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,198353,198826,-
LOC126322381,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322381,protein_coding,transmembrane protein 94-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,199057,204375,-
LOC126322382,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322382,protein_coding,polyadenylate-binding protein 4-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,8057,10490,-
LOC126322384,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322384,protein_coding,splicing factor 3B subunit 2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,171028,173656,+
LOC126322386,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322386,protein_coding,glyceraldehyde-3-phosphate dehydrogenase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,173731,175077,-
LOC126322387,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322387,protein_coding,actin-related protein 3-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,175339,177525,-
LOC126322390,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322390,protein_coding,AMP deaminase-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,188092,191895,+
LOC126322392,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322392,protein_coding,nuclear pore glycoprotein p62-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,153309,157234,-
LOC126322396,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322396,protein_coding,AP-1 complex subunit mu-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,210784,213210,+
LOC126322397,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322397,protein_coding,60S ribosomal protein L19-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,217231,218359,-
LOC126322401,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322401,protein_coding,eukaryotic translation initiation factor 3 subunit L-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,130941,133263,+
LOC126322411,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322411,protein_coding,GTPase HRas-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"GO:0000003,GO:0000902,GO:0000904,GO:0001654,GO:0001700,GO:0001736,GO:0001738,GO:0001745,GO:0002009,GO:0002064,GO:0002065,GO:0002066,GO:0002376,GO:0002520,GO:0003006,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005515,GO:0005575,GO:0005623,GO:0006928,GO:0006929,GO:0006930,GO:0007154,GO:0007163,GO:0007164,GO:0007165,GO:0007264,GO:0007265,GO:0007275,GO:0007276,GO:0007281,GO:0007292,GO:0007391,GO:0007423,GO:0008150,GO:0008360,GO:0009653,GO:0009790,GO:0009792,GO:0009887,GO:0009888,GO:0009987,GO:0016043,GO:0016331,GO:0016462,GO:0016476,GO:0016477,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019827,GO:0019953,GO:0022407,GO:0022409,GO:0022412,GO:0022414,GO:0022603,GO:0022604,GO:0022607,GO:0023052,GO:0030030,GO:0030031,GO:0030097,GO:0030154,GO:0030155,GO:0030707,GO:0030713,GO:0030718,GO:0030855,GO:0031252,GO:0032486,GO:0032501,GO:0032502,GO:0032504,GO:0032989,GO:0034329,GO:0034330,GO:0034332,GO:0034333,GO:0035099,GO:0035162,GO:0035556,GO:0040011,GO:0042067,GO:0044085,GO:0044464,GO:0044703,GO:0045216,GO:0045785,GO:0045995,GO:0048468,GO:0048477,GO:0048513,GO:0048518,GO:0048534,GO:0048568,GO:0048592,GO:0048598,GO:0048609,GO:0048729,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0048870,GO:0050789,GO:0050793,GO:0050794,GO:0050896,GO:0051128,GO:0051179,GO:0051239,GO:0051674,GO:0051704,GO:0051716,GO:0060429,GO:0065007,GO:0065008,GO:0071840,GO:0090596,GO:0098727,GO:0120031,GO:0120036,GO:2000026",ko:K04353,"ko04010,ko04014,ko04015,ko04024,ko04062,ko04510,ko04530,ko04611,ko04670,ko04720,ko04722,ko04934,ko04972,ko05211,map04010,map04014,map04015,map04024,map04062,map04510,map04530,map04611,map04670,map04720,map04722,map04934,map04972,map05211",Ras,40900,42713,+
LOC126322414,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322414,protein_coding,cullin-1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,71057,76317,-
LOC126322415,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322415,protein_coding,arf-GAP with coiled-coil%2C ANK repeat and PH domain-containing protein 3-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,80043,83059,+
LOC126322417,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322417,protein_coding,proteoglycan 4-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,230480,233229,+
LOC126322421,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322421,protein_coding,transport and Golgi organization 2 homolog,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,206180,208470,+
LOC126322422,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322422,protein_coding,trafficking protein particle complex subunit 10-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected; Infection within diets,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,,,,,30617,35369,+
LOC126322423,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322423,protein_coding,tyrosine-protein kinase Fer-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,35403,39597,-
LOC126322425,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322425,protein_coding,vacuolar protein-sorting-associated protein 36-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,221320,223576,-
LOC126322428,NW_026062176.1,RefSeq S. gregaria unplaced genomic region,242820,7010,iqSchGreg1,genomic DNA,Gnomon,126322428,protein_coding,mismatch repair endonuclease PMS2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,139702,142757,+
LOC126322523,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322523,protein_coding,mitochondrial-processing peptidase subunit alpha-2-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,45116,48773,-
LOC126322531,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322531,protein_coding,ras GTPase-activating-like protein rgaA,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,49665,54224,+
LOC126322532,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322532,protein_coding,multidrug resistance-associated protein 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,183068,189045,+
LOC126322537,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322537,protein_coding,CYFIP-related Rac1 interactor homolog,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,284889,287268,+
LOC126322544,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322544,protein_coding,leucine-rich repeat protein lrrA-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,263275,265081,+
LOC126322545,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322545,protein_coding,eukaryotic translation initiation factor 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,162331,163190,-
LOC126322546,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322546,protein_coding,dynamin-like protein A,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,110604,114444,+
LOC126322548,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322548,protein_coding,serine/threonine-protein kinase pakC-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,118952,122126,-
LOC126322549,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322549,protein_coding,ras guanine nucleotide exchange factor A-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,123326,126295,-
LOC126322552,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322552,protein_coding,probable enoyl-CoA hydratase%2C mitochondrial,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,108876,110143,+
LOC126322553,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322553,protein_coding,WD repeat-containing protein 82-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,116318,117523,+
LOC126322562,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322562,protein_coding,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 homolog,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected; Infection within diets,Diet contrasts among infected | Infected 33 vs 50 | Downregulated; Infection within diet | Diet 33: infected vs control | Downregulated,,,,,296369,302850,-
LOC126322564,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322564,protein_coding,dnaJ homolog subfamily C member 11-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,309119,311850,+
LOC126322567,NW_026062185.1,RefSeq S. gregaria unplaced genomic region,366495,7010,iqSchGreg1,genomic DNA,Gnomon,126322567,protein_coding,type-1 histone deacetylase 1-like,RefSeq annotated host-like,No annotation red flag,Diet DEGs in infected,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,,,,,306817,309017,-
