DEG_context,gene_id,seqid,start,end,midpoint,strand,seq_start,seq_end,chromosome,genome,chromosome_class,region_name,region_chromosome,region_genome,taxon,isolate,mol_type,tissue_type,region_length_bp,source,gff_gene_id,gff_description,gff_biotype,gff_gbkey,Description,gene_biotype,GOs,KEGG_ko,KEGG_Pathway,PFAMs,exact_deg_contrasts,annotation_text,has_domain_annotation,origin_evidence_class,origin_screen_priority,region_claim
Diet DEGs in infected,LOC126324540,NW_026062249.1,168117,170323,169220,+,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324540,probable ATP-dependent RNA helicase DDX47,protein_coding,Gene,probable ATP-dependent RNA helicase DDX47,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,probable ATP-dependent RNA helicase DDX47 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324487,NW_026062249.1,170329,172377,171353,-,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324487,"N-alpha-acetyltransferase 35, NatC auxiliary subunit-like",protein_coding,Gene,N-alpha-acetyltransferase 35%2C NatC auxiliary subunit-like,protein_coding,"GO:0003674,GO:0003824,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031248,GO:0031365,GO:0031414,GO:0031417,GO:0032991,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0051604,GO:0071704,GO:1901564,GO:1902493,GO:1902494,GO:1990234",ko:K20823,,Mak10,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"N-alpha-acetyltransferase 35%2C NatC auxiliary subunit-like | GO:0003674,GO:0003824,GO:0004596,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006473,GO:0006474,GO:0006807,GO:0008080,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0019538,GO:0031248,GO:0031365,GO:0031414,GO:0031417,GO:0032991,GO:0034212,GO:0036211,GO:0043170,GO:0043412,GO:0043543,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0051604,GO:0071704,GO:1901564,GO:1902493,GO:1902494,GO:1990234 | ko:K20823 | | Mak10 | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324525,NW_026062249.1,179645,181190,180417.5,-,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324525,uncharacterized LOC126324525,protein_coding,Gene,uncharacterized LOC126324525,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324525 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324528,NW_026062249.1,183202,185183,184192.5,+,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324528,probable serine/threonine-protein kinase MARK-C,protein_coding,Gene,probable serine/threonine-protein kinase MARK-C,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,probable serine/threonine-protein kinase MARK-C | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324527,NW_026062249.1,186806,189039,187922.5,+,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324527,uncharacterized LOC126324527,protein_coding,Gene,uncharacterized LOC126324527,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324527 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324526,NW_026062249.1,190391,193349,191870,-,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324526,uncharacterized LOC126324526,protein_coding,Gene,uncharacterized LOC126324526,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324526 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324489,NW_026062249.1,196324,209692,203008,-,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324489,"dynein heavy chain, cytoplasmic-like",protein_coding,Gene,dynein heavy chain%2C cytoplasmic-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,dynein heavy chain%2C cytoplasmic-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324490,NW_026062249.1,233604,236135,234869.5,-,1,241426,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,241426,Gnomon,126324490,uncharacterized LOC126324490,protein_coding,Gene,uncharacterized LOC126324490,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324490 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324747,NW_026062253.1,8397,11440,9918.5,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324747,uncharacterized LOC126324747,protein_coding,Gene,uncharacterized LOC126324747,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324747 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324748,NW_026062253.1,19345,20098,19721.5,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324748,dolichyldiphosphatase 1-like,protein_coding,Gene,dolichyldiphosphatase 1-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,dolichyldiphosphatase 1-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324749,NW_026062253.1,28071,30055,29063,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324749,protein transport protein Sec61 subunit alpha-like,protein_coding,Gene,protein transport protein Sec61 subunit alpha-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,protein transport protein Sec61 subunit alpha-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324750,NW_026062253.1,32113,35088,33600.5,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324750,uncharacterized LOC126324750,protein_coding,Gene,uncharacterized LOC126324750,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324750 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324742,NW_026062253.1,39954,42312,41133,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324742,U3 small nucleolar ribonucleoprotein protein MPP10-like,protein_coding,Gene,U3 small nucleolar ribonucleoprotein protein MPP10-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,U3 small nucleolar ribonucleoprotein protein MPP10-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324743,NW_026062253.1,42609,45044,43826.5,+,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324743,"DNA topoisomerase I, mitochondrial-like",protein_coding,Gene,DNA topoisomerase I%2C mitochondrial-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,DNA topoisomerase I%2C mitochondrial-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324745,NW_026062253.1,60066,62549,61307.5,+,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324745,uncharacterized LOC126324745,protein_coding,Gene,uncharacterized LOC126324745,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324745 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324744,NW_026062253.1,64928,66596,65762,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324744,UTP--glucose-1-phosphate uridylyltransferase 2-like,protein_coding,Gene,UTP--glucose-1-phosphate uridylyltransferase 2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,UTP--glucose-1-phosphate uridylyltransferase 2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324752,NW_026062253.1,69223,72413,70818,+,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324752,uncharacterized LOC126324752,protein_coding,Gene,uncharacterized LOC126324752,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324752 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126324753,NW_026062253.1,71496,74951,73223.5,-,1,74958,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,74958,Gnomon,126324753,uncharacterized LOC126324753,protein_coding,Gene,uncharacterized LOC126324753,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126324753 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325533,NW_026062282.1,27192,28280,27736,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325533,uncharacterized LOC126325533,lncRNA,Gene,uncharacterized LOC126325533,lncRNA,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325533 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325519,NW_026062282.1,50316,52396,51356,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325519,protein pelota homolog,protein_coding,Gene,protein pelota homolog,protein_coding,"GO:0000003,GO:0000212,GO:0000226,GO:0000280,GO:0000956,GO:0001654,GO:0001745,GO:0003006,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007127,GO:0007140,GO:0007141,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007292,GO:0007423,GO:0008150,GO:0008152,GO:0008315,GO:0008356,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009653,GO:0009887,GO:0009892,GO:0009987,GO:0010256,GO:0010467,GO:0010468,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016075,GO:0016441,GO:0016458,GO:0017145,GO:0019222,GO:0019439,GO:0019538,GO:0019827,GO:0019953,GO:0022402,GO:0022411,GO:0022412,GO:0022414,GO:0030154,GO:0030397,GO:0030718,GO:0032501,GO:0032502,GO:0032504,GO:0032790,GO:0032984,GO:0032988,GO:0032991,GO:0034641,GO:0034645,GO:0034655,GO:0034660,GO:0034661,GO:0040029,GO:0042078,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044424,GO:0044464,GO:0044703,GO:0044770,GO:0044771,GO:0044839,GO:0044877,GO:0046483,GO:0046700,GO:0048132,GO:0048137,GO:0048232,GO:0048285,GO:0048468,GO:0048477,GO:0048513,GO:0048519,GO:0048592,GO:0048609,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0051078,GO:0051081,GO:0051301,GO:0051321,GO:0051704,GO:0060255,GO:0061024,GO:0061982,GO:0065007,GO:0070651,GO:0070966,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0090596,GO:0098722,GO:0098727,GO:0098728,GO:0140013,GO:1901360,GO:1901361,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1903008,GO:1903046,GO:1990533",ko:K06965,"ko03015,map03015","eRF1_1,eRF1_2,eRF1_3",Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"protein pelota homolog | GO:0000003,GO:0000212,GO:0000226,GO:0000280,GO:0000956,GO:0001654,GO:0001745,GO:0003006,GO:0003674,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006401,GO:0006402,GO:0006412,GO:0006518,GO:0006725,GO:0006807,GO:0006996,GO:0006997,GO:0006998,GO:0007010,GO:0007017,GO:0007049,GO:0007051,GO:0007127,GO:0007140,GO:0007141,GO:0007275,GO:0007276,GO:0007281,GO:0007283,GO:0007292,GO:0007423,GO:0008150,GO:0008152,GO:0008315,GO:0008356,GO:0009056,GO:0009057,GO:0009058,GO:0009059,GO:0009653,GO:0009887,GO:0009892,GO:0009987,GO:0010256,GO:0010467,GO:0010468,GO:0010605,GO:0010608,GO:0010629,GO:0016043,GO:0016070,GO:0016071,GO:0016072,GO:0016075,GO:0016441,GO:0016458,GO:0017145,GO:0019222,GO:0019439,GO:0019538,GO:0019827,GO:0019953,GO:0022402,GO:0022411,GO:0022412,GO:0022414,GO:0030154,GO:0030397,GO:0030718,GO:0032501,GO:0032502,GO:0032504,GO:0032790,GO:0032984,GO:0032988,GO:0032991,GO:0034641,GO:0034645,GO:0034655,GO:0034660,GO:0034661,GO:0040029,GO:0042078,GO:0043021,GO:0043022,GO:0043043,GO:0043170,GO:0043603,GO:0043604,GO:0043933,GO:0044237,GO:0044238,GO:0044248,GO:0044249,GO:0044260,GO:0044265,GO:0044267,GO:0044270,GO:0044271,GO:0044424,GO:0044464,GO:0044703,GO:0044770,GO:0044771,GO:0044839,GO:0044877,GO:0046483,GO:0046700,GO:0048132,GO:0048137,GO:0048232,GO:0048285,GO:0048468,GO:0048477,GO:0048513,GO:0048519,GO:0048592,GO:0048609,GO:0048731,GO:0048749,GO:0048856,GO:0048869,GO:0050789,GO:0051078,GO:0051081,GO:0051301,GO:0051321,GO:0051704,GO:0060255,GO:0061024,GO:0061982,GO:0065007,GO:0070651,GO:0070966,GO:0071704,GO:0071826,GO:0071840,GO:0090304,GO:0090596,GO:0098722,GO:0098727,GO:0098728,GO:0140013,GO:1901360,GO:1901361,GO:1901564,GO:1901566,GO:1901575,GO:1901576,GO:1903008,GO:1903046,GO:1990533 | ko:K06965 | ko03015,map03015 | eRF1_1,eRF1_2,eRF1_3 | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325546,NW_026062282.1,60581,63689,62135,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325546,actin-histidine N-methyltransferase-like,protein_coding,Gene,actin-histidine N-methyltransferase-like,protein_coding,"GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003712,GO:0003713,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006325,GO:0006355,GO:0006357,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010452,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016278,GO:0016279,GO:0016569,GO:0016570,GO:0016571,GO:0016740,GO:0016741,GO:0018022,GO:0018023,GO:0018024,GO:0018026,GO:0018027,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032259,GO:0034968,GO:0036211,GO:0042054,GO:0042800,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046975,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0051568,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0140096,GO:0140110,GO:1901564,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141",ko:K19199,"ko00310,map00310","Rubis-subs-bind,SET",Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"actin-histidine N-methyltransferase-like | GO:0000228,GO:0000785,GO:0000790,GO:0003674,GO:0003712,GO:0003713,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005694,GO:0006325,GO:0006355,GO:0006357,GO:0006464,GO:0006479,GO:0006807,GO:0006996,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008213,GO:0008276,GO:0008757,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010452,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0016043,GO:0016278,GO:0016279,GO:0016569,GO:0016570,GO:0016571,GO:0016740,GO:0016741,GO:0018022,GO:0018023,GO:0018024,GO:0018026,GO:0018027,GO:0018193,GO:0018205,GO:0019219,GO:0019222,GO:0019538,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032259,GO:0034968,GO:0036211,GO:0042054,GO:0042800,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043412,GO:0043414,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044427,GO:0044428,GO:0044446,GO:0044454,GO:0044464,GO:0045893,GO:0045935,GO:0045944,GO:0046975,GO:0048518,GO:0048522,GO:0050789,GO:0050794,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0051568,GO:0060255,GO:0065007,GO:0070013,GO:0071704,GO:0071840,GO:0080090,GO:0140096,GO:0140110,GO:1901564,GO:1902680,GO:1903506,GO:1903508,GO:2000112,GO:2001141 | ko:K19199 | ko00310,map00310 | Rubis-subs-bind,SET | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325473,NW_026062282.1,67549,70348,68948.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325473,uncharacterized LOC126325473,protein_coding,Gene,uncharacterized LOC126325473,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325473 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325540,NW_026062282.1,73044,74994,74019,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325540,signal recognition particle receptor subunit alpha-like,protein_coding,Gene,signal recognition particle receptor subunit alpha-like,protein_coding,"GO:0000902,GO:0000904,GO:0002791,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0007275,GO:0007399,GO:0007409,GO:0008150,GO:0009653,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031984,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0032989,GO:0032990,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050708,GO:0050789,GO:0050794,GO:0051046,GO:0051049,GO:0051223,GO:0061564,GO:0065007,GO:0070201,GO:0071840,GO:0090087,GO:0097159,GO:0098827,GO:0120036,GO:0120039,GO:1901363,GO:1903530",ko:K13431,"ko03060,map03060","SRP-alpha_N,SRP54,SRP54_N",Diet contrasts among infected | Infected 33 vs 50 | Downregulated,"signal recognition particle receptor subunit alpha-like | GO:0000902,GO:0000904,GO:0002791,GO:0003674,GO:0003676,GO:0003723,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005783,GO:0005789,GO:0007275,GO:0007399,GO:0007409,GO:0008150,GO:0009653,GO:0009987,GO:0012505,GO:0016020,GO:0016043,GO:0022008,GO:0030030,GO:0030154,GO:0030182,GO:0031175,GO:0031984,GO:0032501,GO:0032502,GO:0032879,GO:0032880,GO:0032989,GO:0032990,GO:0042175,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044422,GO:0044424,GO:0044425,GO:0044432,GO:0044444,GO:0044446,GO:0044464,GO:0048468,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0050708,GO:0050789,GO:0050794,GO:0051046,GO:0051049,GO:0051223,GO:0061564,GO:0065007,GO:0070201,GO:0071840,GO:0090087,GO:0097159,GO:0098827,GO:0120036,GO:0120039,GO:1901363,GO:1903530 | ko:K13431 | ko03060,map03060 | SRP-alpha_N,SRP54,SRP54_N | Diet contrasts among infected | Infected 33 vs 50 | Downregulated",TRUE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325536,NW_026062282.1,75233,78746,76989.5,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325536,T-complex protein 1 subunit beta-like,protein_coding,Gene,T-complex protein 1 subunit beta-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,T-complex protein 1 subunit beta-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325537,NW_026062282.1,79942,87449,83695.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325537,uncharacterized LOC126325537,protein_coding,Gene,uncharacterized LOC126325537,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,uncharacterized LOC126325537 | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,Low-information RefSeq gene,Needs sequence-level taxonomy,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325517,NW_026062282.1,88851,92042,90446.5,-,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325517,DDB1- and CUL4-associated factor 13-like,protein_coding,Gene,DDB1- and CUL4-associated factor 13-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,DDB1- and CUL4-associated factor 13-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
Diet DEGs in infected,LOC126325474,NW_026062282.1,92348,96224,94286,+,1,292790,Unknown,genomic,Unplaced scaffold,Unknown,Unknown,genomic,7010,iqSchGreg1,genomic DNA,thorax and abdomen,292790,Gnomon,126325474,structural maintenance of chromosomes protein 2-like,protein_coding,Gene,structural maintenance of chromosomes protein 2-like,protein_coding,,,,,Diet contrasts among infected | Infected 33 vs 50 | Downregulated,structural maintenance of chromosomes protein 2-like | | | | | Diet contrasts among infected | Infected 33 vs 50 | Downregulated,FALSE,RefSeq annotated host-like,No annotation red flag,RefSeq S. gregaria unplaced genomic region
