gene_id	seqid	sequence_length	description	gene_biotype	mapping_support	n_contrasts	contrasts	min_padj	max_abs_log2FoldChange	competitive_host_retained_fraction	host_counts_not_retained
LOC126325491	NW_026062282.1	292790	uncharacterized LOC126325491	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0368136533370356	5.3732858731652655	1.0	0.0
LOC126325492	NW_026062282.1	292790	uncharacterized LOC126325492	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351986125474578	5.338500451615597	1.0	0.0
LOC126325493	NW_026062282.1	292790	ATP-dependent RNA helicase ddx24-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.037313574052592	5.370717506355143	1.0	0.0
LOC126325504	NW_026062282.1	292790	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.75217706790712	1.0	0.0
LOC126325505	NW_026062282.1	292790	uncharacterized LOC126325505	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0018497792018086	8.680713938671229	1.0	0.0
LOC126325510	NW_026062282.1	292790	uncharacterized LOC126325510	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0403537914111631	6.215712493881841	1.0	0.0
LOC126325515	NW_026062282.1	292790	uncharacterized LOC126325515	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	6.579614464116736	1.0	0.0
LOC126325517	NW_026062282.1	292790	DDB1- and CUL4-associated factor 13-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429096445544611	5.711594191052097	1.0	0.0
LOC126325519	NW_026062282.1	292790	protein pelota homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0284134621615519	6.700701567732721	1.0	0.0
LOC126325520	NW_026062282.1	292790	serine/arginine repetitive matrix protein 1-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0326878505963037	6.4830954219969374	1.0	0.0
LOC126325522	NW_026062282.1	292790	uncharacterized LOC126325522	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	5.8652113796642436	1.0	0.0
LOC126325525	NW_026062282.1	292790	vacuolar protein sorting-associated protein 51 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	5.841909706352852	1.0	0.0
LOC126325526	NW_026062282.1	292790	nucleolar protein 14-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0324859976656444	5.8478813003830155	1.0	0.0
LOC126325534	NW_026062282.1	292790	vacuolar protein sorting-associated protein 54-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0280100767479561	6.656198687616302	1.0	0.0
LOC126325536	NW_026062282.1	292790	T-complex protein 1 subunit beta-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0106355770349207	7.402300875571333	1.0	0.0
LOC126325541	NW_026062282.1	292790	phosphatidylethanolamine-binding protein homolog F40A3.3-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	3.7411512051008496e-22	22.031791754211557	1.0	0.0
LOC126325544	NW_026062282.1	292790	uncharacterized LOC126325544	lncRNA	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0133299515002569	7.649034404247071	1.0	0.0
LOC126325546	NW_026062282.1	292790	actin-histidine N-methyltransferase-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	5.922808149116768e-23	21.67982974271157	1.0	0.0
LOC126325548	NW_026062282.1	292790	uncharacterized LOC126325548	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0050802519569594	8.591718045828626	1.0	0.0
LOC126325800	NW_026062299.1	262043	uncharacterized LOC126325800	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0307067202373248	5.875807948750737	1.0	0.0
LOC126325801	NW_026062299.1	262043	histone RNA hairpin-binding protein-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.890653014246232e-18	21.847097634062173	1.0	0.0
LOC126325806	NW_026062299.1	262043	60S ribosomal protein L6-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	3.3788461282067076e-26	22.435996727964515	1.0	0.0
LOC126325810	NW_026062299.1	262043	uncharacterized LOC126325810	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0430624156070164	5.417544884068338	1.0	0.0
LOC126325813	NW_026062299.1	262043	ribonuclease H2 subunit B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.505921427825569	1.0	0.0
LOC126325817	NW_026062299.1	262043	condensin complex subunit 3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0386934694173212	6.0256992978056365	1.0	0.0
LOC126325822	NW_026062299.1	262043	uncharacterized LOC126325822	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.836500964615184	1.0	0.0
LOC126325825	NW_026062299.1	262043	uncharacterized LOC126325825	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0486785826614133	5.497585793242791	1.0	0.0
LOC126325827	NW_026062299.1	262043	uncharacterized LOC126325827	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0414609472499256	5.785858833560116	1.0	0.0
LOC126325828	NW_026062299.1	262043	epsin-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0401380936682709	5.359360934473333	1.0	0.0
LOC126325829	NW_026062299.1	262043	uncharacterized LOC126325829	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0334706608153057	5.6545858050069535	1.0	0.0
LOC126325835	NW_026062299.1	262043	quinone oxidoreductase PIG3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0479346653336872	5.98226963618661	1.0	0.0
LOC126325836	NW_026062299.1	262043	uncharacterized LOC126325836	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0438580948319292	5.882810479599456	1.0	0.0
LOC126325837	NW_026062299.1	262043	transcription initiation factor TFIID subunit 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0306678763712175	6.490037309075909	1.0	0.0
LOC126325840	NW_026062299.1	262043	uncharacterized LOC126325840	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0094084981146014	7.122092227934989	1.0	0.0
LOC126325846	NW_026062299.1	262043	protein Red-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	6.447020472632822	1.0	0.0
LOC126325847	NW_026062299.1	262043	uncharacterized LOC126325847	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.8218094161762302e-24	22.170856667502584	1.0	0.0
LOC126325855	NW_026062299.1	262043	uncharacterized LOC126325855	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.4015099237734968e-23	21.945123395144293	1.0	0.0
LOC126325860	NW_026062299.1	262043	uncharacterized LOC126325860	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0420097118865425	5.522434977565418	1.0	0.0
LOC126325861	NW_026062299.1	262043	homeobox protein 3-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.4386731734979587e-27	23.030202641312066	1.0	0.0
LOC126325870	NW_026062299.1	262043	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0444874267109956	6.6711573632768	1.0	0.0
LOC126325873	NW_026062299.1	262043	transcription initiation factor TFIID subunit 1-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	8.98925068377479e-22	21.905353044069276	1.0	0.0
LOC126325880	NW_026062299.1	262043	GPALPP motifs-containing protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0453327570438599	5.455054375477003	1.0	0.0
LOC126325882	NW_026062299.1	262043	uncharacterized LOC126325882	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.036403213329669	6.541734465055844	1.0	0.0
LOC126325904	NW_026062302.1	191019	mitochondrial proton/calcium exchanger protein-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0170471316022476	7.532748161998887	1.0	0.0
LOC126325907	NW_026062302.1	191019	ras guanine nucleotide exchange factor A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0389216610784076	5.4956081245905715	1.0	0.0
LOC126325909	NW_026062302.1	191019	serine/arginine repetitive matrix protein 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	5.779766985530637	1.0	0.0
LOC126325910	NW_026062302.1	191019	uncharacterized LOC126325910	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351788838301088	5.550802413274735	1.0	0.0
LOC126325914	NW_026062302.1	191019	phenylalanine--tRNA ligase beta subunit-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.034723943745276	6.11229386442722	1.0	0.0
LOC126325915	NW_026062302.1	191019	anaphase-promoting complex subunit cdc20-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0274450677868388	6.5739805480172055	1.0	0.0
LOC126325920	NW_026062302.1	191019	CYFIP-related Rac1 interactor homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0368136533370356	5.272840109963809	1.0	0.0
LOC126325922	NW_026062302.1	191019	proteasome subunit alpha type-5-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445935454522398	6.0022032971673625	1.0	0.0
LOC126325929	NW_026062302.1	191019	uncharacterized LOC126325929	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0353486983945421	6.190292738995359	1.0	0.0
LOC126325939	NW_026062302.1	191019	uncharacterized LOC126325939	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0170471316022476	7.513449991726305	1.0	0.0
LOC126325943	NW_026062302.1	191019	pre-mRNA-splicing factor syf1 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	6.084888203000997	1.0	0.0
LOC126325946	NW_026062302.1	191019	serine/threonine-protein kinase STK11-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0485065102272896	5.394669513703407	1.0	0.0
LOC126325947	NW_026062302.1	191019	uncharacterized LOC126325947	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	6.348381604511503	1.0	0.0
LOC126325948	NW_026062302.1	191019	60S ribosomal export protein NMD3-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0484046129518993	5.401466266866654	1.0	0.0
LOC126325953	NW_026062302.1	191019	sphingolipid delta(4)-desaturase DES1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0325845808569807	6.331960626721936	1.0	0.0
LOC126325954	NW_026062302.1	191019	uncharacterized LOC126325954	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0095532778703645	7.759391164305201	1.0	0.0
LOC126326029	NW_026062315.1	206002	uncharacterized LOC126326029	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0474356982966821	5.243782199154506	1.0	0.0
LOC126326032	NW_026062315.1	206002	sister chromatid cohesion protein PDS5 homolog A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0344674484103032	5.811362453008855	1.0	0.0
LOC126326034	NW_026062315.1	206002	uncharacterized LOC126326034	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.040944158965449	5.418554476274434	1.0	0.0
LOC126326044	NW_026062315.1	206002	uncharacterized LOC126326044	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429052457793034	5.773164320087033	1.0	0.0
LOC126326045	NW_026062315.1	206002	protein SEY1 homolog	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0215593980116681	6.777179089918154	1.0	0.0
LOC126326050	NW_026062315.1	206002	uncharacterized LOC126326050	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0339546106696041	6.016378021197137	1.0	0.0
LOC126326052	NW_026062315.1	206002	ATP-dependent (S)-NAD(P)H-hydrate dehydratase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0349259161162311	6.28674933676657	1.0	0.0
LOC126326053	NW_026062315.1	206002	uncharacterized LOC126326053	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0349770964497535	5.989855999333015	1.0	0.0
LOC126326057	NW_026062315.1	206002	40S ribosomal protein S4-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0046597700559326	7.908432386263162	1.0	0.0
LOC126326060	NW_026062315.1	206002	uncharacterized LOC126326060	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0390194780945143	5.230320280817296	1.0	0.0
LOC126326061	NW_026062315.1	206002	uncharacterized LOC126326061	lncRNA	Significant in both mappings	1	infected_diet33_vs50	0.0399939541563011	5.805025712891993	1.0	0.0
LOC126326063	NW_026062315.1	206002	glutamate dehydrogenase 2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.557391023607105	1.0	0.0
LOC126326071	NW_026062315.1	206002	uncharacterized LOC126326071	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0358262935808696	5.1282485461851985	1.0000246014564065	-1.0
LOC126326073	NW_026062315.1	206002	protein lin-28-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	5.656397289717994e-22	23.037625835560757	1.0	0.0
LOC126326077	NW_026062315.1	206002	large subunit GTPase 1 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0415799488984808	5.807483242559137	1.0	0.0
LOC126326080	NW_026062315.1	206002	uncharacterized LOC126326080	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.090813396543991e-21	23.452623549531495	1.0	0.0
LOC126326116	NW_026062325.1	42430	translation initiation factor eIF-2B subunit delta-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0305144922116161	6.429382487731979	1.0	0.0
LOC126326118	NW_026062325.1	42430	nicotinate phosphoribosyltransferase-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.466273867672877	1.0	0.0
LOC126326119	NW_026062325.1	42430	uncharacterized LOC126326119	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0326878505963037	5.9029414286529605	1.0	0.0
LOC126326120	NW_026062325.1	42430	uncharacterized LOC126326120	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0443073273629268	5.720085558365158	1.0	0.0
LOC126326123	NW_026062325.1	42430	uncharacterized LOC126326123	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351986125474578	6.127040690502474	1.0	0.0
LOC126326124	NW_026062325.1	42430	1,4-alpha-glucan-branching enzyme-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0370448298176062	5.813460322617046	1.0	0.0
LOC126326198	NW_026062331.1	134788	titin homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0499793662930493	5.308947370046371	1.0	0.0
LOC126326200	NW_026062331.1	134788	ataxin-2 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0386598925724029	6.156004256680635	1.0	0.0
LOC126326201	NW_026062331.1	134788	GPI ethanolamine phosphate transferase 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0438300856812304	5.656607007656571	1.0	0.0
LOC126326206	NW_026062331.1	134788	uncharacterized LOC126326206	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0120539850529127	7.128213420548334	1.0	0.0
LOC126326207	NW_026062331.1	134788	adenylate kinase-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0291605982804589	6.406835245809352	1.0	0.0
LOC126326210	NW_026062331.1	134788	uncharacterized LOC126326210	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0400249925805896	6.299886800868221	1.0	0.0
LOC126326212	NW_026062331.1	134788	uncharacterized LOC126326212	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0479647856969422	5.42240285384143	1.0	0.0
LOC126326218	NW_026062331.1	134788	calcium-binding protein 39-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.031421479980354	6.434573917063985	1.0	0.0
LOC126326220	NW_026062331.1	134788	poly(A) polymerase type 3-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0307957396784762	7.07412177988377	1.0	0.0
LOC126326243	NW_026062332.1	46418	66 kDa stress protein-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0465939656186169	5.511749339463563	1.0	0.0
LOC126326244	NW_026062332.1	46418	GTP-binding nuclear protein Ran-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0326878505963037	7.075187246563418	1.0	0.0
LOC126326505	NW_026062344.1	391542	kinesin-related protein 12-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.484447454696351	1.0	0.0
LOC126326506	NW_026062344.1	391542	uncharacterized LOC126326506	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	3.3754021691219624e-26	22.75430354338917	1.0	0.0
LOC126326507	NW_026062344.1	391542	uncharacterized LOC126326507	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0496607406165008	5.020802631834604	1.0	0.0
LOC126326508	NW_026062344.1	391542	uncharacterized LOC126326508	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0320284294124798	6.056598105481486	1.0	0.0
LOC126326509	NW_026062344.1	391542	uncharacterized LOC126326509	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0321202567591405	6.457099801568649	1.0	0.0
LOC126326511	NW_026062344.1	391542	protein arginine N-methyltransferase 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0333084731359573	5.450444663714888	1.0	0.0
LOC126326513	NW_026062344.1	391542	crt homolog 1-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0186970643966862	7.581349094488074	1.0013774104683195	-1.0
LOC126326518	NW_026062344.1	391542	alkyldihydroxyacetonephosphate synthase-like	protein_coding	Significant in both mappings	3	infected_diet33_vs50;infection_average_all_diets;infection_diet33	0.0028375809160332	7.937192835499371	1.0	0.0
LOC126326519	NW_026062344.1	391542	uncharacterized LOC126326519	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0318396536873734	6.005822832649412	1.0	0.0
LOC126326520	NW_026062344.1	391542	exportin-1-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0095532778703645	7.9677504389993805	1.0	0.0
LOC126326522	NW_026062344.1	391542	uncharacterized LOC126326522	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.360655824140675	1.0	0.0
LOC126326523	NW_026062344.1	391542	uncharacterized LOC126326523	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0399939541563011	5.982208126597761	1.0	0.0
LOC126326524	NW_026062344.1	391542	U4/U6 small nuclear ribonucleoprotein Prp4-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0457345536887499	5.60321913961792	1.0	0.0
LOC126326530	NW_026062344.1	391542	ras-related C3 botulinum toxin substrate 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0353795471488059	6.461967504365103	1.0	0.0
LOC126326531	NW_026062344.1	391542	ras-like protein rasD	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0445534431079047	5.617730608089333	1.0	0.0
LOC126326534	NW_026062344.1	391542	uncharacterized LOC126326534	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	2.7955506450800467e-19	23.0992856004087	1.0	0.0
LOC126326535	NW_026062344.1	391542	histone deacetylase B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449942085090109	6.11747603886457	1.0	0.0
LOC126326537	NW_026062344.1	391542	WD repeat-containing protein 3-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0351986125474578	5.955954776860869	1.0	0.0
LOC126326546	NW_026062344.1	391542	ribosome quality control complex subunit NEMF-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0307217240803232	6.446729536744324	1.0	0.0
LOC126326547	NW_026062344.1	391542	dual specificity protein kinase shkC-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.041441031079122	6.308379843089157	1.0	0.0
LOC126326551	NW_026062344.1	391542	uncharacterized LOC126326551	lncRNA	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0298729129428805	6.847986411984861	1.0	0.0
LOC126326552	NW_026062344.1	391542	proteasome subunit alpha type-3-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	1.768864571117344e-20	21.626038245525823	1.0	0.0
LOC126326553	NW_026062344.1	391542	GTP-binding protein Rheb homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0314842647526097	7.216167060960492	1.0	0.0
LOC126326555	NW_026062344.1	391542	uncharacterized LOC126326555	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0492901416040655	5.499551003071335	1.0	0.0
LOC126326566	NW_026062344.1	391542	uncharacterized LOC126326566	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0137381973764679	7.716927664268488	1.0	0.0
LOC126326568	NW_026062344.1	391542	uncharacterized LOC126326568	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0464792464294665	5.995963533338187	1.0	0.0
LOC126326570	NW_026062344.1	391542	TBC1 domain family member 8B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0279982338777855	6.875334452515413	1.0	0.0
LOC126326571	NW_026062344.1	391542	FK506-binding protein 5-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0319954514525205	7.04954781129495	1.0	0.0
LOC126326581	NW_026062344.1	391542	uncharacterized LOC126326581	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.049584537317115	4.997008826425715	1.0	0.0
LOC126326584	NW_026062344.1	391542	uncharacterized LOC126326584	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0479647856969422	5.95357483804589	1.0	0.0
LOC126326585	NW_026062344.1	391542	uncharacterized LOC126326585	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0464792464294665	5.0011647853707295	1.0	0.0
LOC126326587	NW_026062344.1	391542	serine/threonine-protein kinase MARK2-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0382255081061102	5.751987519988366	1.0	0.0
LOC126326588	NW_026062344.1	391542	probable arginine--tRNA ligase, cytoplasmic	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0201425484917348	7.6380636790612915	1.0	0.0
LOC126326590	NW_026062344.1	391542	uncharacterized LOC126326590	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0449035785767953	6.042416350389682	1.0	0.0
LOC126326591	NW_026062344.1	391542	uncharacterized LOC126326591	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0429096445544611	5.81939374234407	1.0	0.0
LOC126326594	NW_026062344.1	391542	exportin-T-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0422604710187247	5.527738942217031	1.0	0.0
LOC126326595	NW_026062344.1	391542	uncharacterized LOC126326595	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0380339136452078	5.6258983077787175	1.0	0.0
LOC126326596	NW_026062344.1	391542	uncharacterized LOC126326596	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0482026128472913	5.952557770942123	1.0	0.0
LOC126326598	NW_026062344.1	391542	elongation factor G-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0493115827726349	5.113249037572051	1.0	0.0
LOC126326599	NW_026062344.1	391542	uncharacterized LOC126326599	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0232415173185012	6.7446785738654835	1.0	0.0
LOC126327187	NW_026062374.1	156446	leucine-zipper-like transcriptional regulator 1	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0393417487062535	5.936343391280142	1.0	0.0
LOC126327188	NW_026062374.1	156446	GPI mannosyltransferase 2-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0086233631759494	7.63930933683836	1.0	0.0
LOC126327192	NW_026062374.1	156446	integrator complex subunit 6-like	protein_coding	Significant in both mappings	2	infected_diet33_vs50;infection_diet33	0.0109129985706351	7.492631201728464	1.0	0.0
LOC126327194	NW_026062374.1	156446	ATP-dependent RNA helicase dhx8-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0268778720515373	6.3354009378411735	1.0	0.0
LOC126327195	NW_026062374.1	156446	FAS-associated factor 2-B-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0351431772545874	5.987786380521316	1.0	0.0
LOC126327201	NW_026062374.1	156446	DENN domain-containing protein 2A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0323355913244933	6.59187717046459	1.0	0.0
LOC126327202	NW_026062374.1	156446	serine/threonine-protein kinase 4 homolog A-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0320836396263404	5.941749752359915	1.0008496176720476	-1.0
LOC126327209	NW_026062374.1	156446	cyclin-dependent kinase 5 homolog	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0413845037058324	5.518378896516734	1.0	0.0
LOC126328044	NW_026062425.1	82666	ras guanine nucleotide exchange factor F-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0321202567591405	5.998858969209153	1.0	0.0
LOC126328045	NW_026062425.1	82666	MORN repeat-containing protein 1-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0275088540800155	6.097925038565446	1.0	0.0
LOC126328047	NW_026062425.1	82666	uncharacterized LOC126328047	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0334551510057822	6.064802992359234	1.0	0.0
LOC126328048	NW_026062425.1	82666	uncharacterized LOC126328048	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0356762860154557	5.89057859884447	1.0	0.0
LOC126328050	NW_026062425.1	82666	uncharacterized LOC126328050	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0342210450333798	5.6797220469094105	1.0	0.0
LOC126328051	NW_026062425.1	82666	WD40 repeat-containing protein SMU1-like	protein_coding	Significant in both mappings	6	infected_diet33_vs50;infected_diet83_vs33;infection_average_all_diets;infection_diet33;interaction_diet33_vs50;interaction_diet83_vs33	6.113617693715738e-26	22.97509946836114	1.0	0.0
LOC126328054	NW_026062425.1	82666	glutamate--cysteine ligase catalytic subunit-like	protein_coding	Significant in both mappings	1	infected_diet33_vs50	0.0414609472499256	5.374654264558811	1.0	0.0
