Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124544934	40S ribosomal protein S3a	P GO:0006412 translation
LOC124544863	nicastrin	C GO:0005886 plasma membrane
LOC124544863	nicastrin	P GO:0016485 protein processing
LOC124545255	putative fatty acyl-CoA reductase CG8306	C GO:0016020 membrane
LOC124545255	putative fatty acyl-CoA reductase CG8306	F GO:0080019 alcohol-forming very long-chain fatty acyl-CoA reductase activity
LOC124545255	putative fatty acyl-CoA reductase CG8306	F GO:0102965 alcohol-forming long-chain fatty acyl-CoA reductase activity
LOC124545255	putative fatty acyl-CoA reductase CG8306	P GO:1901568 fatty acid derivative metabolic process
LOC124544839	F-box/LRR-repeat protein 7-like isoform X1	F GO:0005515 protein binding
LOC124544975	PI-PLC X domain-containing protein 1-like	F GO:0008081 phosphoric diester hydrolase activity
LOC124544975	PI-PLC X domain-containing protein 1-like	P GO:0006629 lipid metabolic process
LOC124544633	dual specificity protein phosphatase 14-like	P GO:0006470 protein dephosphorylation
LOC124545395	ankyrin repeat domain-containing protein 2-like	F GO:0005515 protein binding
LOC124544950	ice-structuring glycoprotein-like	F GO:0005515 protein binding
LOC124545425	tau-tubulin kinase homolog Asator isoform X4	F GO:0004672 protein kinase activity
LOC124545425	tau-tubulin kinase homolog Asator isoform X4	F GO:0005524 ATP binding
LOC124545425	tau-tubulin kinase homolog Asator isoform X4	P GO:0006468 protein phosphorylation
LOC124544968	alanine--tRNA ligase, mitochondrial isoform X1	F GO:0003676 nucleic acid binding
LOC124544968	alanine--tRNA ligase, mitochondrial isoform X1	F GO:0005524 ATP binding
LOC124544968	alanine--tRNA ligase, mitochondrial isoform X1	F GO:0004813 alanine-tRNA ligase activity
LOC124544968	alanine--tRNA ligase, mitochondrial isoform X1	C GO:0005737 cytoplasm
LOC124544968	alanine--tRNA ligase, mitochondrial isoform X1	P GO:0006419 alanyl-tRNA aminoacylation
LOC124625793	ubiquitin-fold modifier-conjugating enzyme 1 isoform X1	F GO:0061657 UFM1 conjugating enzyme activity
LOC124625793	ubiquitin-fold modifier-conjugating enzyme 1 isoform X1	P GO:0071569 protein ufmylation
LOC124625791	autophagy-related protein 101-like	P GO:0006914 autophagy
LOC124545195	UDP-glycosyltransferase UGT5-like	F GO:0008194 UDP-glycosyltransferase activity
LOC124545118	uncharacterized protein LOC124545118	F GO:0003700 DNA-binding transcription factor activity
LOC124544957	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase	F GO:0015016 [heparan sulfate]-glucosamine N-sulfotransferase activity
LOC124544957	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase	F GO:0016787 hydrolase activity
LOC124545254	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A-like	F GO:0005515 protein binding
LOC124545170	ankyrin repeat, PH and SEC7 domain containing protein secG-like	F GO:0005515 protein binding
LOC124545311	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124544958	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124545313	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124544961	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124545314	ankyrin repeat domain-containing protein 17-like	F GO:0005515 protein binding
LOC124544965	ankyrin repeat domain-containing protein 23-like	F GO:0005515 protein binding
LOC124544966	CARD- and ANK-domain containing inflammasome adapter protein-like	F GO:0005515 protein binding
LOC124545312	ankyrin repeat domain-containing protein 17-like	F GO:0005515 protein binding
LOC124545221	hypothetical protein ANN_00367, partial	C GO:0016020 membrane
LOC124545221	hypothetical protein ANN_00367, partial	F GO:0022857 transmembrane transporter activity
LOC124545221	hypothetical protein ANN_00367, partial	P GO:0055085 transmembrane transport
LOC124544753	ceramide phosphoethanolamine synthase-like	C GO:0016020 membrane
LOC124544753	ceramide phosphoethanolamine synthase-like	F GO:0016780 phosphotransferase activity, for other substituted phosphate groups
LOC124544753	ceramide phosphoethanolamine synthase-like	P GO:0006665 sphingolipid metabolic process
LOC124544947	carbohydrate sulfotransferase 8-like	C GO:0016020 membrane
LOC124544947	carbohydrate sulfotransferase 8-like	F GO:0008146 sulfotransferase activity
LOC124545115	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5	P GO:0022904 respiratory electron transport chain
LOC124545011	uncharacterized protein LOC124545011	C GO:0005747 obsolete mitochondrial respiratory chain complex I
LOC124545011	uncharacterized protein LOC124545011	P GO:0006120 mitochondrial electron transport, NADH to ubiquinone
LOC124544969	serine/threonine-protein kinase SIK3-like	F GO:0004672 protein kinase activity
LOC124544969	serine/threonine-protein kinase SIK3-like	F GO:0005524 ATP binding
LOC124544969	serine/threonine-protein kinase SIK3-like	P GO:0006468 protein phosphorylation
LOC124544822	lysine-specific demethylase 5A	F GO:0003677 DNA binding
LOC124544823	bleomycin hydrolase isoform X1	F GO:0070005 cysteine-type aminopeptidase activity
LOC124544823	bleomycin hydrolase isoform X1	P GO:0006508 proteolysis
LOC124544974	protein regulator of cytokinesis 1-like	C GO:0016020 membrane
LOC124544974	protein regulator of cytokinesis 1-like	F GO:0009055 electron transfer activity
LOC124544974	protein regulator of cytokinesis 1-like	F GO:0016491 oxidoreductase activity
LOC124544976	coagulation factor X	F GO:0004252 serine-type endopeptidase activity
LOC124544976	coagulation factor X	P GO:0006508 proteolysis
LOC124544918	anaphase-promoting complex subunit 7	F GO:0005515 protein binding
LOC124544979	GAS2-like protein pickled eggs	F GO:0008017 microtubule binding
LOC124545063	ubiquitin carboxyl-terminal hydrolase 32	F GO:0004843 cysteine-type deubiquitinase activity
LOC124545063	ubiquitin carboxyl-terminal hydrolase 32	F GO:0005509 calcium ion binding
LOC124545063	ubiquitin carboxyl-terminal hydrolase 32	P GO:0016579 protein deubiquitination
LOC124545108	ribosomal protein 63, mitochondrial	C GO:0005761 mitochondrial ribosome
LOC124545290	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC124545290	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC124545290	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124545290	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC124545511	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC124545511	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC124545511	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124545511	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC124545513	cytochrome P450 6k1-like	F GO:0004497 monooxygenase activity
LOC124545513	cytochrome P450 6k1-like	F GO:0005506 iron ion binding
LOC124545513	cytochrome P450 6k1-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124545513	cytochrome P450 6k1-like	F GO:0020037 heme binding
LOC124544800	scavenger receptor class B member 1-like	C GO:0016020 membrane
LOC124544758	mitochondrial import receptor subunit TOM40 homolog 1-like	P GO:0030150 protein import into mitochondrial matrix
LOC124544758	mitochondrial import receptor subunit TOM40 homolog 1-like	F GO:0008320 protein transmembrane transporter activity
LOC124544758	mitochondrial import receptor subunit TOM40 homolog 1-like	C GO:0005741 mitochondrial outer membrane
LOC124545448	LOW QUALITY PROTEIN: protein son of sevenless-like	C GO:0000786 nucleosome
LOC124545448	LOW QUALITY PROTEIN: protein son of sevenless-like	F GO:0003677 DNA binding
LOC124545448	LOW QUALITY PROTEIN: protein son of sevenless-like	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124545448	LOW QUALITY PROTEIN: protein son of sevenless-like	F GO:0030527 structural constituent of chromatin
LOC124545448	LOW QUALITY PROTEIN: protein son of sevenless-like	F GO:0046982 protein heterodimerization activity
LOC124545448	LOW QUALITY PROTEIN: protein son of sevenless-like	P GO:0007264 small GTPase-mediated signal transduction
LOC124544931	ribosomal RNA small subunit methyltransferase NEP1 isoform X1	F GO:0070037 rRNA (pseudouridine) methyltransferase activity
LOC124544931	ribosomal RNA small subunit methyltransferase NEP1 isoform X1	P GO:0070475 rRNA base methylation
LOC124544884	microspherule protein 1 isoform X3	F GO:0005515 protein binding
LOC124545518	LIM/homeobox protein Lhx1	F GO:0003677 DNA binding
LOC124545518	LIM/homeobox protein Lhx1	F GO:0008270 zinc ion binding
LOC124545519	T-box transcription factor TBX18-like	C GO:0005634 nucleus
LOC124545519	T-box transcription factor TBX18-like	F GO:0003700 DNA-binding transcription factor activity
LOC124545519	T-box transcription factor TBX18-like	P GO:0045893 positive regulation of DNA-templated transcription
LOC124544980	ubiquitin fusion degradation protein 1 homolog isoform X2	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC124544738	elongation of very long chain fatty acids protein 6	C GO:0016020 membrane
LOC124544738	elongation of very long chain fatty acids protein 6	F GO:0009922 fatty acid elongase activity
LOC124544739	fas-associated death domain protein	F GO:0005515 protein binding
LOC124544739	fas-associated death domain protein	P GO:0007165 signal transduction
LOC124545155	eukaryotic translation initiation factor 4E-like	F GO:0003723 RNA binding
LOC124545155	eukaryotic translation initiation factor 4E-like	F GO:0003743 translation initiation factor activity
LOC124545155	eukaryotic translation initiation factor 4E-like	P GO:0006413 translational initiation
LOC124545521	endoplasmin-like	F GO:0005524 ATP binding
LOC124545521	endoplasmin-like	F GO:0016887 ATP hydrolysis activity
LOC124545521	endoplasmin-like	F GO:0051082 unfolded protein binding
LOC124545521	endoplasmin-like	F GO:0140662 ATP-dependent protein folding chaperone
LOC124545521	endoplasmin-like	P GO:0006457 protein folding
LOC124545035	proliferating cell nuclear antigen	F GO:0003677 DNA binding
LOC124545035	proliferating cell nuclear antigen	F GO:0030337 DNA polymerase processivity factor activity
LOC124545035	proliferating cell nuclear antigen	P GO:0006275 regulation of DNA replication
LOC124545034	zinc finger and BTB domain-containing protein 17-like isoform X1	F GO:0005515 protein binding
LOC124545522	uncharacterized protein LOC124545522	F GO:0004623 phospholipase A2 activity
LOC124545522	uncharacterized protein LOC124545522	P GO:0006644 phospholipid metabolic process
LOC124545522	uncharacterized protein LOC124545522	P GO:0050482 arachidonate secretion
LOC124545526	uncharacterized protein LOC124545526	F GO:0005515 protein binding
LOC124545479	sorting and assembly machinery component 50 homolog B	C GO:0019867 outer membrane
LOC124545480	B-cell lymphoma 3 protein-like	F GO:0005515 protein binding
LOC124545427	ruvB-like 2	F GO:0005524 ATP binding
LOC124544681	copper-transporting ATPase 1 isoform X1	F GO:0046872 metal ion binding
LOC124545529	diacylglycerol lipase-alpha	P GO:0006629 lipid metabolic process
LOC124625795	phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform X1	C GO:0005964 phosphorylase kinase complex
LOC124625795	phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform X1	F GO:0004689 phosphorylase kinase activity
LOC124625795	phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform X1	F GO:0005516 calmodulin binding
LOC124625795	phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform X1	F GO:0005524 ATP binding
LOC124625795	phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform X1	P GO:0005978 glycogen biosynthetic process
LOC124625795	phosphorylase b kinase gamma catalytic chain, liver/testis isoform isoform X1	P GO:0006468 protein phosphorylation
LOC124545014	max-binding protein MNT-like	F GO:0046983 protein dimerization activity
LOC124545275	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	P GO:0032981 mitochondrial respiratory chain complex I assembly
LOC124545531	cortactin-binding protein 2-like	F GO:0005515 protein binding
LOC124544626	unnamed protein product	F GO:0004373 alpha-1,4-glucan glucosyltransferase (UDP-glucose donor) activity
LOC124544626	unnamed protein product	P GO:0005978 glycogen biosynthetic process
LOC124545381	lysocardiolipin acyltransferase 1-like	F GO:0016746 acyltransferase activity
LOC124544811	regulator of microtubule dynamics protein 3-like	F GO:0005515 protein binding
LOC124545532	popeye domain-containing protein 3-like	C GO:0016020 membrane
LOC124545533	blood vessel epicardial substance-like	C GO:0016020 membrane
LOC124545557	uncharacterized protein LOC124545557	F GO:0003676 nucleic acid binding
LOC124545557	uncharacterized protein LOC124545557	F GO:0008270 zinc ion binding
LOC124545561	uncharacterized protein LOC124545561	F GO:0003676 nucleic acid binding
LOC124545561	uncharacterized protein LOC124545561	F GO:0008270 zinc ion binding
LOC124545571	MFS-type transporter clz9-like	F GO:0003676 nucleic acid binding
LOC124545575	uncharacterized protein LOC124545575	F GO:0003676 nucleic acid binding
LOC124545575	uncharacterized protein LOC124545575	F GO:0008270 zinc ion binding
LOC124545579	thyrotropin-releasing hormone-degrading ectoenzyme-like	F GO:0008237 metallopeptidase activity
LOC124545579	thyrotropin-releasing hormone-degrading ectoenzyme-like	F GO:0008270 zinc ion binding
LOC124545581	MFS-type transporter clz9-like	F GO:0003676 nucleic acid binding
LOC124545588	sialin-like	F GO:0022857 transmembrane transporter activity
LOC124545588	sialin-like	P GO:0055085 transmembrane transport
LOC124545317	cell division control protein 45 homolog	P GO:0006270 DNA replication initiation
LOC124544655	cholesterol transporter ABCA5-like	C GO:0016020 membrane
LOC124544655	cholesterol transporter ABCA5-like	F GO:0005524 ATP binding
LOC124544655	cholesterol transporter ABCA5-like	F GO:0016887 ATP hydrolysis activity
LOC124544655	cholesterol transporter ABCA5-like	F GO:0140359 ABC-type transporter activity
LOC124545054	solute carrier family 15 member 4-like	C GO:0016020 membrane
LOC124545054	solute carrier family 15 member 4-like	F GO:0022857 transmembrane transporter activity
LOC124545054	solute carrier family 15 member 4-like	P GO:0055085 transmembrane transport
LOC124545340	probable ATP-dependent RNA helicase DDX52	F GO:0003676 nucleic acid binding
LOC124545340	probable ATP-dependent RNA helicase DDX52	F GO:0003724 RNA helicase activity
LOC124545340	probable ATP-dependent RNA helicase DDX52	F GO:0005524 ATP binding
LOC124545340	probable ATP-dependent RNA helicase DDX52	P GO:0030490 maturation of SSU-rRNA
LOC124545999	serine/threonine-protein kinase Tao isoform X2	C GO:0016020 membrane
LOC124545999	serine/threonine-protein kinase Tao isoform X2	F GO:0004672 protein kinase activity
LOC124545999	serine/threonine-protein kinase Tao isoform X2	F GO:0005524 ATP binding
LOC124545596	tetratricopeptide repeat protein 28	F GO:0005515 protein binding
LOC124545262	peptidyl-tRNA hydrolase 2, mitochondrial-like isoform X1	F GO:0004045 aminoacyl-tRNA hydrolase activity
LOC124544668	putative fatty acyl-CoA reductase CG5065	C GO:0016020 membrane
LOC124544668	putative fatty acyl-CoA reductase CG5065	F GO:0080019 alcohol-forming very long-chain fatty acyl-CoA reductase activity
LOC124544668	putative fatty acyl-CoA reductase CG5065	P GO:1901568 fatty acid derivative metabolic process
LOC124545143	uncharacterized protein LOC124545143	F GO:0003677 DNA binding
LOC124545598	transient receptor potential channel pyrexia-like	C GO:0016020 membrane
LOC124545598	transient receptor potential channel pyrexia-like	F GO:0005216 monoatomic ion channel activity
LOC124545598	transient receptor potential channel pyrexia-like	F GO:0005515 protein binding
LOC124545598	transient receptor potential channel pyrexia-like	P GO:0006811 monoatomic ion transport
LOC124545598	transient receptor potential channel pyrexia-like	P GO:0055085 transmembrane transport
LOC124625799	histone-lysine N-methyltransferase 2D-like isoform X1	F GO:0008234 cysteine-type peptidase activity
LOC124625799	histone-lysine N-methyltransferase 2D-like isoform X1	P GO:0006508 proteolysis
LOC124544763	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1	F GO:0070569 uridylyltransferase activity
LOC124545601	transmembrane protease serine 9-like	F GO:0004252 serine-type endopeptidase activity
LOC124545601	transmembrane protease serine 9-like	P GO:0006508 proteolysis
LOC124545602	unconventional myosin-XVIIIa	C GO:0016459 myosin complex
LOC124545602	unconventional myosin-XVIIIa	F GO:0003774 cytoskeletal motor activity
LOC124545602	unconventional myosin-XVIIIa	F GO:0005515 protein binding
LOC124545602	unconventional myosin-XVIIIa	F GO:0005524 ATP binding
LOC124544832	fatty acid-binding protein, muscle-like isoform X2	F GO:0008289 lipid binding
LOC124545066	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124544982	probable fatty acid-binding protein isoform X2	F GO:0008289 lipid binding
LOC124545197	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545198	fatty acid-binding protein-like	F GO:0008289 lipid binding
LOC124545507	fatty acid-binding protein-like	F GO:0008289 lipid binding
LOC124545029	fatty acid-binding protein, muscle	F GO:0008289 lipid binding
LOC124545387	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545449	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545603	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545604	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545605	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545607	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124625816	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124625803	fatty acid-binding protein, muscle-like	F GO:0008289 lipid binding
LOC124545609	hypodermin-B-like	F GO:0004252 serine-type endopeptidase activity
LOC124545609	hypodermin-B-like	P GO:0006508 proteolysis
LOC124545349	fatty acid-binding protein, brain-like	F GO:0008289 lipid binding
LOC124545473	fatty acid-binding protein, adipocyte-like	F GO:0008289 lipid binding
LOC124544699	squamous cell carcinoma antigen recognized by T-cells 3	F GO:0003723 RNA binding
LOC124544699	squamous cell carcinoma antigen recognized by T-cells 3	F GO:0005515 protein binding
LOC124625817	N-alpha-acetyltransferase 25, NatB auxiliary subunit	F GO:0005515 protein binding
LOC124545289	PHD finger protein 12	F GO:0005515 protein binding
LOC124544610	ras-related protein Rab-35	F GO:0003924 GTPase activity
LOC124544610	ras-related protein Rab-35	F GO:0005525 GTP binding
LOC124544609	protein ABHD11-like	F GO:0003824 catalytic activity
LOC124544829	glycylpeptide N-tetradecanoyltransferase 2-like	F GO:0004379 glycylpeptide N-tetradecanoyltransferase activity
LOC124544829	glycylpeptide N-tetradecanoyltransferase 2-like	P GO:0006499 N-terminal protein myristoylation
LOC124625800	scavenger receptor class B member 1 isoform X3	C GO:0016020 membrane
LOC124544635	xanthine dehydrogenase-like	F GO:0071949 FAD binding
LOC124544635	xanthine dehydrogenase-like	F GO:0005506 iron ion binding
LOC124544635	xanthine dehydrogenase-like	F GO:0016491 oxidoreductase activity
LOC124544635	xanthine dehydrogenase-like	F GO:0051536 iron-sulfur cluster binding
LOC124544746	rab-like protein 2A	F GO:0003924 GTPase activity
LOC124544746	rab-like protein 2A	F GO:0005525 GTP binding
LOC124545141	xanthine dehydrogenase 1-like	F GO:0071949 FAD binding
LOC124545141	xanthine dehydrogenase 1-like	F GO:0005506 iron ion binding
LOC124545141	xanthine dehydrogenase 1-like	F GO:0016491 oxidoreductase activity
LOC124545141	xanthine dehydrogenase 1-like	F GO:0051536 iron-sulfur cluster binding
LOC124544742	indole-3-acetaldehyde oxidase-like	F GO:0071949 FAD binding
LOC124544742	indole-3-acetaldehyde oxidase-like	F GO:0005506 iron ion binding
LOC124544742	indole-3-acetaldehyde oxidase-like	F GO:0016491 oxidoreductase activity
LOC124544742	indole-3-acetaldehyde oxidase-like	F GO:0051536 iron-sulfur cluster binding
LOC124545278	cell cycle checkpoint control protein RAD9A	C GO:0030896 checkpoint clamp complex
LOC124545278	cell cycle checkpoint control protein RAD9A	P GO:0000077 DNA damage checkpoint signaling
LOC124544807	calcium/calmodulin-dependent protein kinase kinase 1-like isoform X3	F GO:0004672 protein kinase activity
LOC124544807	calcium/calmodulin-dependent protein kinase kinase 1-like isoform X3	F GO:0005524 ATP binding
LOC124544807	calcium/calmodulin-dependent protein kinase kinase 1-like isoform X3	P GO:0006468 protein phosphorylation
LOC124544989	scavenger receptor class B member 1-like	C GO:0016020 membrane
LOC124545076	scavenger receptor class B member 1-like	C GO:0016020 membrane
LOC124625813	glucose dehydrogenase [FAD, quinone]	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC124625813	glucose dehydrogenase [FAD, quinone]	F GO:0050660 flavin adenine dinucleotide binding
LOC124545351	uncharacterized protein LOC124545351	F GO:0005549 odorant binding
LOC124545419	uncharacterized protein LOC124545419	F GO:0005549 odorant binding
LOC124545405	uncharacterized protein LOC124545405	F GO:0005549 odorant binding
LOC124545403	uncharacterized protein LOC124545403	F GO:0005549 odorant binding
LOC124545614	hatching enzyme 1.2-like	P GO:0006508 proteolysis
LOC124545614	hatching enzyme 1.2-like	F GO:0004222 metalloendopeptidase activity
LOC124544680	leucine-rich repeat-containing protein 47-like	F GO:0005515 protein binding
LOC124544637	Coronin	F GO:0005515 protein binding
LOC124544946	LOW QUALITY PROTEIN: protein HIRA-like	F GO:0005515 protein binding
LOC124545615	LOW QUALITY PROTEIN: protein HIRA-like	F GO:0005515 protein binding
LOC124545615	LOW QUALITY PROTEIN: protein HIRA-like	P GO:0006338 chromatin remodeling
LOC124545615	LOW QUALITY PROTEIN: protein HIRA-like	P GO:0006355 regulation of DNA-templated transcription
LOC124544641	cardioacceleratory peptide receptor-like	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124544641	cardioacceleratory peptide receptor-like	C GO:0016020 membrane
LOC124544641	cardioacceleratory peptide receptor-like	F GO:0005000 vasopressin receptor activity
LOC124544607	trafficking protein particle complex subunit 3 isoform X1	C GO:0030008 TRAPP complex
LOC124544607	trafficking protein particle complex subunit 3 isoform X1	P GO:0048193 Golgi vesicle transport
LOC124625778	DNA-(apurinic or apyrimidinic site) endonuclease isoform X4	F GO:0003677 DNA binding
LOC124625778	DNA-(apurinic or apyrimidinic site) endonuclease isoform X4	F GO:0004519 endonuclease activity
LOC124625778	DNA-(apurinic or apyrimidinic site) endonuclease isoform X4	F GO:0046872 metal ion binding
LOC124625778	DNA-(apurinic or apyrimidinic site) endonuclease isoform X4	P GO:0006281 DNA repair
LOC124545625	uncharacterized protein LOC124545625	C GO:0005634 nucleus
LOC124545625	uncharacterized protein LOC124545625	F GO:0003677 DNA binding
LOC124545625	uncharacterized protein LOC124545625	F GO:0005515 protein binding
LOC124545625	uncharacterized protein LOC124545625	F GO:0008270 zinc ion binding
LOC124545625	uncharacterized protein LOC124545625	F GO:0042054 histone methyltransferase activity
LOC124544796	protein still life, isoforms C/SIF type 2-like	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124544796	protein still life, isoforms C/SIF type 2-like	F GO:0005515 protein binding
LOC124544796	protein still life, isoforms C/SIF type 2-like	P GO:0007165 signal transduction
LOC124545629	protein lin-28 homolog	F GO:0003676 nucleic acid binding
LOC124545629	protein lin-28 homolog	F GO:0008270 zinc ion binding
LOC124545630	PR domain zinc finger protein 1	F GO:0001227 DNA-binding transcription repressor activity, RNA polymerase II-specific
LOC124545630	PR domain zinc finger protein 1	F GO:0005515 protein binding
LOC124545630	PR domain zinc finger protein 1	P GO:0048869 cellular developmental process
LOC124545270	glucose dehydrogenase [FAD, quinone]-like	F GO:0016614 oxidoreductase activity, acting on CH-OH group of donors
LOC124545270	glucose dehydrogenase [FAD, quinone]-like	F GO:0050660 flavin adenine dinucleotide binding
LOC124544834	caltractin	F GO:0005509 calcium ion binding
LOC124545418	eukaryotic translation initiation factor 4H	F GO:0003723 RNA binding
LOC124545417	myb-binding protein 1A isoform X1	C GO:0005730 nucleolus
LOC124545417	myb-binding protein 1A isoform X1	F GO:0003677 DNA binding
LOC124545417	myb-binding protein 1A isoform X1	F GO:0008134 transcription factor binding
LOC124545417	myb-binding protein 1A isoform X1	P GO:0006355 regulation of DNA-templated transcription
LOC124544712	tyramine receptor tyra-2	C GO:0016020 membrane
LOC124544712	tyramine receptor tyra-2	F GO:0004930 G protein-coupled receptor activity
LOC124544712	tyramine receptor tyra-2	P GO:0007186 G protein-coupled receptor signaling pathway
LOC124544670	eukaryotic translation initiation factor 3 subunit C	C GO:0005852 eukaryotic translation initiation factor 3 complex
LOC124544670	eukaryotic translation initiation factor 3 subunit C	F GO:0003723 RNA binding
LOC124544670	eukaryotic translation initiation factor 3 subunit C	F GO:0003743 translation initiation factor activity
LOC124544670	eukaryotic translation initiation factor 3 subunit C	F GO:0031369 translation initiation factor binding
LOC124544670	eukaryotic translation initiation factor 3 subunit C	P GO:0006413 translational initiation
LOC124545632	uncharacterized protein LOC124545632	C GO:0016020 membrane
LOC124545632	uncharacterized protein LOC124545632	F GO:0005267 potassium channel activity
LOC124545632	uncharacterized protein LOC124545632	P GO:0071805 potassium ion transmembrane transport
LOC124544624	apolipoprotein D-like	F GO:0031409 pigment binding
LOC124544744	aldo-keto reductase family 1 member B1-like	F GO:0016491 oxidoreductase activity
LOC124545194	aldo-keto reductase family 1 member B1-like	F GO:0016491 oxidoreductase activity
LOC124545138	aldo-keto reductase family 1 member B1-like	F GO:0016491 oxidoreductase activity
LOC124545304	aldo-keto reductase family 1 member B1-like	F GO:0016491 oxidoreductase activity
LOC124545635	odorant receptor 46a-like	C GO:0016020 membrane
LOC124545635	odorant receptor 46a-like	F GO:0004984 olfactory receptor activity
LOC124545635	odorant receptor 46a-like	F GO:0005549 odorant binding
LOC124545635	odorant receptor 46a-like	P GO:0007608 sensory perception of smell
LOC124545084	protein abnormal spindle isoform X3	F GO:0005515 protein binding
LOC124545637	protein O-mannosyl-transferase TMTC2-like	F GO:0005515 protein binding
LOC124545638	mucin-19-like	F GO:0004672 protein kinase activity
LOC124545638	mucin-19-like	F GO:0005524 ATP binding
LOC124545638	mucin-19-like	P GO:0006468 protein phosphorylation
LOC124545639	cell division control protein 42 homolog	F GO:0003924 GTPase activity
LOC124545639	cell division control protein 42 homolog	F GO:0005525 GTP binding
LOC124545177	chondroadherin-like protein	F GO:0005515 protein binding
LOC124545375	leucine-rich repeat-containing protein 15-like	F GO:0005515 protein binding
LOC124545307	homeobox protein PKNOX1-like	C GO:0005634 nucleus
LOC124545307	homeobox protein PKNOX1-like	F GO:0003677 DNA binding
LOC124545307	homeobox protein PKNOX1-like	P GO:0006355 regulation of DNA-templated transcription
LOC124625761	clathrin heavy chain	F GO:0032051 clathrin light chain binding
LOC124625761	clathrin heavy chain	P GO:0016192 vesicle-mediated transport
LOC124625761	clathrin heavy chain	C GO:0030130 clathrin coat of trans-Golgi network vesicle
LOC124625761	clathrin heavy chain	F GO:0005198 structural molecule activity
LOC124625761	clathrin heavy chain	C GO:0030132 clathrin coat of coated pit
LOC124625761	clathrin heavy chain	P GO:0006886 intracellular protein transport
LOC124625761	clathrin heavy chain	C GO:0071439 clathrin complex
LOC124544996	60S acidic ribosomal protein P2	F GO:0003735 structural constituent of ribosome
LOC124544996	60S acidic ribosomal protein P2	P GO:0002182 cytoplasmic translational elongation
LOC124544996	60S acidic ribosomal protein P2	C GO:0022625 cytosolic large ribosomal subunit
LOC124544735	cytochrome b-c1 complex subunit 6, mitochondrial-like	C GO:0005750 obsolete mitochondrial respiratory chain complex III
LOC124544735	cytochrome b-c1 complex subunit 6, mitochondrial-like	P GO:0006122 mitochondrial electron transport, ubiquinol to cytochrome c
LOC124545227	sepiapterin reductase	F GO:0004757 sepiapterin reductase (NADP+) activity
LOC124545227	sepiapterin reductase	P GO:0006729 tetrahydrobiopterin biosynthetic process
LOC124544956	cell division control protein 42 homolog	F GO:0003924 GTPase activity
LOC124544956	cell division control protein 42 homolog	F GO:0005525 GTP binding
LOC124544826	mediator of RNA polymerase II transcription subunit 21 isoform X1	C GO:0016592 mediator complex
LOC124545166	Fanconi anemia group D2 protein isoform X2	P GO:0006281 DNA repair
LOC124545212	histone chaperone ASF1 isoform X1	C GO:0005634 nucleus
LOC124545212	histone chaperone ASF1 isoform X1	P GO:0006325 chromatin organization
