Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126416806	xylulose kinase-like isoform X1	P GO:0042732 D-xylose metabolic process
LOC126416421	uncharacterized protein LOC126416421	C GO:0016020 membrane
LOC126416421	uncharacterized protein LOC126416421	F GO:0004984 olfactory receptor activity
LOC126416421	uncharacterized protein LOC126416421	F GO:0005549 odorant binding
LOC126416421	uncharacterized protein LOC126416421	P GO:0007608 sensory perception of smell
LOC126416970	uncharacterized protein LOC126416970	C GO:0016020 membrane
LOC126416970	uncharacterized protein LOC126416970	F GO:0004984 olfactory receptor activity
LOC126416970	uncharacterized protein LOC126416970	F GO:0005549 odorant binding
LOC126416970	uncharacterized protein LOC126416970	P GO:0007608 sensory perception of smell
LOC126416456	probable glutamine--tRNA ligase	F GO:0005524 ATP binding
LOC126416456	probable glutamine--tRNA ligase	P GO:0006418 tRNA aminoacylation for protein translation
LOC126416456	probable glutamine--tRNA ligase	F GO:0004812 aminoacyl-tRNA ligase activity
LOC126416456	probable glutamine--tRNA ligase	C GO:0005737 cytoplasm
LOC126416492	cytidine deaminase-like isoform X1	F GO:0008270 zinc ion binding
LOC126416492	cytidine deaminase-like isoform X1	P GO:0009972 cytidine deamination
LOC126416492	cytidine deaminase-like isoform X1	F GO:0004126 cytidine deaminase activity
LOC126416320	ATP-binding cassette subfamily G member 4-like	C GO:0016020 membrane
LOC126416320	ATP-binding cassette subfamily G member 4-like	F GO:0005524 ATP binding
LOC126416320	ATP-binding cassette subfamily G member 4-like	F GO:0016887 ATP hydrolysis activity
LOC126416320	ATP-binding cassette subfamily G member 4-like	F GO:0140359 ABC-type transporter activity
LOC126416262	host cell factor 1-like isoform X1	F GO:0005515 protein binding
LOC126416971	photoreceptor outer segment membrane glycoprotein 2-like	C GO:0016020 membrane
LOC126416243	protein turtle-like	P GO:0032502 developmental process
LOC126416685	UBX domain-containing protein 1-like	F GO:0005515 protein binding
LOC126416686	ribonuclease Oy	F GO:0003723 RNA binding
LOC126416686	ribonuclease Oy	F GO:0033897 ribonuclease T2 activity
LOC126416471	39S ribosomal protein L4, mitochondrial	C GO:0005840 ribosome
LOC126416471	39S ribosomal protein L4, mitochondrial	F GO:0003735 structural constituent of ribosome
LOC126416471	39S ribosomal protein L4, mitochondrial	P GO:0006412 translation
LOC126416306	polyphosphoinositide phosphatase isoform X3	F GO:0043813 phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity
LOC126416306	polyphosphoinositide phosphatase isoform X3	P GO:0036092 phosphatidylinositol-3-phosphate biosynthetic process
LOC126416306	polyphosphoinositide phosphatase isoform X3	P GO:0046856 phosphatidylinositol dephosphorylation
LOC126416688	putative neural-cadherin 2	F GO:0005509 calcium ion binding
LOC126416688	putative neural-cadherin 2	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126416747	guanine nucleotide-binding protein G(s) subunit alpha	F GO:0005525 GTP binding
LOC126416747	guanine nucleotide-binding protein G(s) subunit alpha	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126416747	guanine nucleotide-binding protein G(s) subunit alpha	F GO:0003924 GTPase activity
LOC126416747	guanine nucleotide-binding protein G(s) subunit alpha	F GO:0031683 G-protein beta/gamma-subunit complex binding
LOC126416114	microtubule-actin cross-linking factor 1 isoform X4	C GO:0005856 cytoskeleton
LOC126416117	THO complex subunit 3	F GO:0005515 protein binding
LOC126416467	protein phosphatase 1 regulatory subunit 42-like	F GO:0005515 protein binding
LOC126416972	uncharacterized protein LOC126416972	F GO:0008270 zinc ion binding
LOC126416144	NACHT domain- and WD repeat-containing protein 1	F GO:0005515 protein binding
LOC126416143	putative inorganic phosphate cotransporter	F GO:0022857 transmembrane transporter activity
LOC126416143	putative inorganic phosphate cotransporter	P GO:0055085 transmembrane transport
LOC126416451	putative inorganic phosphate cotransporter isoform X1	F GO:0022857 transmembrane transporter activity
LOC126416451	putative inorganic phosphate cotransporter isoform X1	P GO:0055085 transmembrane transport
LOC126416152	kelch domain-containing protein 3 isoform X1	F GO:0005515 protein binding
LOC126416267	equilibrative nucleoside transporter 3	C GO:0016020 membrane
LOC126416267	equilibrative nucleoside transporter 3	F GO:0005337 nucleoside transmembrane transporter activity
LOC126416267	equilibrative nucleoside transporter 3	P GO:1901642 nucleoside transmembrane transport
LOC126416974	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416974	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416974	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416974	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416975	uncharacterized protein LOC126416975	C GO:0016020 membrane
LOC126416975	uncharacterized protein LOC126416975	F GO:0004984 olfactory receptor activity
LOC126416975	uncharacterized protein LOC126416975	F GO:0005549 odorant binding
LOC126416975	uncharacterized protein LOC126416975	P GO:0007608 sensory perception of smell
LOC126416376	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416376	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416376	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416376	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416647	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416647	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416647	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416647	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416976	uncharacterized protein LOC126416976	C GO:0016020 membrane
LOC126416976	uncharacterized protein LOC126416976	F GO:0004984 olfactory receptor activity
LOC126416976	uncharacterized protein LOC126416976	F GO:0005549 odorant binding
LOC126416976	uncharacterized protein LOC126416976	P GO:0007608 sensory perception of smell
LOC126416977	odorant receptor 65a-like	C GO:0016020 membrane
LOC126416977	odorant receptor 65a-like	F GO:0004984 olfactory receptor activity
LOC126416977	odorant receptor 65a-like	F GO:0005549 odorant binding
LOC126416977	odorant receptor 65a-like	P GO:0007608 sensory perception of smell
LOC126416978	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416978	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416978	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416978	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416979	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416979	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416979	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416979	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416343	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416343	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416343	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416343	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416980	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416980	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416980	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416980	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416981	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416981	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416981	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416981	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416982	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416982	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416982	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416982	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416984	uncharacterized protein LOC126416984	C GO:0016020 membrane
LOC126416984	uncharacterized protein LOC126416984	F GO:0004984 olfactory receptor activity
LOC126416984	uncharacterized protein LOC126416984	F GO:0005549 odorant binding
LOC126416984	uncharacterized protein LOC126416984	P GO:0007608 sensory perception of smell
LOC126416985	uncharacterized protein LOC126416985	C GO:0016020 membrane
LOC126416985	uncharacterized protein LOC126416985	F GO:0004984 olfactory receptor activity
LOC126416985	uncharacterized protein LOC126416985	F GO:0005549 odorant binding
LOC126416985	uncharacterized protein LOC126416985	P GO:0007608 sensory perception of smell
LOC126416673	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416673	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416673	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416673	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416986	odorant receptor Or2-like	C GO:0016020 membrane
LOC126416986	odorant receptor Or2-like	F GO:0004984 olfactory receptor activity
LOC126416986	odorant receptor Or2-like	F GO:0005549 odorant binding
LOC126416986	odorant receptor Or2-like	P GO:0007608 sensory perception of smell
LOC126416558	probable cytochrome P450 6a13	F GO:0004497 monooxygenase activity
LOC126416558	probable cytochrome P450 6a13	F GO:0005506 iron ion binding
LOC126416558	probable cytochrome P450 6a13	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC126416558	probable cytochrome P450 6a13	F GO:0020037 heme binding
LOC126416092	xanthine dehydrogenase	F GO:0071949 FAD binding
LOC126416092	xanthine dehydrogenase	F GO:0004854 xanthine dehydrogenase activity
LOC126416092	xanthine dehydrogenase	F GO:0005506 iron ion binding
LOC126416092	xanthine dehydrogenase	F GO:0030151 molybdenum ion binding
LOC126416092	xanthine dehydrogenase	F GO:0051536 iron-sulfur cluster binding
LOC126416341	stress-induced-phosphoprotein 1	F GO:0005515 protein binding
LOC126416661	acylphosphatase-2	F GO:0003998 acylphosphatase activity
LOC126416552	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	C GO:0005789 endoplasmic reticulum membrane
LOC126416552	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit	P GO:0018279 protein N-linked glycosylation via asparagine
LOC126416987	protein bark beetle	C GO:0016020 membrane
LOC126416057	unnamed protein product	F GO:0140359 ABC-type transporter activity
LOC126416340	menin	C GO:0005634 nucleus
LOC126416370	cleft lip and palate transmembrane protein 1 homolog	C GO:0016020 membrane
LOC126416174	leucine-rich repeat-containing protein 1-like	F GO:0005515 protein binding
LOC126416988	uncharacterized protein LOC126416988	F GO:0003677 DNA binding
LOC126416571	5'-AMP-activated protein kinase subunit beta-1	F GO:0005515 protein binding
LOC126416325	syntaxin-16	C GO:0016020 membrane
LOC126416325	syntaxin-16	P GO:0016192 vesicle-mediated transport
LOC126416326	partitioning defective protein 6	F GO:0005515 protein binding
LOC126416324	unnamed protein product	C GO:0030906 retromer, cargo-selective complex
LOC126416324	unnamed protein product	P GO:0015031 protein transport
LOC126416324	unnamed protein product	P GO:0042147 retrograde transport, endosome to Golgi
LOC126416991	uncharacterized protein LOC126416991	C GO:0005840 ribosome
LOC126416991	uncharacterized protein LOC126416991	F GO:0003735 structural constituent of ribosome
LOC126416991	uncharacterized protein LOC126416991	P GO:0006412 translation
LOC126416798	tubulin beta chain-like	C GO:0005874 microtubule
LOC126416798	tubulin beta chain-like	F GO:0003924 GTPase activity
LOC126416798	tubulin beta chain-like	F GO:0005200 structural constituent of cytoskeleton
LOC126416798	tubulin beta chain-like	F GO:0005525 GTP binding
LOC126416798	tubulin beta chain-like	P GO:0007017 microtubule-based process
LOC126416993	inactive dipeptidyl peptidase 10-like	F GO:0008236 serine-type peptidase activity
LOC126416993	inactive dipeptidyl peptidase 10-like	P GO:0006508 proteolysis
LOC126416751	mitochondrial ribonuclease P catalytic subunit	F GO:0005515 protein binding
LOC126416753	EARP-interacting protein homolog isoform X1	F GO:0005515 protein binding
LOC126416194	tetratricopeptide repeat protein 12-like	F GO:0005515 protein binding
LOC126416192	uncharacterized protein LOC126416192 isoform X2	F GO:0004843 cysteine-type deubiquitinase activity
LOC126416192	uncharacterized protein LOC126416192 isoform X2	P GO:0016579 protein deubiquitination
LOC126416511	sodium-coupled monocarboxylate transporter 1-like	C GO:0016020 membrane
LOC126416511	sodium-coupled monocarboxylate transporter 1-like	F GO:0022857 transmembrane transporter activity
LOC126416511	sodium-coupled monocarboxylate transporter 1-like	P GO:0055085 transmembrane transport
LOC126416412	odorant receptor 43a-like	C GO:0016020 membrane
LOC126416412	odorant receptor 43a-like	F GO:0004984 olfactory receptor activity
LOC126416412	odorant receptor 43a-like	F GO:0005549 odorant binding
LOC126416412	odorant receptor 43a-like	P GO:0007608 sensory perception of smell
LOC126416997	two pore potassium channel protein sup-9	C GO:0016020 membrane
LOC126416997	two pore potassium channel protein sup-9	F GO:0005267 potassium channel activity
LOC126416997	two pore potassium channel protein sup-9	P GO:0071805 potassium ion transmembrane transport
LOC126416188	histone acetyltransferase KAT7	C GO:0005634 nucleus
LOC126416188	histone acetyltransferase KAT7	F GO:0004402 histone acetyltransferase activity
LOC126416188	histone acetyltransferase KAT7	F GO:0008270 zinc ion binding
LOC126416188	histone acetyltransferase KAT7	P GO:0006355 regulation of DNA-templated transcription
LOC126416999	cilia- and flagella-associated protein 44-like	F GO:0005515 protein binding
LOC126416508	palmitoyltransferase ZDHHC3	F GO:0016409 palmitoyltransferase activity
LOC126416182	ubiquitin thioesterase otubain-like	F GO:0016787 hydrolase activity
LOC126416182	ubiquitin thioesterase otubain-like	P GO:0016579 protein deubiquitination
LOC126416181	protein lethal(2)denticleless isoform X1	F GO:0005515 protein binding
LOC126416180	ATP-dependent RNA helicase Ddx1	F GO:0003676 nucleic acid binding
LOC126416180	ATP-dependent RNA helicase Ddx1	F GO:0005515 protein binding
LOC126416180	ATP-dependent RNA helicase Ddx1	F GO:0005524 ATP binding
LOC126416184	uncharacterized protein LOC123865006	P GO:0007165 signal transduction
LOC126417002	E3 ubiquitin-protein ligase TRIM9-like	F GO:0008270 zinc ion binding
LOC126417003	E3 ubiquitin-protein ligase TRIM9-like	F GO:0005515 protein binding
LOC126416568	syntaxin-5	C GO:0016020 membrane
LOC126416568	syntaxin-5	P GO:0016192 vesicle-mediated transport
LOC126416065	leucine-rich PPR motif-containing protein, mitochondrial	F GO:0005515 protein binding
LOC126416656	mitogen-activated protein kinase 15	F GO:0004672 protein kinase activity
LOC126416656	mitogen-activated protein kinase 15	F GO:0005524 ATP binding
LOC126416656	mitogen-activated protein kinase 15	P GO:0006468 protein phosphorylation
LOC126416314	Down syndrome cell adhesion molecule-like protein Dscam2	F GO:0005515 protein binding
LOC126416332	ATP-binding cassette sub-family G member 4-like isoform X2	F GO:0140359 ABC-type transporter activity
LOC126417005	kinesin-like protein KIF26A	F GO:0003777 microtubule motor activity
LOC126417005	kinesin-like protein KIF26A	F GO:0005524 ATP binding
LOC126417005	kinesin-like protein KIF26A	F GO:0008017 microtubule binding
LOC126417005	kinesin-like protein KIF26A	P GO:0007018 microtubule-based movement
LOC126416617	DNA mismatch repair protein Mlh1 isoform X1	F GO:0005524 ATP binding
LOC126416617	DNA mismatch repair protein Mlh1 isoform X1	F GO:0030983 mismatched DNA binding
LOC126416617	DNA mismatch repair protein Mlh1 isoform X1	P GO:0006298 mismatch repair
LOC126416257	beclin-1-like protein	P GO:0006914 autophagy
LOC126417006	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC126417007	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC126416786	luciferin sulfotransferase-like	F GO:0008146 sulfotransferase activity
LOC126417008	sorbitol dehydrogenase-like, partial	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126416746	CLUMA_CG013703, isoform A	C GO:0005737 cytoplasm
LOC126416746	CLUMA_CG013703, isoform A	C GO:0043231 intracellular membrane-bounded organelle
LOC126416746	CLUMA_CG013703, isoform A	C GO:0098588 bounding membrane of organelle
LOC126417010	multidrug resistance-associated protein 1-like	F GO:0005524 ATP binding
LOC126417010	multidrug resistance-associated protein 1-like	F GO:0016887 ATP hydrolysis activity
LOC126416298	beta-galactosidase-1-like protein 2	P GO:0005975 carbohydrate metabolic process
LOC126416298	beta-galactosidase-1-like protein 2	F GO:0004565 beta-galactosidase activity
LOC126417011	beta-galactosidase-1-like protein 2	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126417011	beta-galactosidase-1-like protein 2	P GO:0005975 carbohydrate metabolic process
LOC126416787	protein phosphatase 1 regulatory subunit 14C isoform X1	C GO:0005737 cytoplasm
LOC126416787	protein phosphatase 1 regulatory subunit 14C isoform X1	P GO:0042325 regulation of phosphorylation
LOC126416788	YLP motif-containing protein 1 isoform X1	F GO:0005515 protein binding
LOC126417012	sorbitol dehydrogenase-like	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126417013	uncharacterized protein LOC126417013	F GO:0003924 GTPase activity
LOC126417013	uncharacterized protein LOC126417013	F GO:0005525 GTP binding
LOC126416263	oxysterol-binding protein-related protein 6-like	F GO:0008289 lipid binding
LOC126416726	probable ATP-dependent RNA helicase DDX27	F GO:0003676 nucleic acid binding
LOC126416726	probable ATP-dependent RNA helicase DDX27	F GO:0003724 RNA helicase activity
LOC126416726	probable ATP-dependent RNA helicase DDX27	F GO:0005524 ATP binding
LOC126416729	hypothetical protein B5X24_HaOG214678	F GO:0004518 nuclease activity
LOC126416727	integrator complex subunit 8	C GO:0005634 nucleus
LOC126416727	integrator complex subunit 8	P GO:0034472 snRNA 3'-end processing
LOC126416731	protein SYS1 homolog	C GO:0000139 Golgi membrane
LOC126416731	protein SYS1 homolog	P GO:0015031 protein transport
LOC126416165	methyltransferase N6AMT1 isoform X1	F GO:0008168 methyltransferase activity
LOC126416464	Hypothetical predicted protein	F GO:0005524 ATP binding
LOC126416464	Hypothetical predicted protein	P GO:0006468 protein phosphorylation
LOC126416464	Hypothetical predicted protein	F GO:0004674 protein serine/threonine kinase activity
LOC126416643	sister chromatid cohesion protein DCC1 isoform X1	C GO:0031390 Ctf18 RFC-like complex
LOC126416643	sister chromatid cohesion protein DCC1 isoform X1	P GO:0006260 DNA replication
LOC126416643	sister chromatid cohesion protein DCC1 isoform X1	P GO:0007064 mitotic sister chromatid cohesion
LOC126416532	TATA-box-binding protein	F GO:0003677 DNA binding
LOC126416532	TATA-box-binding protein	P GO:0006352 DNA-templated transcription initiation
LOC126417015	pyruvate kinase-like	F GO:0000287 magnesium ion binding
LOC126417015	pyruvate kinase-like	F GO:0004743 pyruvate kinase activity
LOC126417015	pyruvate kinase-like	F GO:0030955 potassium ion binding
LOC126417015	pyruvate kinase-like	P GO:0006096 glycolytic process
LOC126416640	CUGBP Elav-like family member 1	F GO:0003723 RNA binding
LOC126417017	C-terminal-binding protein-like	F GO:0051287 NAD binding
LOC126417019	odorant receptor Or1-like	C GO:0016020 membrane
LOC126417019	odorant receptor Or1-like	F GO:0004984 olfactory receptor activity
LOC126417019	odorant receptor Or1-like	F GO:0005549 odorant binding
LOC126417019	odorant receptor Or1-like	P GO:0007608 sensory perception of smell
LOC126417021	protein dachsous	C GO:0016020 membrane
LOC126417021	protein dachsous	F GO:0005509 calcium ion binding
LOC126417021	protein dachsous	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126416106	protein dachsous-like	C GO:0016020 membrane
LOC126416106	protein dachsous-like	F GO:0005509 calcium ion binding
LOC126416106	protein dachsous-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126416402	excitatory amino acid transporter isoform X2	C GO:0016020 membrane
LOC126416402	excitatory amino acid transporter isoform X2	F GO:0015293 symporter activity
LOC126416403	phosphopentomutase isoform X1	F GO:0016868 intramolecular phosphotransferase activity
LOC126416403	phosphopentomutase isoform X1	P GO:0005975 carbohydrate metabolic process
LOC126417024	uncharacterized protein LOC126417024	F GO:0003677 DNA binding
LOC126417024	uncharacterized protein LOC126417024	F GO:0005524 ATP binding
LOC126417024	uncharacterized protein LOC126417024	P GO:0032508 DNA duplex unwinding
LOC126417027	neural-cadherin-like	C GO:0016020 membrane
LOC126417027	neural-cadherin-like	F GO:0005509 calcium ion binding
LOC126417027	neural-cadherin-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126416677	neural-cadherin-like	F GO:0005509 calcium ion binding
LOC126416677	neural-cadherin-like	P GO:0007156 homophilic cell adhesion via plasma membrane adhesion molecules
LOC126416058	glutamate dehydrogenase, mitochondrial	F GO:0016639 oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor
LOC126416058	glutamate dehydrogenase, mitochondrial	P GO:0006520 amino acid metabolic process
LOC126417028	CD151 antigen-like	C GO:0016020 membrane
LOC126417029	dynein axonemal heavy chain 1-like, partial	C GO:0030286 dynein complex
LOC126417029	dynein axonemal heavy chain 1-like, partial	F GO:0005524 ATP binding
LOC126417029	dynein axonemal heavy chain 1-like, partial	F GO:0008569 minus-end-directed microtubule motor activity
LOC126417029	dynein axonemal heavy chain 1-like, partial	P GO:0007018 microtubule-based movement
LOC126417033	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC126416234	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126416234	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC126416238	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126416238	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC126416235	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126416235	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC126416239	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126416239	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC126416236	endoglucanase A-like	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126416236	endoglucanase A-like	P GO:0005975 carbohydrate metabolic process
LOC126416352	lon protease homolog 2, peroxisomal-like	F GO:0004176 ATP-dependent peptidase activity
LOC126416352	lon protease homolog 2, peroxisomal-like	F GO:0004252 serine-type endopeptidase activity
LOC126416352	lon protease homolog 2, peroxisomal-like	F GO:0005524 ATP binding
LOC126416352	lon protease homolog 2, peroxisomal-like	F GO:0016887 ATP hydrolysis activity
LOC126416352	lon protease homolog 2, peroxisomal-like	P GO:0006508 proteolysis
LOC126416781	NF-kappa-B inhibitor-interacting Ras-like protein 2 isoform X1	F GO:0003924 GTPase activity
LOC126416781	NF-kappa-B inhibitor-interacting Ras-like protein 2 isoform X1	F GO:0005525 GTP binding
LOC126416779	fatty acid 2-hydroxylase	F GO:0005488 binding
LOC126416779	fatty acid 2-hydroxylase	P GO:0006629 lipid metabolic process
LOC126416254	unnamed protein product	C GO:0016020 membrane
LOC126416359	40S ribosomal protein S12	C GO:0005840 ribosome
LOC126416359	40S ribosomal protein S12	F GO:0003735 structural constituent of ribosome
LOC126416359	40S ribosomal protein S12	P GO:0006412 translation
LOC126416704	uncharacterized protein LOC124802736 isoform X2	C GO:0016020 membrane
LOC126416704	uncharacterized protein LOC124802736 isoform X2	F GO:0008270 zinc ion binding
LOC126416705	F-box only protein 22-like	F GO:0005515 protein binding
LOC126416515	unnamed protein product	F GO:0005509 calcium ion binding
LOC126417041	apoptosis-resistant E3 ubiquitin protein ligase 1	F GO:0004842 ubiquitin-protein transferase activity
LOC126416025	embryonic polarity protein dorsal-like isoform X5	C GO:0005634 nucleus
LOC126416025	embryonic polarity protein dorsal-like isoform X5	F GO:0003677 DNA binding
LOC126416025	embryonic polarity protein dorsal-like isoform X5	F GO:0003700 DNA-binding transcription factor activity
LOC126416025	embryonic polarity protein dorsal-like isoform X5	C GO:0005737 cytoplasm
LOC126416025	embryonic polarity protein dorsal-like isoform X5	P GO:0006357 regulation of transcription by RNA polymerase II
LOC126416027	guanine nucleotide exchange factor MSS4	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126416027	guanine nucleotide exchange factor MSS4	P GO:0007264 small GTPase-mediated signal transduction
LOC126416317	uncharacterized protein LOC126416317	C GO:0005576 extracellular region
LOC126416317	uncharacterized protein LOC126416317	F GO:0008061 chitin binding
LOC126417043	KH domain-containing, RNA-binding, signal transduction-associated protein 3-like	F GO:0003723 RNA binding
LOC126417044	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	F GO:0003723 RNA binding
LOC126417045	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	F GO:0003723 RNA binding
LOC126416721	protein YIPF6	C GO:0016020 membrane
LOC126416618	acylglycerol kinase, mitochondrial	F GO:0016301 kinase activity
LOC126417051	gamma-aminobutyric acid type B receptor subunit 2	C GO:0016020 membrane
LOC126417051	gamma-aminobutyric acid type B receptor subunit 2	F GO:0004930 G protein-coupled receptor activity
LOC126417051	gamma-aminobutyric acid type B receptor subunit 2	P GO:0007186 G protein-coupled receptor signaling pathway
LOC126416674	uncharacterized protein LOC126416674 isoform X1	F GO:0005515 protein binding
LOC126416030	dihydrolipoyl dehydrogenase, mitochondrial-like	F GO:0050660 flavin adenine dinucleotide binding
LOC126416030	dihydrolipoyl dehydrogenase, mitochondrial-like	F GO:0004148 dihydrolipoyl dehydrogenase activity
LOC126416093	cytochrome c oxidase subunit 4 isoform 1, mitochondrial	C GO:0005751 obsolete mitochondrial respiratory chain complex IV
LOC126416093	cytochrome c oxidase subunit 4 isoform 1, mitochondrial	P GO:0006123 mitochondrial electron transport, cytochrome c to oxygen
LOC126416110	ATPase family AAA domain-containing protein 2-like	F GO:0005524 ATP binding
LOC126416110	ATPase family AAA domain-containing protein 2-like	F GO:0016887 ATP hydrolysis activity
LOC126416349	replication factor C subunit 1	C GO:0005663 DNA replication factor C complex
LOC126416349	replication factor C subunit 1	F GO:0003677 DNA binding
LOC126416349	replication factor C subunit 1	F GO:0003689 DNA clamp loader activity
LOC126416349	replication factor C subunit 1	F GO:0005524 ATP binding
LOC126416349	replication factor C subunit 1	F GO:0016887 ATP hydrolysis activity
LOC126416349	replication factor C subunit 1	P GO:0006260 DNA replication
LOC126416349	replication factor C subunit 1	P GO:0006281 DNA repair
LOC126416232	peptidyl-prolyl cis-trans isomerase Fkbp12	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC126416304	serine/arginine-rich splicing factor 7-like	F GO:0003723 RNA binding
LOC126416178	malate dehydrogenase, cytoplasmic	F GO:0030060 L-malate dehydrogenase (NAD+) activity
LOC126416178	malate dehydrogenase, cytoplasmic	P GO:0006108 malate metabolic process
LOC126416771	E3 ubiquitin-protein ligase Ufd4 isoform X4	F GO:0046872 metal ion binding
LOC126416771	E3 ubiquitin-protein ligase Ufd4 isoform X4	F GO:0061630 ubiquitin protein ligase activity
LOC126416771	E3 ubiquitin-protein ligase Ufd4 isoform X4	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC126416771	E3 ubiquitin-protein ligase Ufd4 isoform X4	P GO:0009966 regulation of signal transduction
LOC126416771	E3 ubiquitin-protein ligase Ufd4 isoform X4	P GO:0016567 protein ubiquitination
LOC126416160	putative E3 ubiquitin-protein ligase UBR7	F GO:0008270 zinc ion binding
LOC126416161	rRNA-processing protein FCF1 homolog isoform X1	C GO:0032040 small-subunit processome
LOC126417055	lipase member H-like	F GO:0016298 lipase activity
LOC126417055	lipase member H-like	P GO:0006629 lipid metabolic process
LOC126417178	polyubiquitin	C GO:0005840 ribosome
LOC126417178	polyubiquitin	F GO:0003735 structural constituent of ribosome
LOC126417178	polyubiquitin	F GO:0005515 protein binding
LOC126417178	polyubiquitin	P GO:0006412 translation
LOC126417177	serine/threonine-protein phosphatase CPPED1-like isoform X2	F GO:0016787 hydrolase activity
LOC126417175	transmembrane protein 62-like	F GO:0016787 hydrolase activity
LOC126417176	intraflagellar transport protein 56	F GO:0005515 protein binding
