Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC126304976	puromycin-sensitive aminopeptidase-like	F GO:0008237 metallopeptidase activity
LOC126304976	puromycin-sensitive aminopeptidase-like	F GO:0008270 zinc ion binding
LOC126304976	puromycin-sensitive aminopeptidase-like	P GO:0006508 proteolysis
LOC126304978	ribonucleoside-diphosphate reductase small subunit-like	F GO:0016491 oxidoreductase activity
LOC126304978	ribonucleoside-diphosphate reductase small subunit-like	P GO:0009263 deoxyribonucleotide biosynthetic process
LOC126304994	WD repeat domain-containing protein 83-like	F GO:0005515 protein binding
LOC126304982	probable serine/threonine-protein kinase kinX isoform X2	F GO:0004672 protein kinase activity
LOC126304982	probable serine/threonine-protein kinase kinX isoform X2	F GO:0005524 ATP binding
LOC126304982	probable serine/threonine-protein kinase kinX isoform X2	P GO:0006468 protein phosphorylation
LOC126304984	receptor of activated protein C kinase 1-like	F GO:0005515 protein binding
LOC126304989	uncharacterized protein LOC126304989	F GO:0003924 GTPase activity
LOC126304989	uncharacterized protein LOC126304989	F GO:0005525 GTP binding
LOC126304986	myotubularin-related protein 2-like	P GO:0016311 dephosphorylation
LOC126304995	uncharacterized protein LOC126304995	F GO:0070006 metalloaminopeptidase activity
LOC126304995	uncharacterized protein LOC126304995	P GO:0006508 proteolysis
LOC126304996	uncharacterized protein LOC126304996	F GO:0005515 protein binding
LOC126304997	ras guanine nucleotide exchange factor S-like	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126304997	ras guanine nucleotide exchange factor S-like	P GO:0007264 small GTPase-mediated signal transduction
LOC126305002	glucosamine 6-phosphate N-acetyltransferase-like	F GO:0016747 acyltransferase activity, transferring groups other than amino-acyl groups
LOC126305008	probable mitochondrial 2-oxodicarboxylate carrier	P GO:0055085 transmembrane transport
LOC126305007	arpin-like	P GO:0051126 negative regulation of actin nucleation
LOC126305006	uncharacterized protein LOC126305006	C GO:0005783 endoplasmic reticulum
LOC126305006	uncharacterized protein LOC126305006	P GO:0045047 protein targeting to ER
LOC126305004	uncharacterized protein LOC126305004	F GO:0003723 RNA binding
LOC126305003	DDB1- and CUL4-associated factor 6-like	F GO:0005515 protein binding
LOC126305094	kanadaptin isoform X2	F GO:0005515 protein binding
LOC126305098	V-type proton ATPase 116 kDa subunit a 1-like	C GO:0033179 proton-transporting V-type ATPase, V0 domain
LOC126305098	V-type proton ATPase 116 kDa subunit a 1-like	F GO:0046961 proton-transporting ATPase activity, rotational mechanism
LOC126305098	V-type proton ATPase 116 kDa subunit a 1-like	P GO:1902600 proton transmembrane transport
LOC126305103	rab effector Noc2-like	F GO:0031267 small GTPase binding
LOC126305103	rab effector Noc2-like	P GO:0006886 intracellular protein transport
LOC126305108	dipeptidase 1-like	F GO:0003676 nucleic acid binding
LOC126305108	dipeptidase 1-like	F GO:0008270 zinc ion binding
LOC126305108	dipeptidase 1-like	F GO:0070573 metallodipeptidase activity
LOC126305108	dipeptidase 1-like	P GO:0006508 proteolysis
LOC126305239	2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial	F GO:0016624 oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
LOC126305233	cytochrome b5	C GO:0016020 membrane
LOC126305233	cytochrome b5	F GO:0020037 heme binding
LOC126305233	cytochrome b5	F GO:0046872 metal ion binding
LOC126305238	annexin-B12-like	F GO:0005509 calcium ion binding
LOC126305238	annexin-B12-like	F GO:0005544 calcium-dependent phospholipid binding
LOC126305236	polyhomeotic-proximal chromatin protein	F GO:0003677 DNA binding
LOC126305236	polyhomeotic-proximal chromatin protein	F GO:0005515 protein binding
LOC126305269	DNA-directed RNA polymerase III subunit RPC3 isoform X1	C GO:0005666 RNA polymerase III complex
LOC126305269	DNA-directed RNA polymerase III subunit RPC3 isoform X1	F GO:0003697 single-stranded DNA binding
LOC126305269	DNA-directed RNA polymerase III subunit RPC3 isoform X1	P GO:0006351 DNA-templated transcription
LOC126305268	AP-2 complex subunit alpha	P GO:0072583 clathrin-dependent endocytosis
LOC126305268	AP-2 complex subunit alpha	F GO:0035615 clathrin adaptor activity
LOC126305268	AP-2 complex subunit alpha	C GO:0030122 AP-2 adaptor complex
LOC126305268	AP-2 complex subunit alpha	P GO:0006886 intracellular protein transport
LOC126305265	uncharacterized protein LOC126305265	F GO:0005515 protein binding
LOC126305264	protein unc-13 homolog C-like	F GO:0005509 calcium ion binding
LOC126305264	protein unc-13 homolog C-like	F GO:0005543 phospholipid binding
LOC126305483	V-type proton ATPase 116 kDa subunit a 1-like	C GO:0033179 proton-transporting V-type ATPase, V0 domain
LOC126305483	V-type proton ATPase 116 kDa subunit a 1-like	F GO:0046961 proton-transporting ATPase activity, rotational mechanism
LOC126305483	V-type proton ATPase 116 kDa subunit a 1-like	P GO:1902600 proton transmembrane transport
LOC126305504	peptide methionine sulfoxide reductase MsrB-like isoform X2	F GO:0033743 peptide-methionine (R)-S-oxide reductase activity
LOC126307608	cytochrome c oxidase subunit III	C GO:0005739 mitochondrion
LOC126307608	cytochrome c oxidase subunit III	C GO:0016020 membrane
LOC126307608	cytochrome c oxidase subunit III	F GO:0004129 cytochrome-c oxidase activity
LOC126307608	cytochrome c oxidase subunit III	P GO:0019646 aerobic electron transport chain
LOC126307608	cytochrome c oxidase subunit III	P GO:1902600 proton transmembrane transport
LOC126307647	V-type proton ATPase 116 kDa subunit a 1-like	C GO:0033179 proton-transporting V-type ATPase, V0 domain
LOC126307647	V-type proton ATPase 116 kDa subunit a 1-like	F GO:0046961 proton-transporting ATPase activity, rotational mechanism
LOC126307647	V-type proton ATPase 116 kDa subunit a 1-like	P GO:1902600 proton transmembrane transport
LOC126309736	sorting nexin-7-like	F GO:0035091 phosphatidylinositol binding
LOC126309737	Troponin C, isoform 2	F GO:0005515 protein binding
LOC126309740	protein lin-52 homolog isoform X2	C GO:0070176 DRM complex
LOC126309740	protein lin-52 homolog isoform X2	P GO:0006355 regulation of DNA-templated transcription
LOC126309758	acetylcholine receptor subunit alpha-like	F GO:0004888 transmembrane signaling receptor activity
LOC126309758	acetylcholine receptor subunit alpha-like	C GO:0045211 postsynaptic membrane
LOC126309758	acetylcholine receptor subunit alpha-like	F GO:0022848 acetylcholine-gated monoatomic cation-selective channel activity
LOC126309758	acetylcholine receptor subunit alpha-like	P GO:0034220 monoatomic ion transmembrane transport
LOC126310132	kanadaptin isoform X2	F GO:0005515 protein binding
LOC126311252	uncharacterized protein LOC126311252, partial	F GO:0005515 protein binding
LOC126311253	ABC transporter C family member 3-like	C GO:0016020 membrane
LOC126311253	ABC transporter C family member 3-like	F GO:0005524 ATP binding
LOC126311253	ABC transporter C family member 3-like	F GO:0016887 ATP hydrolysis activity
LOC126311253	ABC transporter C family member 3-like	F GO:0140359 ABC-type transporter activity
LOC126311253	ABC transporter C family member 3-like	P GO:0055085 transmembrane transport
LOC126311254	uncharacterized protein LOC126311254	F GO:0003723 RNA binding
LOC126311208	uncharacterized protein LOC126311208	F GO:0003676 nucleic acid binding
LOC126311200	uncharacterized protein LOC126311200	F GO:0046872 metal ion binding
LOC126311198	tubulin beta chain-like	C GO:0005874 microtubule
LOC126311198	tubulin beta chain-like	F GO:0003924 GTPase activity
LOC126311198	tubulin beta chain-like	F GO:0005200 structural constituent of cytoskeleton
LOC126311198	tubulin beta chain-like	F GO:0005525 GTP binding
LOC126311198	tubulin beta chain-like	P GO:0007017 microtubule-based process
LOC126311192	2-hydroxyacid dehydrogenase homolog	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126311192	2-hydroxyacid dehydrogenase homolog	F GO:0051287 NAD binding
LOC126311195	malonate-semialdehyde dehydrogenase 1-like	F GO:0016620 oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor
LOC126311186	dynamin-like protein A	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126311197	uncharacterized protein LOC126311197 isoform X2	F GO:0004177 aminopeptidase activity
LOC126311197	uncharacterized protein LOC126311197 isoform X2	F GO:0008270 zinc ion binding
LOC126311197	uncharacterized protein LOC126311197 isoform X2	P GO:0006508 proteolysis
LOC126311176	AFG1-like ATPase	F GO:0005524 ATP binding
LOC126311176	AFG1-like ATPase	F GO:0016887 ATP hydrolysis activity
LOC126311209	peptidyl-tRNA hydrolase 2, mitochondrial-like	F GO:0004045 aminoacyl-tRNA hydrolase activity
LOC126311187	uncharacterized protein LOC126311187	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126311193	uncharacterized protein LOC126311193	F GO:0005515 protein binding
LOC126311188	uncharacterized protein LOC126311188	F GO:0005524 ATP binding
LOC126311188	uncharacterized protein LOC126311188	F GO:0042393 histone binding
LOC126311188	uncharacterized protein LOC126311188	F GO:0140658 ATP-dependent chromatin remodeler activity
LOC126311210	thioredoxin-like protein 4A	C GO:0046540 U4/U6 x U5 tri-snRNP complex
LOC126311210	thioredoxin-like protein 4A	P GO:0000398 mRNA splicing, via spliceosome
LOC126311205	transcription factor of the MADS box	F GO:0000987 cis-regulatory region sequence-specific DNA binding
LOC126311205	transcription factor of the MADS box	F GO:0046983 protein dimerization activity
LOC126311205	transcription factor of the MADS box	P GO:0045944 positive regulation of transcription by RNA polymerase II
LOC126311205	transcription factor of the MADS box	F GO:0000981 DNA-binding transcription factor activity, RNA polymerase II-specific
LOC126311190	uncharacterized protein LOC126311190	C GO:0005634 nucleus
LOC126311190	uncharacterized protein LOC126311190	F GO:0005515 protein binding
LOC126311190	uncharacterized protein LOC126311190	P GO:0006396 RNA processing
LOC126311189	uncharacterized protein LOC126311189	F GO:0004672 protein kinase activity
LOC126311189	uncharacterized protein LOC126311189	F GO:0005515 protein binding
LOC126311189	uncharacterized protein LOC126311189	F GO:0005524 ATP binding
LOC126311189	uncharacterized protein LOC126311189	P GO:0006468 protein phosphorylation
LOC126311203	elongation of fatty acids protein sre1-like	C GO:0016020 membrane
LOC126311203	elongation of fatty acids protein sre1-like	F GO:0009922 fatty acid elongase activity
LOC126311194	uncharacterized protein LOC126311194 isoform X1	F GO:0005515 protein binding
LOC126311211	uncharacterized protein LOC126311211	P GO:0005975 carbohydrate metabolic process
LOC126311211	uncharacterized protein LOC126311211	F GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds
LOC126311211	uncharacterized protein LOC126311211	F GO:0030246 carbohydrate binding
LOC126311215	uncharacterized protein LOC126311215 isoform X1	F GO:0005515 protein binding
LOC126311220	uncharacterized protein LOC126311220 isoform X1	F GO:0004843 cysteine-type deubiquitinase activity
LOC126311220	uncharacterized protein LOC126311220 isoform X1	P GO:0016579 protein deubiquitination
LOC126311178	NKAP family protein-like	F GO:0003682 chromatin binding
LOC126311218	uncharacterized protein LOC126311218 isoform X1	F GO:0003950 NAD+-protein poly-ADP-ribosyltransferase activity
LOC126311180	ubiquitin-like modifier-activating enzyme 1	F GO:0008641 ubiquitin-like modifier activating enzyme activity
LOC126311180	ubiquitin-like modifier-activating enzyme 1	P GO:0036211 protein modification process
LOC126311225	probable splicing factor, arginine/serine-rich 3	F GO:0003723 RNA binding
LOC126311228	U6 snRNA-associated Sm-like protein LSm5	F GO:0003723 RNA binding
LOC126311219	riboflavin biosynthesis protein RibBA-like	C GO:0009349 riboflavin synthase complex
LOC126311219	riboflavin biosynthesis protein RibBA-like	F GO:0000906 6,7-dimethyl-8-ribityllumazine synthase activity
LOC126311219	riboflavin biosynthesis protein RibBA-like	F GO:0003935 GTP cyclohydrolase II activity
LOC126311219	riboflavin biosynthesis protein RibBA-like	F GO:0008686 3,4-dihydroxy-2-butanone-4-phosphate synthase activity
LOC126311219	riboflavin biosynthesis protein RibBA-like	P GO:0009231 riboflavin biosynthetic process
LOC126311181	glutamate--tRNA ligase-like	F GO:0005524 ATP binding
LOC126311181	glutamate--tRNA ligase-like	F GO:0004818 glutamate-tRNA ligase activity
LOC126311181	glutamate--tRNA ligase-like	P GO:0006424 glutamyl-tRNA aminoacylation
LOC126311181	glutamate--tRNA ligase-like	F GO:0000049 tRNA binding
LOC126311231	cytochrome b-c1 complex subunit 7-like	C GO:0005750 obsolete mitochondrial respiratory chain complex III
LOC126311231	cytochrome b-c1 complex subunit 7-like	P GO:0006122 mitochondrial electron transport, ubiquinol to cytochrome c
LOC126311234	intersectin-2-like isoform X1	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC126311182	uncharacterized protein LOC126311182	F GO:0005524 ATP binding
LOC126311182	uncharacterized protein LOC126311182	F GO:0030983 mismatched DNA binding
LOC126311182	uncharacterized protein LOC126311182	P GO:0006298 mismatch repair
LOC126311233	uncharacterized protein LOC126311233	F GO:0008483 transaminase activity
LOC126311233	uncharacterized protein LOC126311233	F GO:0030170 pyridoxal phosphate binding
LOC126311233	uncharacterized protein LOC126311233	P GO:0006520 amino acid metabolic process
LOC126311233	uncharacterized protein LOC126311233	P GO:0009058 biosynthetic process
LOC126311183	uncharacterized protein LOC126311183	P GO:0001522 pseudouridine synthesis
LOC126311183	uncharacterized protein LOC126311183	F GO:0003723 RNA binding
LOC126311183	uncharacterized protein LOC126311183	F GO:0009982 pseudouridine synthase activity
LOC126311236	asparagine--tRNA ligase-like	F GO:0003676 nucleic acid binding
LOC126311236	asparagine--tRNA ligase-like	F GO:0005524 ATP binding
LOC126311236	asparagine--tRNA ligase-like	F GO:0004816 asparagine-tRNA ligase activity
LOC126311236	asparagine--tRNA ligase-like	P GO:0006421 asparaginyl-tRNA aminoacylation
LOC126311238	solute carrier family 35 member F1-like	C GO:0016020 membrane
LOC126311238	solute carrier family 35 member F1-like	F GO:0022857 transmembrane transporter activity
LOC126311238	solute carrier family 35 member F1-like	P GO:0055085 transmembrane transport
LOC126311240	U1 small nuclear ribonucleoprotein 70 kDa-like	F GO:0030619 U1 snRNA binding
LOC126311245	proteasome subunit beta type-3-like	P GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process
LOC126311245	proteasome subunit beta type-3-like	C GO:0019774 proteasome core complex, beta-subunit complex
LOC126311246	ribosome biogenesis protein BOP1 homolog	F GO:0005515 protein binding
LOC126311246	ribosome biogenesis protein BOP1 homolog	P GO:0006364 rRNA processing
LOC126311248	Yip1 domain-containing protein	C GO:0016020 membrane
LOC126311251	frataxin, mitochondrial-like	P GO:0006879 intracellular iron ion homeostasis
LOC126311251	frataxin, mitochondrial-like	F GO:0008199 ferric iron binding
LOC126311251	frataxin, mitochondrial-like	P GO:0018283 iron incorporation into metallo-sulfur cluster
LOC126311251	frataxin, mitochondrial-like	C GO:0005739 mitochondrion
LOC126311251	frataxin, mitochondrial-like	F GO:0004322 ferroxidase activity
LOC126311250	WD repeat-containing protein 61-like	F GO:0005515 protein binding
LOC126311353	kanadaptin isoform X2	F GO:0005515 protein binding
LOC126311658	proteoglycan 4-like	F GO:0003676 nucleic acid binding
LOC126311658	proteoglycan 4-like	F GO:0008270 zinc ion binding
LOC126312748	serine-enriched protein-like	F GO:0005515 protein binding
LOC126312744	X-ray repair cross-complementing protein 5-like	F GO:0042162 telomeric DNA binding
LOC126312744	X-ray repair cross-complementing protein 5-like	P GO:0006310 DNA recombination
LOC126312744	X-ray repair cross-complementing protein 5-like	P GO:0000723 telomere maintenance
LOC126312744	X-ray repair cross-complementing protein 5-like	C GO:0043564 Ku70:Ku80 complex
LOC126312744	X-ray repair cross-complementing protein 5-like	P GO:0006303 double-strand break repair via nonhomologous end joining
LOC126312744	X-ray repair cross-complementing protein 5-like	F GO:0003684 damaged DNA binding
LOC126312745	serine-enriched protein-like	F GO:0005515 protein binding
LOC126312749	X-ray repair cross-complementing protein 5-like	F GO:0042162 telomeric DNA binding
LOC126312749	X-ray repair cross-complementing protein 5-like	P GO:0006310 DNA recombination
LOC126312749	X-ray repair cross-complementing protein 5-like	P GO:0000723 telomere maintenance
LOC126312749	X-ray repair cross-complementing protein 5-like	C GO:0043564 Ku70:Ku80 complex
LOC126312749	X-ray repair cross-complementing protein 5-like	P GO:0006303 double-strand break repair via nonhomologous end joining
LOC126312749	X-ray repair cross-complementing protein 5-like	F GO:0003684 damaged DNA binding
LOC126313302	uncharacterized protein LOC126313302	C GO:0016020 membrane
LOC126313302	uncharacterized protein LOC126313302	F GO:0005524 ATP binding
LOC126313302	uncharacterized protein LOC126313302	F GO:0016887 ATP hydrolysis activity
LOC126313302	uncharacterized protein LOC126313302	F GO:0140359 ABC-type transporter activity
LOC126313306	uncharacterized protein LOC126313306	F GO:0005515 protein binding
LOC126313299	uncharacterized protein LOC126313299	F GO:0005515 protein binding
LOC126313307	uncharacterized protein LOC126313307	C GO:0005840 ribosome
LOC126313307	uncharacterized protein LOC126313307	F GO:0003735 structural constituent of ribosome
LOC126313307	uncharacterized protein LOC126313307	F GO:0005515 protein binding
LOC126313307	uncharacterized protein LOC126313307	P GO:0006412 translation
LOC126313320	sestrin homolog isoform X3	C GO:0005634 nucleus
LOC126313320	sestrin homolog isoform X3	P GO:1901031 regulation of response to reactive oxygen species
LOC126313321	hypothetical protein DVH24_011160	F GO:0003723 RNA binding
LOC126313321	hypothetical protein DVH24_011160	F GO:0003735 structural constituent of ribosome
LOC126313321	hypothetical protein DVH24_011160	C GO:0015934 large ribosomal subunit
LOC126313321	hypothetical protein DVH24_011160	P GO:0006412 translation
LOC126313322	uncharacterized protein LOC126313322	P GO:0006396 RNA processing
LOC126313318	nucleoside diphosphate kinase-like	F GO:0004550 nucleoside diphosphate kinase activity
LOC126313318	nucleoside diphosphate kinase-like	P GO:0006183 GTP biosynthetic process
LOC126313318	nucleoside diphosphate kinase-like	P GO:0006228 UTP biosynthetic process
LOC126313318	nucleoside diphosphate kinase-like	P GO:0006241 CTP biosynthetic process
LOC126313396	ATP-dependent RNA helicase DDX51-like	F GO:0003676 nucleic acid binding
LOC126313396	ATP-dependent RNA helicase DDX51-like	F GO:0005524 ATP binding
LOC126313314	uncharacterized protein LOC126313314 isoform X2	F GO:0003755 peptidyl-prolyl cis-trans isomerase activity
LOC126313314	uncharacterized protein LOC126313314 isoform X2	F GO:0003723 RNA binding
LOC126313314	uncharacterized protein LOC126313314 isoform X2	P GO:0000413 protein peptidyl-prolyl isomerization
LOC126313305	peptide methionine sulfoxide reductase-like	F GO:0008113 peptide-methionine (S)-S-oxide reductase activity
LOC126313304	uncharacterized protein LOC126313304	F GO:0005515 protein binding
LOC126313304	uncharacterized protein LOC126313304	F GO:0016491 oxidoreductase activity
LOC126313332	phosphoenolpyruvate carboxykinase (ATP)-like	F GO:0004612 phosphoenolpyruvate carboxykinase (ATP) activity
LOC126313332	phosphoenolpyruvate carboxykinase (ATP)-like	F GO:0005524 ATP binding
LOC126313332	phosphoenolpyruvate carboxykinase (ATP)-like	P GO:0006094 gluconeogenesis
LOC126313334	uncharacterized protein LOC126313334	F GO:0004807 triose-phosphate isomerase activity
LOC126313334	uncharacterized protein LOC126313334	P GO:0006096 glycolytic process
LOC126313335	ATP-dependent DNA helicase PIF1-like	F GO:0003678 DNA helicase activity
LOC126313335	ATP-dependent DNA helicase PIF1-like	P GO:0000723 telomere maintenance
LOC126313335	ATP-dependent DNA helicase PIF1-like	P GO:0006281 DNA repair
LOC126313340	26S proteasome regulatory subunit 10B-like	F GO:0005524 ATP binding
LOC126313340	26S proteasome regulatory subunit 10B-like	F GO:0016887 ATP hydrolysis activity
LOC126313341	probable tRNA-dihydrouridine synthase	F GO:0017150 tRNA dihydrouridine synthase activity
LOC126313341	probable tRNA-dihydrouridine synthase	P GO:0008033 tRNA processing
LOC126313341	probable tRNA-dihydrouridine synthase	F GO:0050660 flavin adenine dinucleotide binding
LOC126313338	vacuolar fusion protein CCZ1 homolog isoform X1	P GO:0016192 vesicle-mediated transport
LOC126313336	uncharacterized protein LOC126313336	F GO:0005515 protein binding
LOC126313342	uncharacterized protein LOC126313342	P GO:0006367 transcription initiation at RNA polymerase II promoter
LOC126313345	gamma-tubulin complex component 4-like	F GO:0043015 gamma-tubulin binding
LOC126313348	pre-mRNA-processing factor 19-like	F GO:0004842 ubiquitin-protein transferase activity
LOC126313348	pre-mRNA-processing factor 19-like	F GO:0005515 protein binding
LOC126313348	pre-mRNA-processing factor 19-like	P GO:0016567 protein ubiquitination
LOC126313349	uncharacterized protein LOC126313349	C GO:0005840 ribosome
LOC126313349	uncharacterized protein LOC126313349	F GO:0003735 structural constituent of ribosome
LOC126313349	uncharacterized protein LOC126313349	P GO:0006412 translation
LOC126313350	WD repeat-containing protein 75-like	F GO:0005515 protein binding
LOC126313353	50S ribosomal protein L15-like	C GO:0015934 large ribosomal subunit
LOC126313353	50S ribosomal protein L15-like	F GO:0003735 structural constituent of ribosome
LOC126313353	50S ribosomal protein L15-like	P GO:0006412 translation
LOC126313351	uncharacterized protein LOC126313351	F GO:0005096 GTPase activator activity
LOC126313351	uncharacterized protein LOC126313351	P GO:0051056 regulation of small GTPase mediated signal transduction
LOC126313357	uncharacterized protein LOC126313357	C GO:0016020 membrane
LOC126313359	60S acidic ribosomal protein P0-like	P GO:0042254 ribosome biogenesis
LOC126313358	putative transcription elongation factor S-II	F GO:0003676 nucleic acid binding
LOC126313358	putative transcription elongation factor S-II	F GO:0008270 zinc ion binding
LOC126313358	putative transcription elongation factor S-II	P GO:0006351 DNA-templated transcription
LOC126313361	chorismate synthase-like	F GO:0004107 chorismate synthase activity
LOC126313361	chorismate synthase-like	P GO:0009073 aromatic amino acid family biosynthetic process
LOC126313398	uncharacterized protein LOC126313398	P GO:0009073 aromatic amino acid family biosynthetic process
LOC126313398	uncharacterized protein LOC126313398	F GO:0003866 3-phosphoshikimate 1-carboxyvinyltransferase activity
LOC126313398	uncharacterized protein LOC126313398	F GO:0003855 3-dehydroquinate dehydratase activity
LOC126313399	uncharacterized protein LOC126313399	F GO:0003849 3-deoxy-7-phosphoheptulonate synthase activity
LOC126313399	uncharacterized protein LOC126313399	P GO:0009073 aromatic amino acid family biosynthetic process
LOC126313363	AP-1 complex subunit beta-like	P GO:0016192 vesicle-mediated transport
LOC126313363	AP-1 complex subunit beta-like	C GO:0030131 clathrin adaptor complex
LOC126313363	AP-1 complex subunit beta-like	P GO:0006886 intracellular protein transport
LOC126313366	3-hydroxybutyryl-CoA dehydrogenase-like	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC126313366	3-hydroxybutyryl-CoA dehydrogenase-like	F GO:0070403 NAD+ binding
LOC126313366	3-hydroxybutyryl-CoA dehydrogenase-like	P GO:0006631 fatty acid metabolic process
LOC126313400	uncharacterized WD repeat-containing protein alr2800-like	F GO:0005515 protein binding
LOC126313401	villin-1-like	F GO:0051015 actin filament binding
LOC126313401	villin-1-like	P GO:0007010 cytoskeleton organization
LOC126313377	protein angel homolog 2-like	F GO:0003824 catalytic activity
LOC126313378	methionyl-tRNA formyltransferase-like	F GO:0004479 methionyl-tRNA formyltransferase activity
LOC126313378	methionyl-tRNA formyltransferase-like	P GO:0009058 biosynthetic process
LOC126313403	uncharacterized protein LOC126313403	F GO:0003676 nucleic acid binding
LOC126313403	uncharacterized protein LOC126313403	F GO:0005524 ATP binding
LOC126313403	uncharacterized protein LOC126313403	F GO:0004813 alanine-tRNA ligase activity
LOC126313403	uncharacterized protein LOC126313403	C GO:0005737 cytoplasm
LOC126313403	uncharacterized protein LOC126313403	P GO:0006419 alanyl-tRNA aminoacylation
LOC126313381	alanine--tRNA ligase, cytoplasmic-like	F GO:0003676 nucleic acid binding
LOC126313381	alanine--tRNA ligase, cytoplasmic-like	F GO:0005524 ATP binding
LOC126313381	alanine--tRNA ligase, cytoplasmic-like	F GO:0004813 alanine-tRNA ligase activity
LOC126313381	alanine--tRNA ligase, cytoplasmic-like	P GO:0006419 alanyl-tRNA aminoacylation
LOC126313374	sentrin-specific protease 1-like	F GO:0008234 cysteine-type peptidase activity
LOC126313374	sentrin-specific protease 1-like	P GO:0006508 proteolysis
LOC126313379	uncharacterized protein LOC126313379	F GO:0005515 protein binding
LOC126313404	uncharacterized protein LOC126313404	F GO:0005524 ATP binding
LOC126313404	uncharacterized protein LOC126313404	F GO:0016887 ATP hydrolysis activity
LOC126313371	RNA cytidine acetyltransferase-like	F GO:0005524 ATP binding
LOC126313371	RNA cytidine acetyltransferase-like	P GO:0016072 rRNA metabolic process
LOC126313371	RNA cytidine acetyltransferase-like	F GO:0008080 N-acetyltransferase activity
LOC126313375	Signal-induced proliferation-associated protein 1	F GO:0005096 GTPase activator activity
LOC126313375	Signal-induced proliferation-associated protein 1	P GO:0051056 regulation of small GTPase mediated signal transduction
LOC126313382	chaperone protein DnaJ-like	F GO:0005524 ATP binding
LOC126313382	chaperone protein DnaJ-like	F GO:0031072 heat shock protein binding
LOC126313382	chaperone protein DnaJ-like	F GO:0051082 unfolded protein binding
LOC126313382	chaperone protein DnaJ-like	P GO:0006457 protein folding
LOC126313382	chaperone protein DnaJ-like	P GO:0009408 response to heat
LOC126313372	uncharacterized protein LOC126313372	F GO:0005515 protein binding
LOC126313386	cleavage stimulation factor subunit 1-like	F GO:0005515 protein binding
LOC126313390	kanadaptin-like	F GO:0005515 protein binding
LOC126313406	LOW QUALITY PROTEIN: uncharacterized protein LOC126313406	C GO:0005789 endoplasmic reticulum membrane
LOC126313406	LOW QUALITY PROTEIN: uncharacterized protein LOC126313406	F GO:0003723 RNA binding
LOC126313406	LOW QUALITY PROTEIN: uncharacterized protein LOC126313406	P GO:0018279 protein N-linked glycosylation via asparagine
LOC126313389	uncharacterized protein LOC126313389	F GO:0005096 GTPase activator activity
LOC126313391	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit-like	C GO:0005789 endoplasmic reticulum membrane
LOC126313391	dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit-like	P GO:0018279 protein N-linked glycosylation via asparagine
LOC126313392	proteasomal ATPase-associated factor 1-like	F GO:0005515 protein binding
LOC126313407	thiol-disulfide oxidoreductase ResA-like	F GO:0016491 oxidoreductase activity
LOC126313408	uncharacterized protein LOC126313408	F GO:0046872 metal ion binding
LOC126313323	uncharacterized protein LOC126313323	F GO:0005524 ATP binding
LOC126313323	uncharacterized protein LOC126313323	F GO:0016887 ATP hydrolysis activity
LOC126313323	uncharacterized protein LOC126313323	F GO:0051082 unfolded protein binding
LOC126313323	uncharacterized protein LOC126313323	F GO:0140662 ATP-dependent protein folding chaperone
LOC126313323	uncharacterized protein LOC126313323	P GO:0006457 protein folding
LOC126313325	dCTP deaminase, dUMP-forming-like	F GO:0008829 dCTP deaminase activity
LOC126313325	dCTP deaminase, dUMP-forming-like	P GO:0006229 dUTP biosynthetic process
LOC126313308	rRNA 2'-O-methyltransferase fibrillarin-like	F GO:0003723 RNA binding
LOC126313308	rRNA 2'-O-methyltransferase fibrillarin-like	F GO:0008168 methyltransferase activity
LOC126313308	rRNA 2'-O-methyltransferase fibrillarin-like	P GO:0006364 rRNA processing
LOC126313419	probable phenylalanine--tRNA ligase, mitochondrial	F GO:0005524 ATP binding
LOC126313419	probable phenylalanine--tRNA ligase, mitochondrial	C GO:0005737 cytoplasm
LOC126313419	probable phenylalanine--tRNA ligase, mitochondrial	F GO:0004826 phenylalanine-tRNA ligase activity
LOC126313419	probable phenylalanine--tRNA ligase, mitochondrial	P GO:0006432 phenylalanyl-tRNA aminoacylation
LOC126313419	probable phenylalanine--tRNA ligase, mitochondrial	F GO:0000049 tRNA binding
LOC126314148	ankyrin repeat domain-containing protein 23-like	F GO:0005515 protein binding
LOC126314282	structural maintenance of chromosomes protein 4-like	C GO:0005694 chromosome
LOC126314282	structural maintenance of chromosomes protein 4-like	F GO:0005515 protein binding
LOC126314282	structural maintenance of chromosomes protein 4-like	F GO:0005524 ATP binding
