Sequence Name	Sequence Description	GO in Extended Format (GO Category GO ID GO Term)
LOC124720073	proteasome subunit beta type-6	C GO:0005839 proteasome core complex
LOC124720073	proteasome subunit beta type-6	F GO:0004298 threonine-type endopeptidase activity
LOC124720073	proteasome subunit beta type-6	P GO:0051603 proteolysis involved in protein catabolic process
LOC124720180	transcription initiation factor TFIID subunit 12-like	C GO:0005669 transcription factor TFIID complex
LOC124720180	transcription initiation factor TFIID subunit 12-like	F GO:0046982 protein heterodimerization activity
LOC124720180	transcription initiation factor TFIID subunit 12-like	P GO:0006352 DNA-templated transcription initiation
LOC124720325	proteasome subunit alpha type-6-like	C GO:0019773 proteasome core complex, alpha-subunit complex
LOC124720325	proteasome subunit alpha type-6-like	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC124720477	ras-associated and pleckstrin homology domains-containing protein 1	P GO:0007165 signal transduction
LOC124719895	tyrosine-protein phosphatase non-receptor type 11-like	F GO:0004725 protein tyrosine phosphatase activity
LOC124719895	tyrosine-protein phosphatase non-receptor type 11-like	P GO:0006470 protein dephosphorylation
LOC124720190	zinc finger MYND domain-containing protein 11-like	F GO:0003677 DNA binding
LOC124720190	zinc finger MYND domain-containing protein 11-like	F GO:0005515 protein binding
LOC124720201	uncharacterized protein LOC124720201	F GO:0003700 DNA-binding transcription factor activity
LOC124720201	uncharacterized protein LOC124720201	F GO:0043565 sequence-specific DNA binding
LOC124720201	uncharacterized protein LOC124720201	P GO:0006355 regulation of DNA-templated transcription
LOC124720202	uncharacterized protein LOC124720202	F GO:0003700 DNA-binding transcription factor activity
LOC124720202	uncharacterized protein LOC124720202	F GO:0043565 sequence-specific DNA binding
LOC124720202	uncharacterized protein LOC124720202	P GO:0006355 regulation of DNA-templated transcription
LOC124720204	forkhead box protein D1-like	F GO:0003700 DNA-binding transcription factor activity
LOC124720204	forkhead box protein D1-like	F GO:0043565 sequence-specific DNA binding
LOC124720204	forkhead box protein D1-like	P GO:0006355 regulation of DNA-templated transcription
LOC124720206	uncharacterized protein LOC124720206	F GO:0003700 DNA-binding transcription factor activity
LOC124720206	uncharacterized protein LOC124720206	F GO:0043565 sequence-specific DNA binding
LOC124720206	uncharacterized protein LOC124720206	P GO:0006355 regulation of DNA-templated transcription
LOC124720207	forkhead box protein G1-like	F GO:0003700 DNA-binding transcription factor activity
LOC124720207	forkhead box protein G1-like	F GO:0043565 sequence-specific DNA binding
LOC124720207	forkhead box protein G1-like	P GO:0006355 regulation of DNA-templated transcription
LOC124719938	probable ATP-dependent RNA helicase DDX60 isoform X3	F GO:0003676 nucleic acid binding
LOC124719938	probable ATP-dependent RNA helicase DDX60 isoform X3	F GO:0005524 ATP binding
LOC124720143	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC124720143	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC124720143	facilitated trehalose transporter Tret1-like	P GO:0008643 carbohydrate transport
LOC124720143	facilitated trehalose transporter Tret1-like	F GO:0051119 sugar transmembrane transporter activity
LOC124720209	facilitated trehalose transporter Tret1-like	P GO:0055085 transmembrane transport
LOC124720209	facilitated trehalose transporter Tret1-like	C GO:0016020 membrane
LOC124720209	facilitated trehalose transporter Tret1-like	P GO:0008643 carbohydrate transport
LOC124720209	facilitated trehalose transporter Tret1-like	F GO:0051119 sugar transmembrane transporter activity
LOC124720210	uncharacterized protein LOC124720210	F GO:0003700 DNA-binding transcription factor activity
LOC124720210	uncharacterized protein LOC124720210	F GO:0043565 sequence-specific DNA binding
LOC124720210	uncharacterized protein LOC124720210	P GO:0006355 regulation of DNA-templated transcription
LOC124720451	uncharacterized protein LOC124720451	F GO:0003700 DNA-binding transcription factor activity
LOC124720451	uncharacterized protein LOC124720451	F GO:0043565 sequence-specific DNA binding
LOC124720451	uncharacterized protein LOC124720451	P GO:0006355 regulation of DNA-templated transcription
LOC124720217	uncharacterized protein LOC124720217	F GO:0003700 DNA-binding transcription factor activity
LOC124720217	uncharacterized protein LOC124720217	F GO:0043565 sequence-specific DNA binding
LOC124720217	uncharacterized protein LOC124720217	P GO:0006355 regulation of DNA-templated transcription
LOC124720221	forkhead box protein D3-A-like	F GO:0003700 DNA-binding transcription factor activity
LOC124720221	forkhead box protein D3-A-like	F GO:0043565 sequence-specific DNA binding
LOC124720221	forkhead box protein D3-A-like	P GO:0006355 regulation of DNA-templated transcription
LOC124720222	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124719992	sodium/potassium/calcium exchanger 3 isoform X2	C GO:0016020 membrane
LOC124719992	sodium/potassium/calcium exchanger 3 isoform X2	P GO:0055085 transmembrane transport
LOC124720227	solute carrier family 2, facilitated glucose transporter member 8-like	P GO:0055085 transmembrane transport
LOC124720227	solute carrier family 2, facilitated glucose transporter member 8-like	C GO:0016020 membrane
LOC124720227	solute carrier family 2, facilitated glucose transporter member 8-like	P GO:0008643 carbohydrate transport
LOC124720227	solute carrier family 2, facilitated glucose transporter member 8-like	F GO:0051119 sugar transmembrane transporter activity
LOC124720229	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124720230	poly [ADP-ribose] polymerase tankyrase-2-like	F GO:0005515 protein binding
LOC124720498	unnamed protein product	F GO:0004222 metalloendopeptidase activity
LOC124720498	unnamed protein product	P GO:0006508 proteolysis
LOC124719926	6-phosphogluconate dehydrogenase, decarboxylating	F GO:0004616 phosphogluconate dehydrogenase (decarboxylating) activity
LOC124719926	6-phosphogluconate dehydrogenase, decarboxylating	F GO:0050661 NADP binding
LOC124719926	6-phosphogluconate dehydrogenase, decarboxylating	P GO:0006098 pentose-phosphate shunt
LOC124720067	ankyrin-2-like	F GO:0005515 protein binding
LOC124720355	ankyrin repeat and death domain-containing protein 1A-like	F GO:0005515 protein binding
LOC124720239	period circadian protein	C GO:0005634 nucleus
LOC124720239	period circadian protein	C GO:0005667 transcription regulator complex
LOC124720239	period circadian protein	C GO:0005737 cytoplasm
LOC124720239	period circadian protein	F GO:0003700 DNA-binding transcription factor activity
LOC124720239	period circadian protein	P GO:0006355 regulation of DNA-templated transcription
LOC124720241	pancreas transcription factor 1 subunit alpha	F GO:0046983 protein dimerization activity
LOC124719998	DNA-directed RNA polymerase II subunit Rpb4	F GO:0000166 nucleotide binding
LOC124719998	DNA-directed RNA polymerase II subunit Rpb4	C GO:0030880 RNA polymerase complex
LOC124719998	DNA-directed RNA polymerase II subunit Rpb4	P GO:0006352 DNA-templated transcription initiation
LOC124719955	E3 ubiquitin-protein ligase SIAH1-like	C GO:0005737 cytoplasm
LOC124719955	E3 ubiquitin-protein ligase SIAH1-like	F GO:0005515 protein binding
LOC124719955	E3 ubiquitin-protein ligase SIAH1-like	F GO:0008270 zinc ion binding
LOC124719955	E3 ubiquitin-protein ligase SIAH1-like	P GO:0006511 ubiquitin-dependent protein catabolic process
LOC124719955	E3 ubiquitin-protein ligase SIAH1-like	P GO:0007275 multicellular organism development
LOC124720243	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124720461	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124720168	uncharacterized protein LOC126101533	F GO:0005515 protein binding
LOC124720246	ankyrin repeat domain-containing protein 2-like	F GO:0005515 protein binding
LOC124720432	speckle-type POZ protein-like isoform X1	F GO:0005515 protein binding
LOC124720249	ankyrin repeat domain-containing protein 23-like	F GO:0005515 protein binding
LOC124720141	ankyrin repeat, PH and SEC7 domain containing protein secG-like	F GO:0005515 protein binding
LOC124719934	poly [ADP-ribose] polymerase tankyrase-1-like isoform X1	F GO:0005515 protein binding
LOC124720151	probable cationic amino acid transporter	C GO:0016020 membrane
LOC124720151	probable cationic amino acid transporter	F GO:0022857 transmembrane transporter activity
LOC124720151	probable cationic amino acid transporter	P GO:0055085 transmembrane transport
LOC124720022	ankyrin-3-like isoform X1	F GO:0005515 protein binding
LOC124720337	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
LOC124720056	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720254	activated Cdc42 kinase-like	F GO:0004672 protein kinase activity
LOC124720254	activated Cdc42 kinase-like	F GO:0005515 protein binding
LOC124720254	activated Cdc42 kinase-like	F GO:0005524 ATP binding
LOC124720254	activated Cdc42 kinase-like	P GO:0006468 protein phosphorylation
LOC124720256	pre-mRNA 3' end processing protein WDR33	F GO:0005515 protein binding
LOC124720040	sperm-associated antigen 7 homolog	F GO:0003676 nucleic acid binding
LOC124720138	poly [ADP-ribose] polymerase tankyrase-like	F GO:0005515 protein binding
LOC124720257	zinc metalloproteinase nas-13-like	P GO:0006508 proteolysis
LOC124720257	zinc metalloproteinase nas-13-like	F GO:0004222 metalloendopeptidase activity
LOC124719624	coagulation factor IX-like	F GO:0004252 serine-type endopeptidase activity
LOC124719624	coagulation factor IX-like	P GO:0006508 proteolysis
LOC124720045	histidine-rich glycoprotein-like	F GO:0046983 protein dimerization activity
LOC124720387	protein DDI1 homolog 2 isoform X1	F GO:0004190 aspartic-type endopeptidase activity
LOC124720387	protein DDI1 homolog 2 isoform X1	F GO:0005515 protein binding
LOC124720387	protein DDI1 homolog 2 isoform X1	P GO:0006508 proteolysis
LOC124719628	voltage-gated potassium channel subunit beta-2	C GO:0005737 cytoplasm
LOC124719628	voltage-gated potassium channel subunit beta-2	F GO:0005249 voltage-gated potassium channel activity
LOC124719628	voltage-gated potassium channel subunit beta-2	P GO:0006813 potassium ion transport
LOC124719629	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124720430	mucin-5AC-like	F GO:0005515 protein binding
LOC124720531	BTB/POZ and MATH domain-containing protein 3-like	F GO:0005515 protein binding
LOC124719939	mucin-5AC-like	F GO:0005515 protein binding
LOC124720021	FYVE zinc finger domain protein UPA1-like	F GO:0005515 protein binding
LOC124720347	ankyrin-2-like	F GO:0005515 protein binding
LOC124720492	receptor-interacting serine/threonine-protein kinase 4-like	F GO:0005515 protein binding
LOC124720170	ankyrin-3-like	F GO:0005515 protein binding
LOC124720454	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
LOC124719638	uncharacterized protein LOC124719638	F GO:0003676 nucleic acid binding
LOC124719642	uncharacterized protein LOC124719638	F GO:0003676 nucleic acid binding
LOC124720308	uncharacterized protein LOC124720308	F GO:0003676 nucleic acid binding
LOC124719643	uncharacterized protein LOC124719643	F GO:0003676 nucleic acid binding
LOC124720072	uncharacterized protein LOC124720072	F GO:0005515 protein binding
LOC124720070	uncharacterized protein LOC124553768 isoform X1	F GO:0005515 protein binding
LOC124719644	F-box/LRR-repeat protein 15-like	F GO:0005515 protein binding
LOC124720119	potential E3 ubiquitin-protein ligase ariadne-2 isoform X1	F GO:0008270 zinc ion binding
LOC124719966	uncharacterized protein LOC124553707	F GO:0005515 protein binding
LOC124719941	Serine/threonine-protein kinase OSR1	F GO:0004674 protein serine/threonine kinase activity
LOC124719941	Serine/threonine-protein kinase OSR1	F GO:0005524 ATP binding
LOC124720082	putative sodium-dependent multivitamin transporter	C GO:0016020 membrane
LOC124720082	putative sodium-dependent multivitamin transporter	F GO:0022857 transmembrane transporter activity
LOC124720082	putative sodium-dependent multivitamin transporter	P GO:0055085 transmembrane transport
LOC124720311	ankyrin-3-like	F GO:0005515 protein binding
LOC124719965	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124720392	poly [ADP-ribose] polymerase tankyrase-1-like isoform X2	F GO:0005515 protein binding
LOC124720318	putative sodium-dependent multivitamin transporter	C GO:0016020 membrane
LOC124720318	putative sodium-dependent multivitamin transporter	F GO:0022857 transmembrane transporter activity
LOC124720318	putative sodium-dependent multivitamin transporter	P GO:0055085 transmembrane transport
LOC124719653	putative sodium-dependent multivitamin transporter	C GO:0016020 membrane
LOC124719653	putative sodium-dependent multivitamin transporter	F GO:0022857 transmembrane transporter activity
LOC124719653	putative sodium-dependent multivitamin transporter	P GO:0055085 transmembrane transport
LOC124719655	uncharacterized protein LOC124719655	F GO:0008270 zinc ion binding
LOC124719656	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124720137	uncharacterized protein LOC126108752	F GO:0005515 protein binding
LOC124720098	uncharacterized protein LOC126427239 isoform X2	F GO:0005515 protein binding
LOC124719658	putative sodium-dependent multivitamin transporter	C GO:0016020 membrane
LOC124719658	putative sodium-dependent multivitamin transporter	F GO:0022857 transmembrane transporter activity
LOC124719658	putative sodium-dependent multivitamin transporter	P GO:0055085 transmembrane transport
LOC124719659	putative sodium-dependent multivitamin transporter	C GO:0016020 membrane
LOC124719659	putative sodium-dependent multivitamin transporter	F GO:0022857 transmembrane transporter activity
LOC124719659	putative sodium-dependent multivitamin transporter	P GO:0055085 transmembrane transport
LOC124719664	uncharacterized protein LOC124719664	F GO:0046983 protein dimerization activity
LOC124719665	protein phosphatase 1 regulatory subunit 27-like	F GO:0005515 protein binding
LOC124719667	poly [ADP-ribose] polymerase tankyrase-like	F GO:0005515 protein binding
LOC124720356	ankyrin-3-like	F GO:0005515 protein binding
LOC124720476	protein roadkill-like isoform X2	F GO:0005515 protein binding
LOC124720159	uncharacterized protein LOC124720159	F GO:0005515 protein binding
LOC124719670	ankyrin repeat domain-containing protein 39-like	F GO:0005515 protein binding
LOC124719671	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719672	potassium channel KOR2-like	F GO:0005515 protein binding
LOC124720028	sugar transporter SWEET1-like	C GO:0016020 membrane
LOC124720443	ankyrin repeat domain-containing protein 39-like	F GO:0005515 protein binding
LOC124720442	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
LOC124719673	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
LOC124719674	ankyrin repeat and protein kinase domain-containing protein 1-like	F GO:0005515 protein binding
LOC124720034	neprilysin-2-like isoform X1	P GO:0006508 proteolysis
LOC124720034	neprilysin-2-like isoform X1	F GO:0004222 metalloendopeptidase activity
LOC124720158	BTB/POZ and MATH domain-containing protein 2-like	F GO:0005515 protein binding
LOC124720113	peroxisomal carnitine O-octanoyltransferase	F GO:0016740 transferase activity
LOC124720113	peroxisomal carnitine O-octanoyltransferase	P GO:0006631 fatty acid metabolic process
LOC124720200	ras-related protein Rab-18-like	F GO:0003924 GTPase activity
LOC124720200	ras-related protein Rab-18-like	F GO:0005525 GTP binding
LOC124720514	ras-related protein Rab-18-like	F GO:0003924 GTPase activity
LOC124720514	ras-related protein Rab-18-like	F GO:0005525 GTP binding
LOC124719676	ankyrin-3-like	F GO:0005515 protein binding
LOC124719678	F-box/LRR-repeat protein 14-like	F GO:0005515 protein binding
LOC124720030	triosephosphate isomerase B	F GO:0004807 triose-phosphate isomerase activity
LOC124720030	triosephosphate isomerase B	P GO:0006096 glycolytic process
LOC124719991	DEAD-box helicase Dbp80-like	F GO:0003676 nucleic acid binding
LOC124719991	DEAD-box helicase Dbp80-like	F GO:0003724 RNA helicase activity
LOC124719991	DEAD-box helicase Dbp80-like	F GO:0005524 ATP binding
LOC124719679	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720276	protein-S-isoprenylcysteine O-methyltransferase	C GO:0005783 endoplasmic reticulum
LOC124720276	protein-S-isoprenylcysteine O-methyltransferase	C GO:0016020 membrane
LOC124720276	protein-S-isoprenylcysteine O-methyltransferase	F GO:0004671 protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
LOC124720276	protein-S-isoprenylcysteine O-methyltransferase	P GO:0006481 C-terminal protein methylation
LOC124720033	uncharacterized protein LOC124720033	F GO:0005515 protein binding
LOC124720006	uncharacterized protein LOC124720006	F GO:0005515 protein binding
LOC124719683	uncharacterized protein LOC124719683	F GO:0003676 nucleic acid binding
LOC124719683	uncharacterized protein LOC124719683	F GO:0008270 zinc ion binding
LOC124720282	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720349	ankyrin-3-like	F GO:0005515 protein binding
LOC124720457	ankyrin-3-like	F GO:0005515 protein binding
LOC124719686	26S proteasome non-ATPase regulatory subunit 10-like	F GO:0005515 protein binding
LOC124719687	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719689	protein VAPYRIN-like	F GO:0005515 protein binding
LOC124719690	poly [ADP-ribose] polymerase tankyrase-2-like	F GO:0005515 protein binding
LOC124720315	guanine nucleotide-binding protein subunit beta-2	F GO:0005515 protein binding
LOC124720251	ankyrin repeat and protein kinase domain-containing protein 1-like	F GO:0005515 protein binding
LOC124720413	ankyrin-3-like	F GO:0005515 protein binding
LOC124719691	neprilysin-2-like	P GO:0006508 proteolysis
LOC124719691	neprilysin-2-like	F GO:0004222 metalloendopeptidase activity
LOC124720463	26S proteasome non-ATPase regulatory subunit 10-like	F GO:0005515 protein binding
LOC124720367	uncharacterized protein LOC126213209 isoform X2	F GO:0005515 protein binding
LOC124720152	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like	F GO:0005515 protein binding
LOC124719694	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124720458	ankyrin-3-like isoform X1	F GO:0005515 protein binding
LOC124719695	chymotrypsin-like protease CTRL-1	F GO:0004252 serine-type endopeptidase activity
LOC124719695	chymotrypsin-like protease CTRL-1	P GO:0006508 proteolysis
LOC124720000	unnamed protein product	F GO:0005524 ATP binding
LOC124720000	unnamed protein product	F GO:0016887 ATP hydrolysis activity
LOC124720139	transmembrane protein 98-like	C GO:0110165 cellular anatomical entity
LOC124719697	exosome component 10	F GO:0000166 nucleotide binding
LOC124719697	exosome component 10	F GO:0003676 nucleic acid binding
LOC124719697	exosome component 10	C GO:0000176 nuclear exosome (RNase complex)
LOC124719697	exosome component 10	F GO:0008408 3'-5' exonuclease activity
LOC124719697	exosome component 10	P GO:0006396 RNA processing
LOC124720051	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A, partial	P GO:0007165 signal transduction
LOC124720051	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A, partial	F GO:0004114 3',5'-cyclic-nucleotide phosphodiesterase activity
LOC124720108	L-galactose dehydrogenase-like	F GO:0010349 L-galactose dehydrogenase activity
LOC124719701	ankyrin repeat domain-containing protein 2B-like	F GO:0005515 protein binding
LOC124719702	BTB/POZ domain and ankyrin repeat-containing protein COCH-like	F GO:0005515 protein binding
LOC124719704	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124719980	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124719983	ankyrin-1-like	F GO:0005515 protein binding
LOC124719981	ankyrin-1-like	F GO:0005515 protein binding
LOC124720359	ankyrin repeat domain-containing protein SOWAHA-like	F GO:0005515 protein binding
LOC124719969	ankyrin-1-like	F GO:0005515 protein binding
LOC124719967	ankyrin repeat domain-containing protein SOWAHC-like	F GO:0005515 protein binding
LOC124719708	BTB/POZ domain and ankyrin repeat-containing protein NPR5-like	F GO:0005515 protein binding
LOC124719709	ankyrin repeat domain-containing protein 23-like	F GO:0005515 protein binding
LOC124720383	26S proteasome non-ATPase regulatory subunit 10-like	F GO:0005515 protein binding
LOC124720319	uncharacterized protein LOC126426792 isoform X1	F GO:0005515 protein binding
LOC124720503	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124719710	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719712	CARD- and ANK-domain containing inflammasome adapter protein-like	F GO:0005515 protein binding
LOC124720475	ankyrin-1-like	F GO:0005515 protein binding
LOC124720373	cortactin-binding protein 2-like	F GO:0005515 protein binding
LOC124719962	poly [ADP-ribose] polymerase tankyrase-like	F GO:0005515 protein binding
LOC124719714	protein phosphatase 1 regulatory subunit 12C-like	F GO:0005515 protein binding
LOC124719715	cortactin-binding protein 2-like	F GO:0005515 protein binding
LOC124719716	ankyrin repeat and SOCS box protein 14-like	F GO:0005515 protein binding
LOC124719717	ankyrin repeat domain-containing protein 23-like	F GO:0005515 protein binding
LOC124719718	BTB/POZ and MATH domain-containing protein 4-like	F GO:0005515 protein binding
LOC124719720	BTB/POZ and MATH domain-containing protein 4-like	F GO:0005515 protein binding
LOC124719721	26S proteasome non-ATPase regulatory subunit 10-like	F GO:0005515 protein binding
LOC124719894	alpha-mannosidase 2	F GO:0004559 alpha-mannosidase activity
LOC124719894	alpha-mannosidase 2	P GO:0006013 mannose metabolic process
LOC124719894	alpha-mannosidase 2	F GO:0030246 carbohydrate binding
LOC124720505	solute carrier family 35 member E2A-like isoform X1	C GO:0005737 cytoplasm
LOC124720505	solute carrier family 35 member E2A-like isoform X1	C GO:0016020 membrane
LOC124720505	solute carrier family 35 member E2A-like isoform X1	P GO:0006606 protein import into nucleus
LOC124720019	male-specific lethal 1 homolog isoform X1	C GO:0072487 MSL complex
LOC124719725	GRB10-interacting GYF protein 2	F GO:0005515 protein binding
LOC124720053	histone acetyltransferase KAT2A	C GO:0005634 nucleus
LOC124720053	histone acetyltransferase KAT2A	F GO:0004402 histone acetyltransferase activity
LOC124720053	histone acetyltransferase KAT2A	P GO:0006355 regulation of DNA-templated transcription
LOC124719727	cytochrome P450 6B4-like	F GO:0004497 monooxygenase activity
LOC124719727	cytochrome P450 6B4-like	F GO:0005506 iron ion binding
LOC124719727	cytochrome P450 6B4-like	F GO:0016705 oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen
LOC124719727	cytochrome P450 6B4-like	F GO:0020037 heme binding
LOC124720066	60S ribosomal protein L18a	C GO:0005840 ribosome
LOC124720066	60S ribosomal protein L18a	F GO:0003735 structural constituent of ribosome
LOC124720066	60S ribosomal protein L18a	P GO:0006412 translation
LOC124720063	egg surface protein ES-233, partial	F GO:0046872 metal ion binding
LOC124720063	egg surface protein ES-233, partial	P GO:0006801 superoxide metabolic process
LOC124720335	ATPase family AAA domain-containing protein 3	F GO:0005524 ATP binding
LOC124720335	ATPase family AAA domain-containing protein 3	F GO:0016887 ATP hydrolysis activity
LOC124719731	pleckstrin homology domain-containing family G member 5	F GO:0005085 guanyl-nucleotide exchange factor activity
LOC124720449	dephospho-CoA kinase	F GO:0004140 dephospho-CoA kinase activity
LOC124720449	dephospho-CoA kinase	F GO:0005524 ATP binding
LOC124720449	dephospho-CoA kinase	P GO:0015937 coenzyme A biosynthetic process
LOC124719735	serine hydroxymethyltransferase, mitochondrial-like	F GO:0004372 glycine hydroxymethyltransferase activity
LOC124719735	serine hydroxymethyltransferase, mitochondrial-like	F GO:0030170 pyridoxal phosphate binding
LOC124719735	serine hydroxymethyltransferase, mitochondrial-like	P GO:0019264 glycine biosynthetic process from serine
LOC124719735	serine hydroxymethyltransferase, mitochondrial-like	P GO:0035999 tetrahydrofolate interconversion
LOC124720521	S-phase kinase-associated protein 2-like	F GO:0005515 protein binding
LOC124720526	uncharacterized protein LOC124720526	F GO:0003700 DNA-binding transcription factor activity
LOC124719738	60 kDa lysophospholipase-like	F GO:0005515 protein binding
LOC124720525	S-phase kinase-associated protein 2-like	F GO:0005515 protein binding
LOC124720326	60 kDa lysophospholipase-like	F GO:0005515 protein binding
LOC124720104	uncharacterized protein LOC124587763 isoform X3	F GO:0005515 protein binding
LOC124720109	S-phase kinase-associated protein 2-like	F GO:0005515 protein binding
LOC124720039	insulin-like growth factor 2 mRNA-binding protein 1 isoform X1	F GO:0003723 RNA binding
LOC124719743	ankyrin repeat domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719745	protein shuttle craft	C GO:0005634 nucleus
LOC124719745	protein shuttle craft	F GO:0003676 nucleic acid binding
LOC124719745	protein shuttle craft	F GO:0008270 zinc ion binding
LOC124719746	craniofacial development protein 2-like	F GO:0003824 catalytic activity
LOC124720490	heat shock protein 60A	F GO:0005524 ATP binding
LOC124720490	heat shock protein 60A	F GO:0140662 ATP-dependent protein folding chaperone
LOC124720490	heat shock protein 60A	P GO:0042026 protein refolding
LOC124720183	10 kDa heat shock protein, mitochondrial	F GO:0005524 ATP binding
LOC124720183	10 kDa heat shock protein, mitochondrial	F GO:0044183 protein folding chaperone
LOC124720183	10 kDa heat shock protein, mitochondrial	P GO:0006457 protein folding
LOC124719748	beta-1,3-galactosyltransferase 6-like	C GO:0016020 membrane
LOC124719748	beta-1,3-galactosyltransferase 6-like	F GO:0016758 hexosyltransferase activity
LOC124719748	beta-1,3-galactosyltransferase 6-like	P GO:0006486 protein glycosylation
LOC124720314	beta-1,3-galactosyltransferase 6-like	C GO:0016020 membrane
LOC124720314	beta-1,3-galactosyltransferase 6-like	F GO:0016758 hexosyltransferase activity
LOC124720314	beta-1,3-galactosyltransferase 6-like	P GO:0006486 protein glycosylation
LOC124719945	D-3-phosphoglycerate dehydrogenase	F GO:0016616 oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor
LOC124719945	D-3-phosphoglycerate dehydrogenase	F GO:0051287 NAD binding
LOC124720416	uncharacterized protein LOC124720416 isoform X1	F GO:0003700 DNA-binding transcription factor activity
LOC124720416	uncharacterized protein LOC124720416 isoform X1	F GO:0043565 sequence-specific DNA binding
LOC124720416	uncharacterized protein LOC124720416 isoform X1	P GO:0006355 regulation of DNA-templated transcription
LOC124720322	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124720258	ankyrin repeat, PH and SEC7 domain containing protein secG-like	F GO:0005515 protein binding
LOC124719750	ankyrin-3-like	F GO:0005515 protein binding
LOC124720195	ankyrin-2-like	F GO:0005515 protein binding
LOC124719751	uncharacterized protein LOC124719751	F GO:0003676 nucleic acid binding
LOC124719751	uncharacterized protein LOC124719751	F GO:0008270 zinc ion binding
LOC124720285	BTB/POZ and MATH domain-containing protein 4-like isoform X1	F GO:0005515 protein binding
LOC124720047	uncharacterized protein LOC126108752	F GO:0005515 protein binding
LOC124720174	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like	F GO:0005515 protein binding
LOC124719752	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719753	ankyrin repeat domain-containing protein 54-like	F GO:0005515 protein binding
LOC124719754	poly [ADP-ribose] polymerase tankyrase-1-like	F GO:0005515 protein binding
LOC124719755	ankyrin repeat domain-containing protein 17-like	F GO:0005515 protein binding
LOC124720328	TD and POZ domain-containing protein 1-like isoform X1	F GO:0005515 protein binding
LOC124719756	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719758	ankyrin repeat domain-containing protein 65-like	F GO:0005515 protein binding
LOC124719759	ankyrin-3-like	F GO:0005515 protein binding
LOC124720329	uncharacterized protein LOC126108752	F GO:0005515 protein binding
LOC124720136	ankyrin-3-like	F GO:0005515 protein binding
LOC124719760	ankyrin-1-like	F GO:0005515 protein binding
LOC124719761	mucin-19-like	F GO:0005515 protein binding
LOC124719976	TD and POZ domain-containing protein 1-like	F GO:0005515 protein binding
LOC124719763	uncharacterized protein LOC124743691	F GO:0005515 protein binding
LOC124719764	uncharacterized protein LOC126108752	F GO:0005515 protein binding
LOC124720203	uncharacterized protein LOC126427239 isoform X2	F GO:0005515 protein binding
LOC124720381	speckle-type POZ protein-like	F GO:0005515 protein binding
LOC124720144	uncharacterized protein LOC126108752	F GO:0005515 protein binding
LOC124720121	uncharacterized protein LOC126427239 isoform X2	F GO:0005515 protein binding
LOC124719768	uncharacterized protein LOC124743691	F GO:0005515 protein binding
LOC124720439	trafficking protein particle complex subunit 5-like	C GO:0030008 TRAPP complex
LOC124720439	trafficking protein particle complex subunit 5-like	P GO:0048193 Golgi vesicle transport
