"gene_id","Preferred_name","Description","PFAMs","theme","term_group","matched_pattern"
"LOC126335693","Gr43a","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335708","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335710","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335711","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335712","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335713","-","Gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335714","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335715","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335719","Gr2a","Gustatory receptor which mediates acceptance or avoidance behavior, depending on its","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335728","-","Gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335752","Gr2a","Gustatory receptor which mediates acceptance or avoidance behavior, depending on its","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335753","Gr43a","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335754","Gr43a","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126336926","TUBE","Tube Death domain","Death_2,Pkinase","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335761","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335762","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335763","-","Gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335764","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126337028","Cbp20","Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing and RNA-mediated gene silencing (RNAi). The CBC complex is involved in miRNA-mediated RNA interference and is required for primary microRNAs (miRNAs) processing. Also involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. In the CBC complex, Cbp20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires Cbp80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure","RRM_1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335791","Gr66a","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335818","-","Plays a role in the sugar gustatory response","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126326781","-","Beta propeller repeats in Physarum polycephalum tectonins, Limulus lectin L-6 and animal hypothetical proteins.","Hyd_WA","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335859","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126334635","-","Toll - interleukin 1 - resistance","LRR_8,TIR","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126334645","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126334970","TSC2","GTPase activator activity. It is involved in the biological process described with","DUF3384,Rap_GAP,Tuberin","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126336012","-","Plays a role in the sugar gustatory response","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335551","-","It is involved in the biological process described with plasma membrane organization","IMD,SH3_1,SH3_9","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126335554","-","IRSp53/MIM homology domain","IMD,SH3_1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126336803","-","It is involved in the biological process described with plasma membrane organization","IMD,SH3_1,SH3_9","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126354686","-","Collagenase NC10 and Endostatin","Collagen,Endostatin","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126354239","-","Collagenase NC10 and Endostatin","Collagen,Endostatin","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126356264","-","Required for homeostatic regulation of sleep under normal conditions and after sleep deprivation. Important regulator of the Sh K( ) channel, acting as a signaling molecule that connects sleep drive to lowered membrane excitability, possibly by enhancing K( ) channel activity and thus reducing neuronal excitability","QVR,ig","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126355285","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126353942","ATPsyn-d","Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Part of the complex F(0) domain and the peripheric stalk, which acts as a stator to hold the catalytic alpha(3)beta(3) subcomplex and subunit a ATP6 static relative to the rotary elements","Mt_ATP-synt_D","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126355358","-","Collagenase NC10 and Endostatin","Collagen,Endostatin","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126356104","-","Pyridoxal 5'-phosphate (PLP)-binding protein, which may be involved in intracellular homeostatic regulation of pyridoxal 5'-phosphate (PLP), the active form of vitamin B6","Ala_racemase_N","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126354224","-","Zona pellucida (ZP) domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126354758","Top2","Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks","DNA_gyraseB,DNA_topoisoIV,DTHCT,HATPase_c,TOPRIM_C,Toprim","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126355143","-","Hereditary spastic paraplegia protein strumpellin","Strumpellin","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267643","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267644","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267646","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267647","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267649","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267650","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126266621","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126365831","Pli","It is involved in the biological process described with Toll signaling pathway","Pellino","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267706","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267707","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267708","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267709","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267710","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267712","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267714","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267715","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267716","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267717","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267718","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267763","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267764","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267799","-","-","JAKMIP_CC3","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267800","-","-","JAKMIP_CC3","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267519","-","cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","Cystatin,Inhibitor_I29,Peptidase_C1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267478","-","cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","Cystatin,Inhibitor_I29,Peptidase_C1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267479","-","cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","Cystatin,Inhibitor_I29,Peptidase_C1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267477","-","cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","Cystatin,Inhibitor_I29,Peptidase_C1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267069","-","cysteine-type endopeptidase inhibitor activity. It is involved in the biological process described with proteolysis","Cystatin,Inhibitor_I29,Peptidase_C1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267038","-","Signal transducer and activator of transcription","SH2,STAT_alpha,STAT_bind,STAT_int","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267878","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","-","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267636","-","Conserved mid region of cactin","CactinC_cactus,Cactin_mid","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267435","-","Evolutionarily conserved signaling intermediate in Toll","ECSIT,ECSIT_C","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126271991","-","It is involved in the biological process described with","IMD","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126272714","-","ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting","ArsA_ATPase","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126272863","-","ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recognizes and selectively binds the transmembrane domain of TA proteins in the cytosol. This complex then targets to the endoplasmic reticulum by membrane-bound receptors, where the tail- anchored protein is released for insertion. This process is regulated by ATP binding and hydrolysis. ATP binding drives the homodimer towards the closed dimer state, facilitating recognition of newly synthesized TA membrane proteins. ATP hydrolysis is required for insertion. Subsequently, the homodimer reverts towards the open dimer state, lowering its affinity for the membrane-bound receptor, and returning it to the cytosol to initiate a new round of targeting","ArsA_ATPase","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126273183","stai","It is involved in the biological process described with regulation of microtubule polymerization or depolymerization","Stathmin","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126273382","Gr43a","gustatory receptor","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126273171","imd","It is involved in the biological process described with signal transduction","Death","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126278156","-","Zona pellucida-like domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126278245","-","Zona pellucida-like domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126277923","-","gustatory receptor which mediates acceptance or avoidance behavior, depending on its substrates","7tm_7","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126281845","-","Cactus-binding C-terminus of cactin protein","SF3A2,zf-met","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126281455","-","-","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126282270","-","Zona pellucida (ZP) domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126281611","-","One HIP oligomer binds the ATPase domains of at least two Hsc70 molecules dependent on activation of the Hsc70 ATPase by Hsp40. Stabilizes the ADP state of Hsc70 that has a high affinity for substrate protein. Through its own chaperone activity, it may contribute to the interaction of Hsc70 with various target proteins (By similarity)","TPR_1,TPR_11,TPR_2,TPR_8","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126281956","Cbp80","Component of the cap-binding complex (CBC), which binds cotranscriptionally to the 5'-cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing and RNA-mediated gene silencing (RNAi). The CBC complex is involved in miRNA-mediated RNA interference via its interaction with Ars2 and is required for primary microRNAs (miRNAs) processing. Also involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. In the CBC complex, Cbp80 does not bind directly capped RNAs (m7GpppG-capped RNA) but is required to stabilize the movement of the N-terminal loop of Cbp20 and lock the CBC into a high affinity cap-binding state with the cap structure","MIF4G,MIF4G_like,MIF4G_like_2","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126284557","-","toll-like receptor 7 signaling pathway","UNC-93","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126291679","Top2","Control of topological states of DNA by transient breakage and subsequent rejoining of DNA strands. Topoisomerase II makes double-strand breaks","DNA_gyraseB,DNA_topoisoIV,DTHCT,HATPase_c,TOPRIM_C,Toprim","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126292182","calypso","Polycomb group (PcG) protein. Catalytic component of the PR-DUB complex, a complex that specifically mediates deubiquitination of histone H2A monoubiquitinated at 'Lys-118' (H2AK118ub1). Does not deubiquitinate monoubiquitinated histone H2B. Required to maintain the transcriptionally repressive state of homeotic genes throughout development. The PR-DUB complex has weak or no activity toward 'Lys-48'- and 'Lys-63'-linked polyubiquitin chains","Peptidase_C12","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126294989","-","-","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126295071","-","Domain in cystathionine beta-synthase and other proteins.","CBS","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126297840","-","Zona pellucida-like domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126298022","-","Zona pellucida (ZP) domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126298810","-","PAN domain","PAN_1,PAN_4,Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126298061","TOLL7","It is involved in the biological process described with signal transduction","LRR_8,TIR","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126298065","-","Toll-like receptor","LRR_8,TIR,TIR_2","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126298477","-","Zona pellucida-like domain","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126297795","pot","-","Zona_pellucida","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126298842","TOLL6","It is involved in the biological process described with signal transduction","LRR_5,LRR_6,LRR_8,TIR","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126314451","Cbp20","Component of the cap-binding complex (CBC), which binds co-transcriptionally to the 5' cap of pre-mRNAs and is involved in various processes such as pre-mRNA splicing and RNA-mediated gene silencing (RNAi). The CBC complex is involved in miRNA-mediated RNA interference and is required for primary microRNAs (miRNAs) processing. Also involved in innate immunity via the short interfering RNAs (siRNAs) processing machinery by restricting the viral RNA production. In the CBC complex, Cbp20 recognizes and binds capped RNAs (m7GpppG-capped RNA) but requires Cbp80 to stabilize the movement of its N-terminal loop and lock the CBC into a high affinity cap-binding state with the cap structure","RRM_1","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126322592","-","WD40-like Beta Propeller Repeat","ANAPC4_WD40,WD40","Immune and stress response","Toll/IMD/JAK-STAT","toll|imd|relish|cactus|jak|stat|dorsal|myd88|tube|pell[e]?"
"LOC126267671","-","Animal peptidoglycan recognition proteins homologous to Bacteriophage T3 lysozyme.","Amidase_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126269044","-","SERine  Proteinase INhibitors","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336609","-","Belongs to the serpin family","-","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336684","-","Lysozyme activity","Destabilase","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126336763","-","Lysozyme activity","Destabilase","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126322960","-","Lysozyme activity","Destabilase","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126323183","-","Attacin, C-terminal region","Attacin_C","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126323167","-","Attacin, C-terminal region","Attacin_C","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126323151","-","Attacin, C-terminal region","Attacin_C","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126323134","-","Attacin, C-terminal region","Attacin_C","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126334582","SRPN19","Belongs to the serpin family","Serpin","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
"LOC126334779","-","Defensin anti-microbial peptide","Defensin_2","Immune and stress response","Effector and melanization","defensin|cecropin|attacin|gloverin|lysozyme|antimicrobial|phenoloxidase|prophenoloxidase|melanization|serpin|clip-domain"
