method	qseqid	gene_id	seqid	qlen	sseqid	taxid	scientific_name	broad_group	lineage	pident	length	qcovhsp	evalue	bitscore	stitle
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	XP_052983452.1	64656	Zychaea mexicana	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Lichtheimiaceae;Zychaea;Zychaea mexicana	27.9	419	54.0	2.18e-38	162	XP_052983452.1 P-loop containing nucleoside triphosphate hydrolase protein [Zychaea mexicana]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	NWI88596.1	9163	Pitta sordida	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Telluraves;Australaves;Passeriformes;Pittidae;Pitta;Pitta sordida	29.3	396	52.4	2.71e-38	165	NWI88596.1 ORC1 protein [Pitta sordida]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	XP_013762300.1	461836	Thecamonas trahens ATCC 50062	Other Eukaryota	root;cellular organisms;Eukaryota;Apusozoa;Apusomonadida;Apusomonadidae;Thecamonas;Thecamonas trahens;Thecamonas trahens ATCC 50062	30.2	378	49.7	3.21e-38	164	XP_013762300.1 uncharacterized protein AMSG_01130 [Thecamonas trahens ATCC 50062]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	ELU05207.1	283909	Capitella teleta	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Scolecida;Capitellidae;Capitella;Capitella teleta	27.8	396	52.4	3.59e-38	166	ELU05207.1 hypothetical protein CAPTEDRAFT_227166 [Capitella teleta]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	XP_033637072.1	7604	Asterias rubens	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Forcipulatacea;Forcipulatida;Asteriidae;Asterias;Asterias rubens	28.7	397	52.4	4.09e-38	165	XP_033637072.1 origin recognition complex subunit 1-like [Asterias rubens]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	XP_022087380.1	133434	Acanthaster planci	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Echinodermata;Eleutherozoa;Asterozoa;Asteroidea;Valvatacea;Valvatida;Acanthasteridae;Acanthaster;Acanthaster planci	29.0	397	52.4	4.53e-38	165	XP_022087380.1 origin recognition complex subunit 1-like [Acanthaster planci]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	KAK2179063.1	27915	Ridgeia piscesae	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Annelida;Polychaeta;Sedentaria;Canalipalpata;Sabellida;Siboglinidae;Ridgeia;Ridgeia piscesae	29.6	398	52.4	5.58e-38	165	KAK2179063.1 hypothetical protein NP493_516g01010 [Ridgeia piscesae]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	KAK9766055.1	34480	Basidiobolus ranarum	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus ranarum	29.7	411	53.8	5.63e-38	161	KAK9766055.1 Origin recognition complex, subunit 1, variant 2 [Basidiobolus ranarum]
DIAMOND nr_cluster_seq	XP_049851137.1	LOC126325476	NW_026062282.1	742	KAM6305749.1	48277	Aegotheles albertisi	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Sauropsida;Sauria;Archelosauria;Archosauria;Dinosauria;Saurischia;Theropoda;Coelurosauria;Aves;Neognathae;Neoaves;Strisores;Caprimulgiformes;Aegothelidae;Aegotheles;Aegotheles albertisi	28.5	396	52.4	6.56e-38	164	KAM6305749.1 origin recognition complex subunit 1 [Aegotheles albertisi]
DIAMOND nr_cluster_seq	XP_049851139.1	LOC126325477	NW_026062282.1	459	PRP85184.1	1890364	Planoprotostelium fungivorum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium;Planoprotostelium fungivorum	27.8	490	99.3	2.90e-23	114	PRP85184.1 double-strand-break repair protein [Planoprotostelium fungivorum]
DIAMOND nr_cluster_seq	XP_049851141.1	LOC126325479	NW_026062282.1	1000	KAL6058509.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	39.8	953	94.0	2.62e-220	667	KAL6058509.1 DNA topoisomerase 3-alpha [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049851141.1	LOC126325479	NW_026062282.1	1000	KAL6046567.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	44.6	773	76.5	2.21e-217	654	KAL6046567.1 DNA topoisomerase 3-alpha, variant 2 [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	XP_012751566.1	1410327	Acytostelium subglobosum LB1	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Acytostelium;Acytostelium subglobosum;Acytostelium subglobosum LB1	41.8	1203	57.5	4.70e-243	780	XP_012751566.1 hypothetical protein SAMD00019534_087550 [Acytostelium subglobosum LB1]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAN0041261.1	361072	Dictyostelium citrinum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium citrinum	40.7	1236	57.9	7.62e-240	774	KAN0041261.1 hypothetical protein ACTFIV_003798 [Dictyostelium citrinum]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	XP_020429483.1	670386	Heterostelium album PN500	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Acytosteliaceae;Heterostelium;Heterostelium album;Heterostelium album PN500	40.7	1228	58.5	2.17e-239	771	XP_020429483.1 chromo domain-containing protein [Heterostelium album PN500]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAF2076556.1	133409	Polysphondylium violaceum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Polysphondylium;Polysphondylium violaceum	40.6	1191	57.5	2.28e-239	772	KAF2076556.1 hypothetical protein CYY_002170 [Polysphondylium violaceum]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	XP_638708.1	352472	Dictyostelium discoideum AX4	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum;Dictyostelium discoideum AX4	40.6	1236	57.9	1.16e-238	771	XP_638708.1 chromo domain-containing protein [Dictyostelium discoideum AX4]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KYQ89093.1	361077	Tieghemostelium lacteum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Raperosteliaceae;Tieghemostelium;Tieghemostelium lacteum	40.3	1207	58.2	2.45e-238	767	KYQ89093.1 chromo domain-containing protein [Tieghemostelium lacteum]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAN0059009.1	361076	Dictyostelium intermedium	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium intermedium	39.9	1257	58.7	3.65e-238	771	KAN0059009.1 hypothetical protein ACTFIS_003323 [Dictyostelium intermedium]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAM9976572.1	44689	Dictyostelium discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium discoideum	40.3	1236	57.9	1.04e-237	769	KAM9976572.1 hypothetical protein ACTFIR_010414 [Dictyostelium discoideum]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAN0000684.1	3454433	Dictyostelium cf. discoideum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium cf. discoideum	40.3	1237	57.9	2.63e-237	769	KAN0000684.1 hypothetical protein ACTFIZ_001135 [Dictyostelium cf. discoideum]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	XP_004355670.1	261658	Cavenderia fasciculata	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Acytosteliales;Cavenderiaceae;Cavenderia;Cavenderia fasciculata	40.8	1195	57.5	3.23e-236	759	XP_004355670.1 chromo domain-containing protein [Cavenderia fasciculata]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	XP_003289888.1	5786	Dictyostelium purpureum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium purpureum	39.5	1264	58.2	1.02e-234	758	XP_003289888.1 uncharacterized protein DICPUDRAFT_154353 [Dictyostelium purpureum]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAN0047584.1	142830	Dictyostelium dimigraforme	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium dimigraforme	50.5	841	39.5	1.35e-231	751	KAN0047584.1 hypothetical protein ACTA71_001967 [Dictyostelium dimigraforme]
DIAMOND nr_cluster_seq	XP_049851147.1	LOC126325484	NW_026062282.1	2046	KAK5581230.1	79012	Dictyostelium firmibasis	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Dictyostelia;Dictyosteliales;Dictyosteliaceae;Dictyostelium;Dictyostelium firmibasis	50.8	827	38.9	2.15e-231	750	KAK5581230.1 hypothetical protein RB653_001260 [Dictyostelium firmibasis]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	RUP47198.1	994334	Jimgerdemannia flammicorona	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Endogonomycetes;Endogonales;Endogonaceae;Jimgerdemannia;Jimgerdemannia flammicorona	47.5	341	40.5	2.74e-95	326	RUP47198.1 hypothetical protein BC936DRAFT_146021 [Jimgerdemannia flammicorona]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	KAL6056082.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	48.7	341	40.5	5.27e-95	318	KAL6056082.1 Rad2 nuclease, variant 3 [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	PRP87821.1	1890364	Planoprotostelium fungivorum	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Evosea;Variosea;Cavosteliida;Cavosteliaceae;Planoprotostelium;Planoprotostelium fungivorum	48.4	339	39.8	1.28e-93	315	PRP87821.1 exonuclease 1-like [Planoprotostelium fungivorum]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	KAO0437110.1	66527	Balamuthia mandrillaris	Other Eukaryota	root;cellular organisms;Eukaryota;Amoebozoa;Discosea;Longamoebia;Centramoebida;Balamuthiidae;Balamuthia;Balamuthia mandrillaris	48.7	341	40.5	2.36e-93	318	KAO0437110.1 exonuclease 1-like protein [Balamuthia mandrillaris]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	XP_024008365.1	72664	Eutrema salsugineum	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;malvids;Brassicales;Brassicaceae;Eutremeae;Eutrema;Eutrema salsugineum	49.7	334	39.8	2.95e-93	318	XP_024008365.1 exonuclease 1 [Eutrema salsugineum]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	XBI19599.1	4565	Triticum aestivum	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Poaceae;BOP clade;Pooideae;Triticodae;Triticeae;Triticinae;Triticum;Triticum aestivum	47.2	339	40.4	1.09e-92	315	XBI19599.1 hypothetical protein VPH35_061071 [Triticum aestivum]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	KAM0779599.1	78828	Phalaenopsis equestris	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;Asparagales;Orchidaceae;Epidendroideae;Vandeae;Aeridinae;Phalaenopsis;Phalaenopsis equestris	47.3	334	39.8	1.65e-92	310	KAM0779599.1 Exonuclease 1 [Phalaenopsis equestris]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	KAH6559641.1	49495	Ceratopteris richardii	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Polypodiopsida;Polypodiidae;Polypodiales;Pteridineae;Pteridaceae;Parkerioideae;Ceratopteris;Ceratopteris richardii	47.6	334	39.8	2.18e-91	312	KAH6559641.1 hypothetical protein KP509_1Z001400 [Ceratopteris richardii]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	XP_072951947.1	59011	Typha angustifolia	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;Liliopsida;Petrosaviidae;commelinids;Poales;Typhaceae;Typha;Typha angustifolia	48.8	334	39.8	1.02e-90	311	XP_072951947.1 exonuclease 1 isoform X1 [Typha angustifolia]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	XP_043622684.1	72917	Erigeron canadensis	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;asterids;campanulids;Asterales;Asteraceae;Asteroideae;Astereae;North American clade;Conyzinae;Erigeron;Erigeron canadensis	48.3	333	39.7	1.14e-90	313	XP_043622684.1 exonuclease 1 [Erigeron canadensis]
DIAMOND nr_cluster_seq	XP_049851153.1	LOC126325491	NW_026062282.1	839	XP_048231171.1	3988	Ricinus communis	Plants	root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis	48.8	334	39.8	1.51e-90	313	XP_048231171.1 exonuclease 1 [Ricinus communis]
DIAMOND nr_cluster_seq	XP_049851155.1	LOC126325492	NW_026062282.1	836	KAI1320108.1	1343614	Mortierella claussenii	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mortierellomycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;Mortierella claussenii	24.9	547	63.3	4.02e-11	79.3	KAI1320108.1 hypothetical protein EDD11_002080 [Mortierella claussenii]
DIAMOND nr_cluster_seq	XP_049851155.1	LOC126325492	NW_026062282.1	836	VUZ44333.1	6216	Hymenolepis diminuta	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Spiralia;Lophotrochozoa;Platyhelminthes;Rhabditophora;Neodermata;Cestoda;Eucestoda;Cyclophyllidea;Hymenolepididae;Hymenolepis;Hymenolepis diminuta	28.3	346	40.3	1.96e-10	77.0	VUZ44333.1 unnamed protein product, partial [Hymenolepis diminuta]
DIAMOND nr_cluster_seq	XP_049851155.1	LOC126325492	NW_026062282.1	836	GJJ71528.1	205924	Entomortierella parvispora	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mortierellomycota;Mortierellomycotina;Mortierellomycetes;Mortierellales;Mortierellaceae;Entomortierella;Entomortierella parvispora	25.0	616	63.3	8.71e-10	75.5	GJJ71528.1 ubiquitin carboxyl-terminal hydrolase 1 [Entomortierella parvispora]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	XP_020897937.1	2652724	Exaiptasia diaphana	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Aiptasiidae;Exaiptasia;Exaiptasia diaphana	37.1	591	69.9	1.43e-107	355	XP_020897937.1 ATP-dependent RNA helicase MAK5 [Exaiptasia diaphana]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	RCH82947.1	4846	Rhizopus stolonifer	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus stolonifer	39.8	550	66.5	2.83e-106	353	RCH82947.1 ATP-dependent RNA helicase, partial [Rhizopus stolonifer]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	XP_051431158.1	101096	Gilbertella persicaria	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Choanephoraceae;Gilbertelloideae;Gilbertella;Gilbertella persicaria	39.8	550	66.5	1.82e-105	353	XP_051431158.1 P-loop containing nucleoside triphosphate hydrolase protein [Gilbertella persicaria]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	CAG8505016.1	144538	Paraglomus brasilianum	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Glomeromycota;Glomeromycotina;Glomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;Paraglomus brasilianum	40.8	566	68.9	3.75e-105	360	CAG8505016.1 1307_t:CDS:10 [Paraglomus brasilianum]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ2002506.1	2663907	Coemansia thaxteri	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia thaxteri	40.8	537	65.7	3.08e-104	347	KAJ2002506.1 ATP-dependent RNA helicase [Coemansia thaxteri]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ2876489.1	417176	Coemansia aciculifera	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia aciculifera	39.0	559	68.2	3.41e-103	347	KAJ2876489.1 ATP-dependent RNA helicase [Coemansia aciculifera]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ1721137.1	147472	Coemansia erecta	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia erecta	39.0	536	66.5	3.98e-103	346	KAJ1721137.1 ATP-dependent RNA helicase [Coemansia erecta]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	XP_031573370.1	6105	Actinia tenebrosa	Other Metazoa	root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Cnidaria;Anthozoa;Hexacorallia;Actiniaria;Actiniidae;Actinia;Actinia tenebrosa	36.5	598	69.9	4.28e-103	345	XP_031573370.1 ATP-dependent RNA helicase ddx24-like [Actinia tenebrosa]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ2349647.1	2663896	Coemansia sp. RSA 2671	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;unclassified Coemansia;Coemansia sp. RSA 2671	39.8	532	65.7	5.78e-103	346	KAJ2349647.1 ATP-dependent RNA helicase [Coemansia sp. RSA 2671]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ1911557.1	417184	Mycoemilia scoparia	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Mycoemilia;Mycoemilia scoparia	39.2	538	66.1	7.36e-103	347	KAJ1911557.1 ATP-dependent RNA helicase [Mycoemilia scoparia]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ2471996.1	2663905	Coemansia sp. RSA 2322	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;unclassified Coemansia;Coemansia sp. RSA 2322	40.8	537	65.7	9.81e-103	347	KAJ2471996.1 ATP-dependent RNA helicase [Coemansia sp. RSA 2322]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	CEI96329.1	58291	Rhizopus microsporus	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Rhizopodaceae;Rhizopus;Rhizopus microsporus	38.9	548	66.5	1.04e-102	346	CEI96329.1 hypothetical protein RMCBS344292_10495 [Rhizopus microsporus]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAK9709426.1	34480	Basidiobolus ranarum	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Basidiobolomycota;Basidiobolomycetes;Basidiobolales;Basidiobolaceae;Basidiobolus;Basidiobolus ranarum	39.4	541	65.6	1.95e-102	346	KAK9709426.1 ATP-dependent RNA helicase [Basidiobolus ranarum]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAI8335604.1	4850	Blakeslea trispora	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Choanephoraceae;Choanephoroideae;Blakeslea;Blakeslea trispora	39.2	549	66.5	2.53e-102	345	KAI8335604.1 P-loop containing nucleoside triphosphate hydrolase protein [Blakeslea trispora]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	RIA98835.1	658196	Glomus cerebriforme	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Glomeromycota;Glomeromycotina;Glomeromycetes;Glomerales;Glomeraceae;Glomus;Glomus cerebriforme	37.5	558	67.6	3.03e-102	343	RIA98835.1 P-loop containing nucleoside triphosphate hydrolase protein [Glomus cerebriforme]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ1739003.1	2849844	Coemansia sp. RSA 1086	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;unclassified Coemansia;Coemansia sp. RSA 1086	38.7	543	67.2	3.60e-102	343	KAJ1739003.1 ATP-dependent RNA helicase [Coemansia sp. RSA 1086]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	KAJ2899317.1	417176	Coemansia aciculifera	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Kickxellomycota;Kickxellomycotina;Kickxellomycetes;Kickxellales;Kickxellaceae;Coemansia;Coemansia aciculifera	38.8	556	67.8	7.93e-102	344	KAJ2899317.1 ATP-dependent RNA helicase [Coemansia aciculifera]
DIAMOND nr_cluster_seq	XP_049851156.1	LOC126325493	NW_026062282.1	805	XP_051378295.1	90255	Cokeromyces recurvatus	Fungi	root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Mucoromycota;Mucoromycotina;Mucoromycetes;Mucorales;Mucorineae;Mucoraceae;Cokeromyces;Cokeromyces recurvatus	38.4	550	66.5	1.11e-101	344	XP_051378295.1 P-loop containing nucleoside triphosphate hydrolase protein [Cokeromyces recurvatus]
