gene_id	seqid	description_official	gene_biotype	DEG_context	comparisons	directions	focused_origin_audit	mapping_support	competitive_host_retained_fraction	integrated_evidence	nucleotide_support_corrected	nucleotide_groups	nucleotide_taxa	nucleotide_max_identity	nucleotide_max_query_coverage	protein_support	fresh_significant_contrasts	fresh_higher_in	fresh_max_abs_log2FC	fresh_min_padj
LOC126324540	NW_026062249.1	probable ATP-dependent RNA helicase DDX47	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.678312924475109	0.020324744687614926
LOC126329936	NW_026062549.1	T-complex protein 1 subunit zeta-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.861237611292264	0.020324744687614926
LOC126320478	NW_026062097.1	eukaryotic translation initiation factor 2 subunit 2-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.1909244882291645	0.02039164737142813
LOC126322404	NW_026062176.1	uncharacterized LOC126322404	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.938761841261983	0.02039612701380681
LOC126320599	NW_026062105.1	presenilins-associated rhomboid-like protein, mitochondrial	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.252211632030706	0.020514474638356067
LOC126334340	NW_026062990.1	exocyst complex component 6-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.893344850825263	0.020554821527092898
LOC126317106	NW_026062009.1	uncharacterized LOC126317106	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.3811870322475315	0.020570005681474084
LOC126320470	NW_026062097.1	uncharacterized LOC126320470	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.891621004971696	0.020631334749748553
LOC126326527	NW_026062344.1	uncharacterized LOC126326527	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50; infection_diet33	Control diet 33; Infected diet 50	5.3867741790122405	0.020655543787134103
LOC126324510	NW_026062249.1	phosphatidylserine decarboxylase proenzyme, mitochondrial-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.971760461389607	0.02070743072782923
LOC126325916	NW_026062302.1	methylthioribulose-1-phosphate dehydratase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.912182763032707	0.020793143608895514
LOC126316430	NW_026061974.1	uncharacterized LOC126316430	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.581281411229167	0.0208079121276388
LOC126319992	NW_026062071.1	talin-A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.668390592804873	0.020825258956293675
LOC126315391	NW_026061960.1	nucleoporin SEH1-B-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.172081441357288	0.020891526924309813
LOC126323777	NW_026062229.1	uncharacterized LOC126323777	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.858478918192993	0.02093229076341094
LOC126304743	NW_026061732.1	uncharacterized LOC126304743	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.120548119398035	0.0209662627643284
LOC126318650	NW_026062056.1	uncharacterized LOC126318650	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.0963439374440185	0.021068255174989777
LOC126327190	NW_026062374.1	ras-related protein Rab-2B-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.6721909782785485	0.021068255174989777
LOC126313392	NW_026061886.1	proteasomal ATPase-associated factor 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.226966191529302	0.0210928199442007
LOC126328220	NW_026062445.1	uncharacterized LOC126328220	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.9049319662017385	0.021220860778415562
LOC126329091	NW_026062491.1	uncharacterized LOC126329091	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.371177745519264	0.02124255478034895
LOC126313382	NW_026061886.1	chaperone protein DnaJ-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.915694610119809	0.02127843598618949
LOC126313312	NW_026061886.1	uncharacterized LOC126313312	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.8151327537781885	0.021567292962907256
LOC126316967	NW_026062003.1	serine/threonine-protein phosphatase 4 regulatory subunit 3-B-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.949011728031821	0.021567292962907256
LOC126320371	NW_026062094.1	prefoldin subunit 6-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.021678859779862	0.021567292962907256
LOC126324485	NW_026062249.1	uncharacterized LOC126324485	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.079062772001213	0.021567292962907256
LOC126330076	NW_026062566.1	uncharacterized LOC126330076	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.914522714552637	0.02157724530296669
LOC126316713	NW_026061988.1	uncharacterized LOC126316713	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.748758938466796	0.021609942502585522
LOC126318215	NW_026062043.1	general transcription factor 3C polypeptide 3-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.551029949955933	0.021609942502585522
LOC126319928	NW_026062071.1	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	6.085826701318696	0.021609942502585522
LOC126320772	NW_026062120.1	DNA/RNA-binding protein KIN17-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.891575991152855	0.021609942502585522
LOC126313302	NW_026061886.1	uncharacterized LOC126313302	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.787980966111413	0.021615094537810204
LOC126329988	NW_026062553.1	rho GTPase-activating protein 23-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.376815992191532	0.021615094537810204
LOC126316722	NW_026061988.1	delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.63435619813227	0.021786130802411065
LOC126318684	NW_026062059.1	uncharacterized LOC126318684	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.196024857020383	0.021849885041566704
LOC126320390	NW_026062097.1	translation initiation factor eIF-2B subunit beta-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.7920980123337955	0.021849885041566704
LOC126320765	NW_026062120.1	uncharacterized LOC126320765	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.263181665336259	0.022003214643503032
LOC126320366	NW_026062094.1	uncharacterized LOC126320366	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.63138970402531	0.022022839745712234
LOC126325852	NW_026062299.1	succinate dehydrogenase flavoprotein subunit-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.881263691849354	0.022023974850969026
LOC126324548	NW_026062249.1	uncharacterized LOC126324548	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.013789953959392	0.022063665850933997
LOC126322560	NW_026062185.1	uncharacterized LOC126322560	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.8947720756563	0.02238549821104579
LOC126316779	NW_026061988.1	uncharacterized LOC126316779	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.237977137567161	0.022408699145438023
LOC126325834	NW_026062299.1	ruvB-like 2	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.61606015800174	0.02246146927994742
LOC126316771	NW_026061988.1	D-3-phosphoglycerate dehydrogenase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.554855524602282	0.02247771991453955
LOC126323269	NW_026062217.1	uncharacterized LOC126323269	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.837828281629844	0.022647596251957856
LOC126328060	NW_026062425.1	probable ornithine aminotransferase	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.060007394940728	0.022669544562205844
LOC126313338	NW_026061886.1	vacuolar fusion protein CCZ1 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.19017370386455	0.022671740809343706
LOC126311188	NW_026061838.1	uncharacterized LOC126311188	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.511459200972431	0.02267245811472152
LOC126323774	NW_026062229.1	uncharacterized LOC126323774	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.932937376490086	0.022713276370868177
LOC126313309	NW_026061886.1	uncharacterized LOC126313309	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.130664604771483	0.02280395863679517
LOC126320760	NW_026062120.1	regulator of chromosome condensation-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.944084822581978	0.02291788847433215
LOC126325863	NW_026062299.1	ribonuclease H2 subunit A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.724622849448847	0.02291788847433215
LOC126326132	NW_026062325.1	uncharacterized LOC126326132	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.676068312711386	0.022954393625637202
LOC126322549	NW_026062185.1	ras guanine nucleotide exchange factor A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.713675512658218	0.022995978519884528
LOC126311240	NW_026061838.1	U1 small nuclear ribonucleoprotein 70 kDa-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.862712932856528	0.02329303097575741
LOC126317498	NW_026062018.1	retinol dehydrogenase 14-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.653220509397765	0.023322333539367093
LOC126325511	NW_026062282.1	uncharacterized LOC126325511	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.761964637129949	0.023322333539367093
LOC126315327	NW_026061960.1	GTPase-activating Rap/Ran-GAP domain-like protein 3	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.499963810646448	0.023410086001590377
LOC126316442	NW_026061974.1	uncharacterized LOC126316442	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.846812398124451	0.02354185858190962
LOC126304663	NW_026061732.1	energy-dependent translational throttle protein EttA-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.097410233056632	0.023554420658867065
LOC126330074	NW_026062566.1	CWF19-like protein 1	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.880733980175269	0.023646421195100135
LOC126315431	NW_026061960.1	endoplasmic reticulum lectin 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.3047740259670135	0.023715571871909633
LOC126320000	NW_026062071.1	ATP-binding cassette sub-family B member 10, mitochondrial-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.85641941947377	0.023715571871909633
LOC126318311	NW_026062048.1	peroxisome biogenesis factor 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.648967252920931	0.023729476757100798
LOC126318683	NW_026062059.1	uncharacterized LOC126318683	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.398077906080138	0.023783971218548666
LOC126322609	NW_026062185.1	uncharacterized LOC126322609	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.948701970140231	0.0238483802141114
LOC126313329	NW_026061886.1	uncharacterized LOC126313329	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.962331968681392	0.023887543084693805
LOC126315446	NW_026061960.1	G patch domain-containing protein 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.952938231108455	0.02391627085190042
LOC126325842	NW_026062299.1	histidine--tRNA ligase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.161145805742472	0.023932490164598596
LOC126320003	NW_026062071.1	uncharacterized LOC126320003	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.180873490026671	0.02405536589731173
LOC126320773	NW_026062120.1	uncharacterized LOC126320773	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.930971572505722	0.024097800479399693
LOC126324518	NW_026062249.1	uncharacterized LOC126324518	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.767993600136709	0.024097800479399693
LOC126320007	NW_026062071.1	uncharacterized LOC126320007	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.743669271562666	0.024106986144646837
LOC126320598	NW_026062105.1	chloride channel protein ClC-Kb-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.487615641953919	0.024106986144646837
LOC126330075	NW_026062566.1	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.611395434286984	0.024113232703510745
LOC126325816	NW_026062299.1	uncharacterized LOC126325816	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.980260849025917	0.02415584205948042
LOC126329075	NW_026062491.1	putative ribosomal RNA large subunit methyltransferase YwbD	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.8864028409700655	0.024156481077619724
LOC126324042	NW_026062244.1	uncharacterized LOC126324042	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.496348272714479	0.024285154662658126
LOC126318229	NW_026062043.1	26S proteasome regulatory subunit 8-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.53472782022004	0.024287980652248235
LOC126315306	NW_026061960.1	putative pre-mRNA-splicing factor ATP-dependent RNA helicase PRP1	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.774458021303329	0.02428842988908623
LOC126319916	NW_026062071.1	uncharacterized LOC126319916	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.2805631395422585	0.02428842988908623
LOC126327180	NW_026062374.1	tetratricopeptide repeat protein 4 homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.190274314660619	0.02428842988908623
LOC126320359	NW_026062094.1	cytosolic Fe-S cluster assembly factor narfl-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.313395772901783	0.024304367207129886
LOC126304984	NW_026061743.1	receptor of activated protein C kinase 1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.73182202592039	0.0243230907635098
LOC126304988	NW_026061743.1	uncharacterized LOC126304988	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.700723302759969	0.02434290103330165
LOC126316715	NW_026061988.1	uncharacterized LOC126316715	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.262628783320976	0.02434290103330165
LOC126328230	NW_026062445.1	fibronectin-binding protein A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.801912465118097	0.024378403822580927
LOC126325869	NW_026062299.1	phosphatidylinositol 4-kinase beta-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.3275586624572995	0.024381088270446123
LOC126319971	NW_026062071.1	EARP-interacting protein homolog	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.672217900830682	0.024475312673947022
LOC126301637	NW_026061710.1	uncharacterized LOC126301637	lncRNA	Infection within diet	Diet 33: infected vs control; Diet 50: infected vs control	Upregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infection_average_all_diets	Average infected	1.113050085189184	0.024492288770389906
LOC126318654	NW_026062056.1	uncharacterized LOC126318654	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.516549575053767	0.024564385414189746
LOC126323743	NW_026062229.1	ESCRT-I complex subunit tsg101-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.452994789580557	0.024564385414189746
LOC126324046	NW_026062244.1	mitochondrial chaperone BCS1-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.232425895315306	0.024564385414189746
LOC126327211	NW_026062374.1	uncharacterized LOC126327211	lncRNA	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.711180779402314	0.024587614563398162
LOC126316971	NW_026062003.1	FACT complex subunit ssrp1-B-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.302172058352728	0.024630783345367294
LOC126315432	NW_026061960.1	lysine-specific histone demethylase 1A-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.553783154510704	0.024699390097342747
LOC126323911	NW_026062236.1	dnaJ homolog subfamily B member 4-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.573211049303079	0.024699390097342747
LOC126304699	NW_026061732.1	proteasome subunit beta type-6-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.91885630992303	0.0247331946057094
LOC126325830	NW_026062299.1	uncharacterized LOC126325830	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	5.243632402230984	0.024766116875266923
LOC126313390	NW_026061886.1	kanadaptin-like	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.911838703014297	0.024858073460853482
LOC126304695	NW_026061732.1	uncharacterized LOC126304695	protein_coding	Diet in infected	Infected 33 vs 50	Downregulated	Not in the frozen focused origin-audit subset			No focused BLASTn/DIAMOND result for this gene							infected_diet33_vs50	Infected diet 50	4.676434325805436	0.02487525202635914
